schema_version	figure_id	case_id	atlas_display_order	current_symbol	network_order	broad_network	context_display_order	network_label	network_color	circle_displayed	within_case_rank	signature_direction	direction_label	direction_order	signature_group	group_label	group_order	column_order	eligible_query_count	usable_query_count	explicit_query_count	implicit_query_count	missing_query_count	coverage_fraction	conservative_support_count	support_fraction	stratum_acat_p	stratum_missing_as_one_acat_p	negative_log10_stratum_acat_p	capped_negative_log10_stratum_acat_p	cell_state
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	1	Astrocytes	1	Astrocytes	#009E73	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	1	Astrocytes	1	Astrocytes	#009E73	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	2	2	0	2	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	12	12	11	1	0	1.0	10	0.8333333333333334	1.081228967348566e-21	1.081228967348566e-21	20.966082327576423	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	13	13	13	0	0	1.0	13	1.0	1.9294177637388011e-25	1.9294177637388011e-25	24.714573727336465	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	2	2	0	2	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	12	12	2	10	0	1.0	1	0.08333333333333333	1.4541519392682195e-10	1.4541519392682195e-10	9.837390213189286	9.837390213189286	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	8	8	3	5	0	1.0	2	0.25	3.7290684508456175e-16	3.7290684508456175e-16	15.42839964464843	15.42839964464843	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	10	10	9	1	0	1.0	8	0.8	3.1885427249452057e-25	3.1885427249452057e-25	24.496407759299707	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	2	2	0	2	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	2	2	0	2	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	11	11	4	7	0	1.0	0	0.0	0.05223503204649582	0.05223503204649582	1.2820381345160987	1.2820381345160987	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	13	13	10	3	0	1.0	5	0.38461538461538464	3.419239755458233e-19	3.419239755458233e-19	18.466070445614093	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	5	5	2	3	0	1.0	1	0.2	2.286338284365092e-09	2.286338284365092e-09	8.640859511401876	8.640859511401876	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	2	Excitatory_neurons	2	Excitatory neurons	#E69F00	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	7	7	1	6	0	1.0	1	0.14285714285714285	6.816862117050618e-15	6.816862117050618e-15	14.16641549027757	14.16641549027757	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	2	2	2	0	0	1.0	2	1.0	5.37439783931495e-21	5.37439783931495e-21	20.26967018810307	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	2	2	2	0	0	1.0	2	1.0	7.840270810948912e-23	7.840270810948912e-23	22.105668936082203	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	6	6	2	4	0	1.0	0	0.0	0.3283999668043636	0.3283999668043636	0.4835968954523606	0.4835968954523606	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	1	1	1	0	0	1.0	1	1.0	9.190025401700376e-22	9.190025401700376e-22	21.036683288200063	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	5	5	4	1	0	1.0	2	0.4	7.400936813533121e-06	7.400936813533121e-06	5.130713303620765	5.130713303620765	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	8	8	6	2	0	1.0	1	0.125	0.0010751834770470943	0.0010751834770470943	2.9685174182880263	2.9685174182880263	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	3	Inhibitory_neurons	3	Inhibitory neurons	#0072B2	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	2	2	1	1	0	1.0	0	0.0	0.1572792903865669	0.1572792903865669	0.8033284589593804	0.8033284589593804	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	1	1	1	0	0	1.0	1	1.0	9.446066981961682e-19	9.446066981961682e-19	18.024748979170795	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	4	Microglia	4	Microglia	#CC79A7	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	2	2	2	0	0	1.0	2	1.0	1.3380662229143283e-18	1.3380662229143283e-18	17.873522392147745	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	1	1	1	0	0	1.0	1	1.0	9.088455396088788e-06	9.088455396088788e-06	5.041509919853416	5.041509919853416	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	1	1	1	0	0	1.0	0	0.0	0.006099197095846091	0.006099197095846091	2.214727332168565	2.214727332168565	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	1	1	1	0	0	1.0	1	1.0	8.748691609359908e-08	8.748691609359908e-08	7.0580568920431705	7.0580568920431705	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	5	OPCs	5	OPCs	#56B4E9	TRUE	2	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	1	1	0	1	0	1.0	0	0.0	1.0	1.0	-0.0	-0.0	tested_zero_support
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_up_mito	AD-up mitochondrial query	1	M_e4	APOE ε4	6	6	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e2	APOE ε2	1	7	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e33	APOE ε3/ε3	2	8	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	F_e4	APOE ε4	3	9	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e2	APOE ε2	4	10	1	1	1	0	0	1.0	1	1.0	1.0058286718653573e-17	1.0058286718653573e-17	16.997475988663957	16.0	supporting_tested
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e33	APOE ε3/ε3	5	11	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	6	Oligodendrocytes	6	Oligodendrocytes	#F0E442	TRUE	1	AD_down_mito	AD-down mitochondrial query	2	M_e4	APOE ε4	6	12	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	7	Vasculature_cells	7	Vasculature	#D55E00	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	F_e2	APOE ε2	1	1	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	7	Vasculature_cells	7	Vasculature	#D55E00	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	F_e33	APOE ε3/ε3	2	2	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	7	Vasculature_cells	7	Vasculature	#D55E00	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	F_e4	APOE ε4	3	3	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	7	Vasculature_cells	7	Vasculature	#D55E00	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	M_e2	APOE ε2	4	4	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
phase18_sex_apoe_mt_v1_plot_data_v1	phase18_sex_apoe_mt	mt_driver	1	MT-CO2	7	Vasculature_cells	7	Vasculature	#D55E00	TRUE	2	AD_up_mito	AD-up mitochondrial query	1	M_e33	APOE ε3/ε3	5	5	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	no_eligible_query
