schema_version	figure_id	validation_status	selected_genes	circle_display_contexts	passing_contexts	heatmap_cells	aggregation_audit_rows	declared_outputs	automated_checks	automated_checks_passed	failed_blocking_checks	visual_review_status	timestamp_utc
phase18_sex_apoe_mt_v1_status_v1	phase18_sex_apoe_mt	validated_complete	10	26	30	360	1087	12	21	21	0	complete	2026-08-16 01:13:11 UTC
