schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	source_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	phase01_audit_sha256	phase02_cohort_sha256	phase03_annotation_status_sha256	phase04_qc_sha256	phase05_normalization_status_sha256	fine_cell_types	analytic_nuclei	analytic_donors	donor_celltype_samples	primary_eligible_samples	sensitivity_eligible_samples	primary_eligible_contrasts	sensitivity_eligible_contrasts	zero_nucleus_groups	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
descriptive_status_v1	2	direct	minerva_production_192gb_001	descriptive:immune	data/processed/Immune_cells.rds	e6cc7ca43596495438bc28199ba8f097084cffb1bf6d15efe9f897d21140f7eb	scripts/06_summarize_celltypes.R	1755d7610a44b8bf86d59f0000e36b378db9bca2242a421d0e2093a54fcd0743	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	9329461bad51ab5abc08422f92f95f8384c2421409ee4fd52f72560ba69aaa83	1ec1a7fb9cede9bd85d536e81c0f7f2d6e9c16e4476a9ad23ffcc781d76d27a1	1d473be15f1071c659257654dedbc0199c5c2a9e0e3b41b0182b93444cd0675b	1c1c3c4c50a24bea2a1d29524157800ba34b6ff97cc62da11bd71d03593f6a5d	cd127f9483ebab37547a6196dee2099194d0af26bbb166cad2b32dc44e4d799e	5	55905	276	1100	344	246	7	5	0	5.50376129150391	31.5813910961151	validated_complete		604f73119d952151edb6135d6643dd2bc6e2437c	2026-07-14 16:43:27 UTC
