schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	contrast	minimum_donors_per_side	nci_nuclei	ad_nuclei	nci_primary_eligible_donors	ad_primary_eligible_donors	nci_sensitivity_eligible_donors	ad_sensitivity_eligible_donors	primary_contrast_eligible	sensitivity_contrast_eligible	primary_ineligibility_reason
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e2	AD_vs_NCI	5	7715	2049	16	8	16	7	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e33	AD_vs_NCI	5	20834	18264	45	36	44	34	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e4	AD_vs_NCI	5	4753	9664	11	25	11	24	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	AD_vs_NCI	5	3140	2069	5	7	5	7	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e33	AD_vs_NCI	5	30614	12039	52	27	51	27	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e4	AD_vs_NCI	5	4290	11378	10	26	10	25	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e2	AD_vs_NCI	5	1284	519	13	7	10	5	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e33	AD_vs_NCI	5	3978	3926	44	35	30	27	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e4	AD_vs_NCI	5	1115	2439	11	22	8	17	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	AD_vs_NCI	5	581	732	5	6	4	6	TRUE	FALSE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e33	AD_vs_NCI	5	6074	2425	50	24	41	18	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	AD_vs_NCI	5	987	2238	8	24	7	20	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e2	AD_vs_NCI	5	2612	991	16	8	13	7	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e33	AD_vs_NCI	5	9737	8766	45	35	43	33	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e4	AD_vs_NCI	5	2234	4249	11	24	10	21	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	AD_vs_NCI	5	1339	1249	5	6	4	6	TRUE	FALSE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e33	AD_vs_NCI	5	12067	5291	51	26	46	26	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e4	AD_vs_NCI	5	2201	4614	10	25	8	22	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e2	AD_vs_NCI	5	4990	1430	16	8	16	7	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e33	AD_vs_NCI	5	13885	12683	45	37	44	36	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e4	AD_vs_NCI	5	4054	6768	11	25	11	24	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	AD_vs_NCI	5	1874	1690	5	7	5	6	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e33	AD_vs_NCI	5	17997	7405	52	27	50	26	TRUE	TRUE	
descriptive_contrast_coverage_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e4	AD_vs_NCI	5	2820	6930	10	26	9	25	TRUE	TRUE	
