schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e2	AD	2049	8	18250	5456	487	2.97498780742702	1.48768653300375	4.76245420717108	11	6.53998522795944	1	0.000488042947779405	27	0.0131771595900439	8	200.5	162.5	237.25	8	7	0	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e2	NCI	7715	16	15321	4881	220	1.79529508873298	0.778556193488803	3.54053232192877	10	5.28516982023003	6	0.000777705767984446	118	0.0152948801036941	16	318	178	762.75	16	16	0	0	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e33	AD	18264	37	15701	4873	274	2.15532765075682	0.850517728659349	4.42896748634167	11	5.58379194661143	15	0.000821287779237845	482	0.0263907139728428	37	423	253	583	36	34	1	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e33	NCI	20834	45	21594	5927	246	1.25840505071706	0.436485732096806	2.90484063881147	11	4.80236240711289	66	0.00316789862724393	197	0.00945569741768263	45	307	189	654	45	44	0	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e4	AD	9664	26	18443	5301.5	345.5	1.84222828597143	0.804203159527443	3.98299879269599	11	5.25301157526627	6	0.000620860927152318	245	0.025351821192053	26	241.5	156	444	25	24	1	2	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Female	e4	NCI	4753	11	25477	6347	592	2.60170111226571	1.1371998126965	4.47130983599271	11	6.06243949661181	0	0	74	0.0155691142436356	11	301	205	678.5	11	11	0	0	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	AD	2069	7	20558	5671	240	1.24519499293623	0.433212996389892	2.87479556605488	11	4.68679345657667	1	0.000483325277912035	21	0.0101498308361527	7	263	164.5	292	7	7	0	0	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	NCI	3140	6	7166	3215	109	1.50086801133933	0.614950016573215	3.32354253990929	10	5.38101296685433	2	0.000636942675159236	104	0.0331210191082803	6	415.5	245.25	673.5	5	5	1	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e33	AD	12039	27	15896	4994	210	1.75582288200665	0.618405951522238	4.06206753111626	10	5.2924791086351	21	0.00174433092449539	366	0.0304011961126339	27	341	244	470.5	27	27	0	0	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e33	NCI	30614	53	19433.5	5674	209	1.27749667548294	0.459309023313176	3.0156352777994	10	4.84227025243359	35	0.00114326778598027	586	0.0191415692166982	53	482	273	770	52	51	1	2	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e4	AD	11378	27	17016	5191.5	272	1.79395049516403	0.712891948036633	3.78628109674086	11	5.29778522635666	2	0.000175777816839515	255	0.0224116716470381	27	431	187	562	26	25	1	2	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-4 RORB CUX2	Male	e4	NCI	4290	10	18540	5447.5	173	1.14947778853921	0.366053009602304	2.86151814825793	10	4.67745650264659	14	0.00326340326340326	52	0.0121212121212121	10	390	238.5	564.75	10	10	0	0	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e2	AD	519	8	22083	6196	482	2.36182629591486	1.64751930662757	3.37201491819116	11	6.25059236091366	0	0	11	0.0211946050096339	8	58.5	39.25	74	7	5	1	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e2	NCI	1284	16	13636.5	4850	209	1.82126128187788	0.952102216812129	3.03409167615861	10	5.62004241318589	1	0.000778816199376947	27	0.0210280373831776	16	68.5	26	129	13	10	3	6	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e33	AD	3926	37	13559	4708	249	2.12102215506465	1.17371970135128	3.4416793531599	11	5.72738512905599	2	0.000509424350483953	97	0.0247070809984717	37	77	48	118	35	27	2	10	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e33	NCI	3978	45	17324	5481.5	239	1.46212176822276	0.690772004197704	2.44340284407766	10	5.04143913179134	4	0.00100553041729512	40	0.0100553041729512	45	77	37	118	44	30	1	15	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e4	AD	2439	26	15103	4963	336	2.06997863247863	1.1561429344516	3.53635780382712	11	5.74280253617693	1	0.000410004100041	101	0.041410414104141	26	65.5	46.5	108.5	22	17	4	9	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e4	NCI	1115	11	18570	5673	354	2.10526315789474	1.18589017057958	3.24042520141519	11	5.87839696756641	0	0	39	0.0349775784753363	11	88	53	143	11	8	0	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	AD	732	7	15509	5120.5	225	1.39499988179898	0.631887249922056	2.57691568900255	10	4.8494746931249	2	0.00273224043715847	10	0.0136612021857923	7	86	66.5	109.5	6	6	1	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	NCI	581	6	4936	2598	108	1.95290063182079	1.08171789654064	3.79978078187797	10	6.05072463768116	1	0.00172117039586919	27	0.0464716006884682	6	97.5	58	116	5	4	1	2	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e33	AD	2425	28	12395	4503	190	1.6988416988417	0.814130473257584	3.09559939301973	10	5.24137931034483	4	0.00164948453608247	84	0.034639175257732	28	67.5	39.25	98	24	18	4	10	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e33	NCI	6074	53	14075	4945	176	1.43946842540953	0.700361882258742	2.51825253719986	10	5.07451083159093	8	0.00131708923279552	155	0.0255186038854132	53	82	54	153	50	41	3	12	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	AD	2238	26	14326.5	4972.5	252	1.93694050427062	1.06212400944673	3.34017538843014	11	5.6743368912598	1	0.000446827524575514	81	0.0361930294906166	26	81	54.25	105.5	24	20	2	6	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	NCI	987	10	13889	4715	156	1.43987020888258	0.626388871459785	2.58474500865587	10	4.9670949545597	2	0.00202634245187437	13	0.0131712259371834	10	82	28.25	163.5	8	7	2	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e2	AD	991	8	14276	4888	451	3.07233601244491	2.20326115929507	4.5304899019088	11	7.01767359313762	1	0.00100908173562059	11	0.0110998990918264	8	108	78.25	140.5	8	7	0	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e2	NCI	2612	16	10966	4229.5	216	2.11918161633374	1.15137009846626	3.48413226583218	10	6.00335087595855	3	0.00114854517611026	34	0.0130168453292496	16	126	57.5	242	16	13	0	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e33	AD	8766	37	10296.5	3894.5	237	2.68627332775006	1.45285102577639	4.50470897735379	11	6.32520333912814	4	0.000456308464522017	171	0.0195071868583162	37	185	98	295	35	33	2	4	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e33	NCI	9737	45	14367	4870	240	1.72844440003996	0.742982938910292	2.93879751954705	10	5.40762142745588	19	0.00195131970832905	60	0.00616206223682859	45	183	100	236	45	43	0	2	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e4	AD	4249	25	13794	4672	334	2.25376277002262	1.28333205256282	3.70821161960402	11	5.78978427644089	4	0.000941397975994352	76	0.0178865615438927	25	124	71	236	24	21	1	4	TRUE	TRUE	TRUE	5
