schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	immune	CAMs	Female	e2	AD	23	6	1482	943	6	0.576923076923077	0.239544422261757	1.50049723447873	5	5.2536231884058	1	0.0434782608695652	1	0.0434782608695652	6	3	3	3.75	0	0	6	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Female	e2	NCI	85	12	1351	925	10	0.571315996847912	0.276243093922652	1.20865139949109	6	4.86656200941915	4	0.0470588235294118	6	0.0705882352941176	12	6	2.75	10.5	0	0	12	12	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Female	e33	AD	185	29	1626	1092	16	0.915492957746479	0.346820809248555	2.14285714285714	8	5.38500251635632	4	0.0216216216216216	17	0.0918918918918919	29	5	3	8	1	0	28	29	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Female	e33	NCI	255	38	1912	1250	10	0.617283950617284	0.228081154074172	1.6871142967819	6	5.09845288326301	4	0.0156862745098039	20	0.0784313725490196	38	5	2	9	1	0	37	38	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Female	e4	AD	139	24	1445	1013	10	0.683060109289617	0.242956018135294	1.77685800024483	6	5.09193776520509	4	0.0287769784172662	14	0.100719424460432	24	5	2	7.25	1	0	23	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Female	e4	NCI	65	11	1811	1218	13	0.815660685154976	0.330727600721587	1.26849894291755	7	5.19169329073482	1	0.0153846153846154	3	0.0461538461538462	11	5	3	8	0	0	11	11	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Male	e2	AD	45	5	1113	783	5	0.488400488400488	0.287769784172662	0.77319587628866	4	4.93962678375412	1	0.0222222222222222	1	0.0222222222222222	5	4	2	9	1	0	4	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Male	e2	NCI	1	1	559	470	16	2.86225402504472	2.86225402504472	2.86225402504472	8	6.79785330948122	0	0	0	0	1	1	1	1	0	0	1	1	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Male	e33	AD	119	24	1462	1032	10	0.794000882223202	0.15349420185371	2.06918960244648	6	5.23648648648649	6	0.0504201680672269	9	0.0756302521008403	24	3	1	6.25	1	0	23	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Male	e33	NCI	397	50	1621	1045	6	0.353107344632768	0.167056465085199	0.897666068222621	4	4.73157415832575	23	0.0579345088161209	14	0.035264483627204	50	4.5	3	10.75	6	0	44	50	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Male	e4	AD	137	22	1970	1250	16	0.888625592417062	0.371747211895911	1.85512367491166	7	5.17621145374449	1	0.0072992700729927	9	0.0656934306569343	22	3.5	2.25	5	1	0	21	22	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	CAMs	Male	e4	NCI	65	9	1391	948	6	0.486854917234664	0.161550888529887	1.36738387291373	4	4.9167327517843	5	0.0769230769230769	8	0.123076923076923	9	7	3	11	0	0	9	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Female	e2	AD	16	5	4727.5	2489	38	1.30134744823199	0.641185909795957	1.87922553759198	9	5.82835728520303	0	0	0	0	5	2	1	2	0	0	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Female	e2	NCI	8	3	4364	2425.5	68	1.22651390498023	0.511213170131576	4.16602186106716	10	6.4612611704206	0	0	2	0.25	3	2	1.5	3.5	0	0	3	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Female	e33	AD	62	13	7237.5	3426.5	82	1.39950071573869	0.668849102856333	2.43534407295137	10	6.00774251500457	0	0	6	0.0967741935483871	13	1	1	2	1	0	12	13	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Female	e33	NCI	120	23	3446.5	2061.5	30	0.884206688196687	0.418717216319649	1.51471048531998	8	5.42243558932035	2	0.0166666666666667	7	0.0583333333333333	23	4	1	7.5	1	0	22	23	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Female	e4	AD	54	8	4919.5	2577	35.5	1.00120922686014	0.302881900073699	1.4150260567458	9	5.53137040218016	1	0.0185185185185185	2	0.037037037037037	8	7	1	10	0	0	8	8	TRUE	FALSE	FALSE	5
