schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	immune	Mic MKI67	Female	e4	NCI	45	8	4413	2372	34	1.06659373718036	0.390625	2.08638360175695	9	5.34992223950233	0	0	2	0.0444444444444444	8	3.5	2	7	0	0	8	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Male	e2	AD	2	2	1729	1207	41.5	1.78616530050187	1.04057527561967	2.53175532538408	6	5.51430676451976	0	0	0	0	2	1	1	1	0	0	2	2	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Male	e2	NCI	9	3	1002	759	16	1.13879003558719	0.256081946222791	2.21343873517787	6	6.33451957295374	1	0.111111111111111	1	0.111111111111111	3	3	2	4	0	0	3	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Male	e33	AD	52	12	2247.5	1518.5	30.5	1.4647312736301	0.609754408590714	3.05914499672477	8.5	6.04482351282407	0	0	1	0.0192307692307692	12	2.5	1	5.5	0	0	12	12	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Male	e33	NCI	120	20	3555.5	2137.5	21	0.589094543427704	0.21171521776901	1.30139996660687	8	5.15018388971863	1	0.00833333333333333	3	0.025	20	3	1	9.5	1	0	19	20	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Male	e4	AD	29	9	2865	1793	13	0.802792321116928	0.286123032904149	1.98388096714197	6	5.86387434554974	1	0.0344827586206897	1	0.0344827586206897	9	2	1	4	0	0	9	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic MKI67	Male	e4	NCI	7	4	3752	2058	10	0.590034965034965	0.206758589169141	0.985762590975066	5	4.94765524164635	0	0	0	0	4	1.5	1	2.25	0	0	4	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Female	e2	AD	1012	8	2563	1540.5	14	0.621826102647385	0.281470084013512	1.35330015387847	7	4.87630037590698	18	0.0177865612648221	70	0.0691699604743083	8	117	31.25	164.75	7	5	1	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Female	e2	NCI	2370	17	2292.5	1453	12	0.58111393772935	0.266244931043129	1.24473617199486	7	5.06188150404602	40	0.0168776371308017	122	0.0514767932489451	17	145	35	233	13	12	4	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Female	e33	AD	6469	37	2777	1670	16	0.587851077726976	0.250836120401338	1.36227199261141	7	5.02692998204668	162	0.0250425104343793	426	0.0658525274385531	37	171	112	200	35	32	2	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Female	e33	NCI	8698	45	2716	1643.5	12	0.486913255816553	0.198535807659042	1.0752688172043	7	4.88561624151287	236	0.0271326741779719	400	0.0459875833524948	45	191	112	250	45	42	0	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Female	e4	AD	5261	26	2774	1636	14	0.565812983918999	0.220070422535211	1.40562248995984	7	5.02525252525253	135	0.0256605208135335	446	0.0847747576506368	26	181	145.5	253.75	26	25	0	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Female	e4	NCI	2621	11	3130	1816	13	0.427892234548336	0.196463654223969	0.985027580772262	7	4.83256730137886	34	0.0129721480351011	130	0.0495993895459748	11	199	179	282.5	11	11	0	0	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Male	e2	AD	1175	7	2186	1425	8	0.401875418620228	0.18009909099018	0.818089430894309	5	4.64895635673624	33	0.0280851063829787	24	0.0204255319148936	7	96	55.5	254	6	5	1	2	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Male	e2	NCI	390	6	813	651	7	0.730777329195389	0.323953215082852	1.73937039354749	5	5.35879373961989	20	0.0512820512820513	28	0.0717948717948718	6	53	29.5	60.75	5	4	1	2	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Male	e33	AD	4009	29	2370	1498	11	0.548245614035088	0.186915887850467	1.35440180586907	6	4.98477929984779	106	0.0264405088550761	303	0.0755799451234722	29	113	94	187	25	24	4	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Male	e33	NCI	11074	52	2242.5	1431	9	0.39979344016691	0.163161727478489	0.987567256960769	5	4.82758620689655	437	0.0394618024200831	498	0.0449702004695684	52	182	94.75	279.5	50	45	2	7	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Male	e4	AD	4158	27	2742	1661	15	0.589509392166647	0.228601128601129	1.43996612083569	7	5.11314467748787	105	0.0252525252525253	318	0.0764790764790765	27	113	89.5	210.5	26	23	1	4	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic P2RY12	Male	e4	NCI	1439	10	2184	1391	10	0.547645125958379	0.163599209370856	1.66211753339627	6	5.01405810684161	81	0.0562890896455872	204	0.14176511466296	10	114	56.5	204.75	9	8	1	2	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Female	e2	AD	71	7	1885	1265	9	0.559440559440559	0.247948838534737	1.12456009542808	6	5.44378698224852	1	0.0140845070422535	4	0.0563380281690141	7	9	5	16.5	0	0	7	7	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Female	e2	NCI	176	16	3097.5	1837	15.5	0.499869539543251	0.269316778720042	0.985843875849164	7	5.4589013730514	1	0.00568181818181818	4	0.0227272727272727	16	6.5	1.75	12.75	2	1	14	15	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Female	e33	AD	537	33	3084	1819	14	0.508259212198221	0.22075055187638	1.07323232323232	7	5.46601261387526	10	0.0186219739292365	38	0.0707635009310987	33	9	4	20	9	2	24	31	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Female	e33	NCI	869	43	2870	1714	12	0.417478430281102	0.180505415162455	0.940733772342427	6	5.29061102831595	22	0.0253164556962025	42	0.048331415420023	43	15	5	29.5	19	3	24	40	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Female	e4	AD	339	24	2818	1658	12	0.386398763523957	0.160148578853957	1.13648533252258	6	5.40540540540541	9	0.0265486725663717	25	0.0737463126843658	24	7.5	4	19.25	6	0	18	24	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Female	e4	NCI	171	10	2821	1711	12	0.373942137374533	0.206419829256778	0.772841129738865	7	5.42763157894737	4	0.0233918128654971	3	0.0175438596491228	10	11	4.5	15.25	2	1	8	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Male	e2	AD	34	6	2030	1312.5	5	0.271176738246562	0.130862763162232	0.554206004589741	4	4.97593391292374	1	0.0294117647058824	0	0	6	5	2.5	7.5	0	0	6	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Male	e2	NCI	21	4	731	578	3	0.394218134034166	0.32520325203252	0.683994528043776	2	6.76818950930626	1	0.0476190476190476	1	0.0476190476190476	4	2.5	1	6.75	0	0	4	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Male	e33	AD	237	25	2114	1377	9	0.427509293680297	0.167728950016773	1.0752688172043	6	5.2	11	0.0464135021097046	11	0.0464135021097046	25	3	2	11	2	1	23	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Male	e33	NCI	494	45	2572.5	1607	8	0.307842313471418	0.149812797174221	0.649159213428081	5	5.24357617711975	19	0.0384615384615385	13	0.0263157894736842	45	6	3	18	10	0	35	45	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Male	e4	AD	217	24	2852	1781	13	0.490998363338789	0.240211386019697	1.16113261356692	7	5.43881334981459	5	0.0230414746543779	14	0.0645161290322581	24	6	2	13.75	4	0	20	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	Mic TPT1	Male	e4	NCI	283	8	3237	1913	37	1.18059987236758	0.507427273195402	2.48392982148708	9	6.44929273555502	5	0.0176678445229682	57	0.201413427561837	8	8	5	25.5	3	1	5	7	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Female	e2	AD	38	7	2117.5	1290.5	62.5	2.95846511323198	1.34602076124567	4.51799420657155	9.5	7.16540896868765	0	0	0	0	7	5	3	5.5	0	0	7	7	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Female	e2	NCI	83	14	1340	905	55	4.26057425131213	2.82520300715646	6.36890859203156	9	8.36158192090396	0	0	0	0	14	5	2.25	7	1	0	13	14	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Female	e33	AD	236	30	1781	1188.5	63	3.60479085995313	2.09050193100063	5.93270734584708	10	7.62907337216483	0	0	0	0	30	6	4	11.75	1	0	29	30	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Female	e33	NCI	310	37	2219	1395.5	84	3.86645574437087	1.89879348039839	6.20712342209733	10	7.94385212260836	1	0.0032258064516129	0	0	37	6	3	9	3	1	34	36	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Female	e4	AD	112	23	2347	1386	74.5	4.14349491803138	2.21452030896523	5.9426307549086	10	8.01576859767533	0	0	0	0	23	3	2	7.5	0	0	23	23	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Female	e4	NCI	78	11	1755	1140	51.5	3.45324682976648	1.40957879622591	6.23350301659125	9.5	7.87930673141181	0	0	0	0	11	4	3	10	1	0	10	11	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Male	e2	AD	33	6	2418	1444	93	5.19765739385066	2.93072824156306	7.18630322144627	10	9.30524992140836	0	0	0	0	6	6.5	3.75	7	0	0	6	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Male	e2	NCI	6	3	645.5	497	38.5	5.64167717261352	5.19144008862905	6.60642837389865	9.5	10.5960549704697	0	0	0	0	3	2	1.5	2.5	0	0	3	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Male	e33	AD	176	24	1814	1169	76.5	4.03915239493609	2.3156108597285	6.13843387654524	10	7.98230038352516	1	0.00568181818181818	0	0	24	4.5	2	10.75	1	0	23	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Male	e33	NCI	392	50	1425	983.5	59	4.28881076789099	2.03830008940042	6.48821640305202	9	8.33762868858853	3	0.0076530612244898	0	0	50	5	2	10	4	0	46	50	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Male	e4	AD	169	24	2104	1293	75	4.32989690721649	2.27642276422764	6.22222222222222	10	8.45893571208859	0	0	0	0	24	5	2	8.25	1	0	23	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	immune	T cells	Male	e4	NCI	107	10	1063	741	38	2.92580982236155	1.99274037708257	4.67855235042735	9	7.37704918032787	0	0	0	0	10	5.5	2.5	9.75	2	0	8	10	TRUE	FALSE	FALSE	5
