schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	source_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	phase01_audit_sha256	phase02_cohort_sha256	phase03_annotation_status_sha256	phase04_qc_sha256	phase05_normalization_status_sha256	fine_cell_types	analytic_nuclei	analytic_donors	donor_celltype_samples	primary_eligible_samples	sensitivity_eligible_samples	primary_eligible_contrasts	sensitivity_eligible_contrasts	zero_nucleus_groups	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
descriptive_status_v1	2	direct	minerva_production_192gb_001	descriptive:inhibitory	data/processed/Inhibitory_neurons.rds	18ad23210bfb6e20d3d1320f215453baa55aeec465b0cebab54690b6ab685b18	scripts/06_summarize_celltypes.R	1755d7610a44b8bf86d59f0000e36b378db9bca2242a421d0e2093a54fcd0743	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	bf7646ed765aa4b35cab9a7b28b3047844f2ef8ec08bc157c1fbc4ad99406c87	b2324a66b4f07a0dff2356e76e06fc6d27afa495be293ddfaba2d958281cb97f	1d473be15f1071c659257654dedbc0199c5c2a9e0e3b41b0182b93444cd0675b	fa3c77ee1eab99c095485ee9a08400dc62bc4e05ab2375fadf1cdbe43ad4f601	77ea3f2410af3f5c7f4a6daf5c7822b55634a89ca001ec3e683bf6d9c26f8b38	25	226971	275	6586	3516	1459	81	30	0	38.9117088317871	260.423053503036	validated_complete		604f73119d952151edb6135d6643dd2bc6e2437c	2026-07-14 16:47:53 UTC
