schema_version	rds_id	cell_type_high_resolution	feature	measured	nuclei	donors	total_raw_counts	nuclei_detected	nucleus_detection_fraction	donors_detected	donor_detection_fraction
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND1	TRUE	16545	254	35484	10889	0.658144454517981	239	0.940944881889764
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND2	TRUE	16545	254	21705	8767	0.529888183741312	234	0.921259842519685
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-CO1	TRUE	16545	254	48501	12429	0.751223934723481	247	0.97244094488189
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-CO2	TRUE	16545	254	64616	12825	0.775158658204896	251	0.988188976377953
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ATP8	TRUE	16545	254	550	513	0.0310063463281958	104	0.409448818897638
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ATP6	TRUE	16545	254	71986	13168	0.795889996977939	251	0.988188976377953
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-CO3	TRUE	16545	254	85423	13893	0.839709882139619	245	0.964566929133858
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND3	TRUE	16545	254	54353	11082	0.669809610154125	232	0.913385826771654
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND4L	TRUE	16545	254	3901	2901	0.175339981867634	176	0.692913385826772
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND4	TRUE	16545	254	60455	12247	0.740223632517377	244	0.960629921259842
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND5	TRUE	16545	254	10728	5991	0.362103354487761	202	0.795275590551181
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-ND6	TRUE	16545	254	215	207	0.0125113327289211	73	0.28740157480315
descriptive_mtdna_detection_v1	astrocytes	Ast CHI3L1	MT-CYB	TRUE	16545	254	53821	12019	0.72644303414929	243	0.956692913385827
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND1	TRUE	21731	274	20848	9828	0.45225714417192	269	0.981751824817518
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND2	TRUE	21731	274	14648	7701	0.354378537573052	270	0.985401459854015
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-CO1	TRUE	21731	274	33554	12463	0.573512493672634	273	0.996350364963504
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-CO2	TRUE	21731	274	43229	13561	0.624039390732134	272	0.992700729927007
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ATP8	TRUE	21731	274	356	344	0.0158299203902259	143	0.521897810218978
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ATP6	TRUE	21731	274	45408	14117	0.649624959734941	271	0.989051094890511
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-CO3	TRUE	21731	274	50425	15153	0.697298789747365	273	0.996350364963504
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND3	TRUE	21731	274	28640	10448	0.480787814642676	271	0.989051094890511
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND4L	TRUE	21731	274	2406	2000	0.0920344208734067	230	0.839416058394161
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND4	TRUE	21731	274	37614	12239	0.563204638534812	272	0.992700729927007
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND5	TRUE	21731	274	6517	4466	0.205512861810317	260	0.948905109489051
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-ND6	TRUE	21731	274	171	168	0.00773089135336616	98	0.357664233576642
descriptive_mtdna_detection_v1	astrocytes	Ast DPP10	MT-CYB	TRUE	21731	274	30809	11678	0.537388983479821	271	0.989051094890511
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND1	TRUE	60758	276	153740	40729	0.670347937720136	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND2	TRUE	60758	276	101990	34337	0.565143684782251	273	0.989130434782609
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-CO1	TRUE	60758	276	183406	45299	0.745564370124099	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-CO2	TRUE	60758	276	290430	48245	0.794051812107048	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ATP8	TRUE	60758	276	2254	2089	0.0343823035649626	225	0.815217391304348
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ATP6	TRUE	60758	276	295316	48521	0.798594423779585	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-CO3	TRUE	60758	276	360991	51739	0.851558642483294	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND3	TRUE	60758	276	242169	41802	0.68800816353402	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND4L	TRUE	60758	276	15683	11222	0.184699957207281	263	0.952898550724638
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND4	TRUE	60758	276	241393	45238	0.744560387109516	274	0.992753623188406
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND5	TRUE	60758	276	39309	21970	0.361598472629119	270	0.978260869565217
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-ND6	TRUE	60758	276	639	623	0.0102537937390961	176	0.63768115942029
descriptive_mtdna_detection_v1	astrocytes	Ast GRM3	MT-CYB	TRUE	60758	276	227177	45251	0.744774350702788	274	0.992753623188406
