schema_version	rds_id	cell_type_high_resolution	feature	measured	nuclei	donors	total_raw_counts	nuclei_detected	nucleus_detection_fraction	donors_detected	donor_detection_fraction
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-CYB	TRUE	55350	271	1474821	52628	0.950822041553749	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND1	TRUE	82526	274	3065421	78895	0.956001744904636	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND2	TRUE	82526	274	1344178	75938	0.920170612897753	273	0.996350364963504
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-CO1	TRUE	82526	274	5891974	81004	0.981557327387732	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-CO2	TRUE	82526	274	6286199	80724	0.978164457261954	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ATP8	TRUE	82526	274	26970	17855	0.216356057484914	273	0.996350364963504
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ATP6	TRUE	82526	274	5581909	80100	0.97060320383879	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-CO3	TRUE	82526	274	8812440	81391	0.98624675859729	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND3	TRUE	82526	274	3176676	77410	0.938007415844703	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND4L	TRUE	82526	274	139095	44196	0.53554031456753	273	0.996350364963504
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND4	TRUE	82526	274	3567180	79470	0.962969246055788	274	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND5	TRUE	82526	274	514565	66240	0.802656132612752	273	0.996350364963504
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-ND6	TRUE	82526	274	6219	5487	0.0664881370719531	269	0.981751824817518
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB IL1RAPL2	MT-CYB	TRUE	82526	274	3938997	79548	0.963914402733684	274	1
