schema_version	rds_id	cell_type_high_resolution	feature	measured	nuclei	donors	total_raw_counts	nuclei_detected	nucleus_detection_fraction	donors_detected	donor_detection_fraction
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND1	TRUE	126809	273	4072659	119716	0.944065484311051	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND2	TRUE	126809	273	2212790	115840	0.913499830453674	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-CO1	TRUE	126809	273	8122632	124025	0.978045722306776	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-CO2	TRUE	126809	273	9157824	123408	0.973180137056518	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ATP8	TRUE	126809	273	42255	27246	0.214858566820967	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ATP6	TRUE	126809	273	8820211	122546	0.966382512282251	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-CO3	TRUE	126809	273	11655687	124534	0.982059632991349	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND3	TRUE	126809	273	4148114	117210	0.924303480036906	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND4L	TRUE	126809	273	206835	65218	0.514301035415467	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND4	TRUE	126809	273	4954725	121145	0.955334400555166	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND5	TRUE	126809	273	758409	99373	0.783643116813475	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-ND6	TRUE	126809	273	9034	7842	0.0618410365194899	266	0.974358974358974
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-4 RORB CUX2	MT-CYB	TRUE	126809	273	5851386	121488	0.958039255888778	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND1	TRUE	26298	273	622272	25205	0.95843790402312	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND2	TRUE	26298	273	288040	24356	0.926154080158187	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-CO1	TRUE	26298	273	1166550	25918	0.985550231956803	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-CO2	TRUE	26298	273	1333101	25797	0.980949121606206	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ATP8	TRUE	26298	273	6301	4651	0.176857555707658	263	0.963369963369963
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ATP6	TRUE	26298	273	1214972	25568	0.972241235074911	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-CO3	TRUE	26298	273	1825176	25981	0.987945851395543	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND3	TRUE	26298	273	639789	24541	0.933188835652901	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND4L	TRUE	26298	273	30508	12724	0.483839075214845	271	0.992673992673993
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND4	TRUE	26298	273	748381	25389	0.965434633812457	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND5	TRUE	26298	273	108779	20249	0.769982508175527	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-ND6	TRUE	26298	273	1335	1232	0.0468476690242604	231	0.846153846153846
descriptive_mtdna_detection_v1	excitatory_set2	Exc L3-5 RORB PLCH1	MT-CYB	TRUE	26298	273	840915	25450	0.967754201840444	273	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND1	TRUE	55350	271	1476061	52499	0.948491418247516	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND2	TRUE	55350	271	658279	50476	0.911942186088528	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-CO1	TRUE	55350	271	2520676	54069	0.976856368563686	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-CO2	TRUE	55350	271	2363227	53626	0.968852755194219	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ATP8	TRUE	55350	271	14467	10535	0.1903342366757	268	0.988929889298893
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ATP6	TRUE	55350	271	2537634	53370	0.964227642276423	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-CO3	TRUE	55350	271	3584167	54293	0.980903342366757	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND3	TRUE	55350	271	1145846	50670	0.915447154471545	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND4L	TRUE	55350	271	64466	26566	0.47996386630533	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND4	TRUE	55350	271	1396988	52604	0.950388437217705	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND5	TRUE	55350	271	204629	41608	0.751725383920506	271	1
descriptive_mtdna_detection_v1	excitatory_set2	Exc L4-5 RORB GABRG1	MT-ND6	TRUE	55350	271	2779	2600	0.046973803071364	249	0.918819188191882
