schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	inhibitory	Inh CUX2 MSR1	Male	e2	AD	342	7	6113	2654	151	2.49951806867473	1.140459415657	5.17305799317234	10	6.24462076299698	0	0	0	0	7	51	27.5	71	5	4	2	3	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh CUX2 MSR1	Male	e2	NCI	322	6	1696.5	1044	36	2.35063754390999	0.873113206637113	4.3207871252007	9	6.16044439520788	5	0.015527950310559	0	0	6	29.5	4.25	100.5	3	2	3	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh CUX2 MSR1	Male	e33	AD	1592	26	5005.5	2357.5	95	1.8533958856338	0.801188198850596	3.89688855273851	10	5.61005357110523	4	0.00251256281407035	0	0	26	45.5	12.25	102	17	11	9	15	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh CUX2 MSR1	Male	e33	NCI	5009	51	4721	2301	92	1.95620437956204	0.809061488673139	4.09233326939063	10	5.78195750609544	16	0.00319425034937113	0	0	51	86	38.5	143.5	43	33	8	18	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh CUX2 MSR1	Male	e4	AD	1387	27	3714	1883	83	2.41371322677786	0.982319956255562	4.92923401630959	10	6.04597257098706	9	0.00648882480173035	0	0	27	34	13.5	82.5	18	11	9	16	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh CUX2 MSR1	Male	e4	NCI	534	10	3179.5	1722.5	72.5	2.54370596624736	0.89805043922717	4.84062465514106	9	6.31884478931098	2	0.00374531835205993	0	0	10	48.5	16.25	92	6	5	4	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e2	AD	119	8	8060	3284	283	4.11636440993458	2.16855837525071	6.13360679443376	11	8.16737525173417	0	0	3	0.0252100840336134	8	11.5	7.5	22	3	0	5	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e2	NCI	524	16	4875	2331.5	140.5	2.99756887345961	1.66253519754601	5.24055955151259	10	6.8226077809186	0	0	3	0.00572519083969466	16	25.5	17	50.5	11	4	5	12	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e33	AD	1059	35	6017	2640	154	2.70438943207822	1.37125988346391	4.74560102660418	10	6.28419037199125	1	0.000944287063267233	5	0.00472143531633617	35	21	11.5	36	19	6	16	29	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e33	NCI	1545	45	7225	3032	148	2.13371266002845	0.923248053392658	3.89029841730095	10	5.71803007311353	6	0.00388349514563107	9	0.0058252427184466	45	30	17	41	32	10	13	35	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e4	AD	552	24	5714.5	2537	169.5	2.96174463937622	1.38717365645879	5.28810790957547	11	6.32226606000827	2	0.0036231884057971	5	0.00905797101449275	24	24	12.25	29.5	13	1	11	23	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e4	NCI	423	11	7596	3140	188	2.73263804672973	1.61063031203784	4.8278840429011	11	6.44816530103313	0	0	4	0.00945626477541371	11	28	22	39.5	9	2	2	9	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e2	AD	196	7	11094.5	4091.5	247.5	2.28460346034603	1.36794468229816	3.41089085445621	11	6.08087248391121	0	0	2	0.0102040816326531	7	27	14	40	5	1	2	6	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e2	NCI	198	6	2916	1579.5	90	3.25813079907284	1.90042040853845	5.31239075006148	10	6.81042375683201	0	0	3	0.0151515151515152	6	23	8	25.25	4	1	2	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e33	AD	700	27	6727	2831.5	134	2.01706952199061	0.989710152533176	4.06472633611792	10	5.61161470085383	2	0.00285714285714286	4	0.00571428571428571	27	20	11	35.5	14	3	13	24	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e33	NCI	2076	52	6469	2874.5	122	1.93871574918407	0.893939232416853	3.41062596999205	10	5.56493243577959	4	0.00192678227360308	12	0.00578034682080925	52	33	15.5	57	37	17	15	35	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e4	AD	711	25	5383	2440	136	2.55047821466525	1.36539671248833	4.30331646826679	10	5.98082559236998	0	0	2	0.00281293952180028	25	28	19	37	18	3	7	22	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e4	NCI	240	10	4909.5	2332	111.5	2.06025740184829	0.935267650213382	4.45734319782249	10	5.90147290172546	0	0	2	0.00833333333333333	10	25.5	9.25	33.25	6	1	4	9	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e2	AD	95	8	14770	4703	367	2.92211761829074	1.69038534592274	4.26640872314127	11	6.56073308637161	0	0	4	0.0421052631578947	8	12.5	5.75	16	1	0	7	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e2	NCI	216	15	10184	3871	194	2.22619572152038	1.224612583728	3.58922527153289	11	6.18888515651931	0	0	4	0.0185185185185185	15	13	8	19.5	4	0	11	15	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e33	AD	786	37	8850.5	3362.5	176	2.11443447773191	1.14112551017743	3.55722202450557	11	5.81524445086498	0	0	21	0.0267175572519084	37	16	9	25	16	4	21	33	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e33	NCI	797	45	13428	4508	212	1.57014748874947	0.782580674860747	2.82252383412389	11	5.28731411786304	0	0	15	0.0188205771643664	45	15	10	24	17	1	28	44	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e4	AD	395	24	11680	3937	243	2.03455196568415	1.18154644061566	3.38444481519531	11	5.58843504414476	2	0.00506329113924051	13	0.0329113924050633	24	12.5	10	20	6	0	18	24	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e4	NCI	239	11	13161	4406	224	1.89221389025159	1.04599476408967	3.74674164453636	11	5.76274872240948	0	0	6	0.0251046025104603	11	20	15.5	23.5	6	0	5	11	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e2	AD	125	7	15412	4864	276	1.68703031542355	1.13869091504874	2.74862849908567	11	5.59770826881387	0	0	1	0.008	7	12	6.5	32	3	0	4	7	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e2	NCI	101	6	7078	2934	122	2.01621861808487	1.06367041198502	2.90031684133561	10	5.64022404585124	0	0	2	0.0198019801980198	6	8.5	3.25	13.75	1	1	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e33	AD	412	27	9535	3500.5	215.5	2.12782914591239	1.11410131494435	3.69690328633417	11	5.8113505614299	1	0.00242718446601942	18	0.0436893203883495	27	13	9	20.5	8	1	19	26	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e33	NCI	986	52	11364	4096	172.5	1.58455529181263	0.766392476131207	2.80099090643589	10	5.31765429527318	1	0.00101419878296146	14	0.0141987829614604	52	15	8	25.5	23	2	29	50	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e4	AD	395	26	10569	3796	200	1.79144836910597	1.06645372704289	3.14046304871098	11	5.49672213817448	0	0	13	0.0329113924050633	26	12.5	8.25	18.75	5	0	21	26	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e4	NCI	145	10	10967	4000	116	1.41070856043604	0.57372346528973	2.43637154666087	10	5.30213063220398	0	0	0	0	10	11.5	4.25	23.25	3	0	7	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Female	e2	AD	65	8	11649	4156	451	4.11194093913641	2.03248646397334	6.38096572990399	11	7.97088262056415	0	0	1	0.0153846153846154	8	7	5.25	9	1	0	7	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Female	e2	NCI	186	16	9931	3941.5	203.5	2.50810533874282	0.914082985867105	4.73403618876993	11	6.82199008508684	0	0	3	0.0161290322580645	16	9.5	7.5	16.25	3	0	13	16	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Female	e33	AD	505	35	9593	3632	163	1.90718372536554	0.772128060263653	4.15523324186594	10	5.9906307670468	1	0.00198019801980198	3	0.00594059405940594	35	10	5.5	21	10	0	25	35	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Female	e33	NCI	659	45	11933	4313	144	1.36188366560013	0.425142894355362	3.33791887731052	10	5.59	1	0.00151745068285281	5	0.00758725341426404	45	14	8	20	13	0	32	45	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Female	e4	AD	289	25	12139	4129	258	2.02000769526741	0.729102485109879	4.06490739223078	11	5.99432968813285	1	0.00346020761245675	4	0.013840830449827	25	9	6	19	6	0	19	25	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Female	e4	NCI	161	11	13436	4795	219	2.34612050281751	0.917308634278844	4.97870946609892	11	6.57976412166356	0	0	2	0.0124223602484472	11	12	10.5	15.5	1	0	10	11	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Male	e2	AD	50	5	14514.5	4628.5	348	1.98604658932697	0.73432474253179	3.37506990383151	11	6.27368857062621	0	0	0	0	5	10	10	10	0	0	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Male	e2	NCI	77	5	8382	3243	157	2.00553250345781	1.07093821510297	4.16666666666667	10	6.17686170212766	1	0.012987012987013	0	0	5	4	3	16	1	1	4	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Male	e33	AD	297	26	10666	3982	143	1.90517663709107	0.645772853842052	3.89415125545031	10	5.99760531185371	3	0.0101010101010101	3	0.0101010101010101	26	10	6.25	15	5	0	21	26	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Male	e33	NCI	748	52	9205	3715.5	120.5	1.5310559422206	0.477375998376053	3.77910504695935	10	5.68275035844465	7	0.00935828877005348	9	0.0120320855614973	52	12	8	20	14	1	38	51	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Male	e4	AD	260	26	12688	4373	164	1.67034264185284	0.578179599414024	3.10872719226299	10	5.7581644751024	0	0	1	0.00384615384615385	26	8.5	5	15	3	0	23	26	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh GPC5 RIT2	Male	e4	NCI	94	10	9064	3651.5	174	2.15287245338251	0.636960203849322	4.09783165940294	10	6.16682920838132	1	0.0106382978723404	3	0.0319148936170213	10	9.5	5.25	11.75	1	0	9	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Female	e2	AD	62	8	6151.5	2758	220	4.0644075029159	2.09948979855391	6.01144375474015	10.5	7.88931051699463	0	0	1	0.0161290322580645	8	6.5	1	12.5	1	0	7	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Female	e2	NCI	180	15	5962.5	2624	127.5	2.61288438939526	1.12520881004422	4.64096834831907	10	6.30949192010545	0	0	2	0.0111111111111111	15	13	7.5	15.5	1	0	14	15	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Female	e33	AD	436	36	6213.5	2774	103.5	1.98489690949371	0.9261245562595	3.82541764029736	10	5.56807877167351	0	0	4	0.00917431192660551	36	8.5	5.5	14.25	7	0	29	36	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Female	e33	NCI	650	44	6837	2994	120.5	1.62903232400646	0.647694371163157	3.02720629086302	10	5.24810170865827	9	0.0138461538461538	5	0.00769230769230769	44	12	6	21.25	12	0	32	44	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Female	e4	AD	294	23	6252	2805.5	123.5	2.15491483057161	0.905853026590342	3.78662223502175	10	5.67242379293469	2	0.00680272108843537	2	0.00680272108843537	23	12	5	19	5	1	18	22	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Female	e4	NCI	224	11	4320.5	2081	118.5	2.46469431821946	1.03394365848879	6.65036727841464	10	6.44346231269376	0	0	10	0.0446428571428571	11	13	8	19	3	1	8	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Male	e2	AD	71	6	6702	2977	143	2.37692513130953	1.26030548616961	3.7697192970564	10	6.27998255560401	0	0	0	0	6	11	10	15	1	0	5	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Male	e2	NCI	65	4	2067	1193	33	1.07692307692308	0.346820809248555	2.62506191183754	8	4.90972442191954	0	0	0	0	4	15	10.75	20.5	1	0	3	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Male	e33	AD	320	25	5688	2667	77	1.28915057076896	0.440701013249499	3.06441325089803	10	5.07169285378033	5	0.015625	4	0.0125	25	10	5	17	6	0	19	25	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Male	e33	NCI	853	49	6268	2872	117	1.74425063881791	0.77683615819209	3.43023255813953	10	5.52160789221821	2	0.00234466588511137	6	0.00703399765533412	49	12	7	25	20	1	29	48	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Male	e4	AD	250	24	4264.5	2174	73.5	1.87760879954788	0.702768996051499	3.80705616028463	10	5.56445990075915	3	0.012	2	0.008	24	8	5	16.25	2	0	22	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1 PAX6 CA4	Male	e4	NCI	116	10	4558.5	2309.5	92.5	2.34675891019501	0.84092956992653	5.11119406138633	10	6.07404240396417	0	0	2	0.0172413793103448	10	11.5	5	15.75	1	0	9	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Female	e2	AD	19	5	13841	5102	317	1.98821484590275	1.19756693298683	2.67580577119193	11	5.89014649657418	0	0	0	0	5	3	2	5	0	0	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Female	e2	NCI	59	13	12267	4152	165	1.53221994643138	0.757729441851154	2.34238726728878	10	5.3868478799462	0	0	0	0	13	4	2	6	0	0	13	13	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Female	e33	AD	141	33	13240	4458	196	1.74797155163778	0.918064105285502	2.72861356932153	11	5.43441798054344	0	0	3	0.0212765957446809	33	4	2	5	0	0	33	33	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Female	e33	NCI	206	40	15722	4977.5	171.5	1.32735703834092	0.591050940325869	2.22065049983774	10	5.13416581681303	2	0.00970873786407767	3	0.0145631067961165	40	3.5	2	8	0	0	40	40	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Female	e4	AD	104	22	14366.5	4523	217	1.59546842621794	0.616339038744774	2.53716658696405	11	5.21321634328952	0	0	5	0.0480769230769231	22	4	2	7	0	0	22	22	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Female	e4	NCI	59	10	13854	4492	153	1.39688763631908	0.804697139570939	2.81656150320205	10	5.20241477272727	0	0	0	0	10	3	1.25	8.5	1	0	9	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Male	e2	AD	34	6	14993	5060	192	1.91451110407076	1.23348237227204	2.26263488071945	10	5.65360606593124	0	0	0	0	6	4	3	6.5	0	0	6	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Male	e2	NCI	13	4	2983	1693	66	1.3172338090011	0.741585852823731	2.75654389622423	9	5.05590999519791	0	0	0	0	4	3	1	5.25	0	0	4	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Male	e33	AD	97	23	10550	4132	166	1.45817344589409	0.707887893672349	2.42564602632862	10	5.39330871657156	0	0	3	0.0309278350515464	23	3	3	5	0	0	23	23	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Male	e33	NCI	254	49	12267	4533.5	117.5	1.12639490510469	0.497521679714645	2.06028564494979	10	4.96885905012928	4	0.015748031496063	10	0.0393700787401575	49	4	2	7	1	0	48	49	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Male	e4	AD	106	23	10378.5	4036.5	164	1.65239938358914	0.808051205812067	3.23955229891931	10	5.39308018120457	0	0	1	0.00943396226415094	23	3	3	6.5	0	0	23	23	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-2 PAX6 SCGN	Male	e4	NCI	39	9	9329	4040	121	1.08134787095616	0.446995190122467	2.06167763425072	10	5.09618629767128	0	0	0	0	9	4	3	6	0	0	9	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Female	e2	AD	173	8	12945	4293	402	3.05647840531561	1.72748447204969	5.465644520159	11	6.71646475425271	0	0	5	0.0289017341040462	8	22	9.5	32	4	0	4	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Female	e2	NCI	621	16	11159	4071	204	2.22329627839536	1.0049760952288	3.95248140335295	10	6.02081665332266	0	0	5	0.00805152979066022	16	35.5	22.75	51.5	12	4	4	12	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Female	e33	AD	1540	37	9290	3512	164	2.10253575210816	0.883538599225244	4.00376788353002	10	5.72058085994894	3	0.00194805194805195	36	0.0233766233766234	37	35	21	52	29	10	8	27	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Female	e33	NCI	1741	45	12835	4388	175	1.4607425441266	0.515463917525773	3.10869445817543	10	5.22030651340996	5	0.00287191269385411	13	0.00746697300402068	45	34	25	48	36	11	9	34	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Female	e4	AD	941	26	11406	3955	198	1.77772745286758	0.745650372825186	3.73572315710007	11	5.42075374290139	1	0.00106269925611052	22	0.0233793836344315	26	32.5	22	45	20	6	6	20	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Female	e4	NCI	505	11	13614	4611	218	2.10370003712412	0.790094339622642	3.98689240851993	11	5.79201404124616	0	0	13	0.0257425742574257	11	32	25.5	71.5	10	4	1	7	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Male	e2	AD	265	7	13781	4480	211	1.71803941384538	0.815395911427136	3.08974264434776	11	5.45882787604489	1	0.00377358490566038	2	0.00754716981132075	7	30	17.5	49.5	5	2	2	5	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Male	e2	NCI	220	6	6030.5	2671	98	1.75093038491932	0.734444526390835	3.74848459558141	10	5.36128719017678	1	0.00454545454545455	7	0.0318181818181818	6	27	14.5	36.5	3	1	3	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	inhibitory	Inh L1-6 LAMP5 CA13	Male	e33	AD	924	27	11617	4082.5	158	1.47465920055566	0.563471365336809	3.38617289159769	10	5.27099100422603	4	0.00432900432900433	24	0.025974025974026	27	29	17	45	18	6	9	21	TRUE	TRUE	TRUE	5
