schema_version	rds_id	check	passed	observed	expected
descriptive_checks_v1	opcs	phase01_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	opcs	phase03_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	opcs	phase04_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	opcs	phase05_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	opcs	source_feature_count_matches_audit	TRUE	33538	33538
descriptive_checks_v1	opcs	source_nucleus_count_matches_audit	TRUE	90502	90502
descriptive_checks_v1	opcs	qc_barcode_join_complete	TRUE	90502	90502
descriptive_checks_v1	opcs	analytic_donor_count_matches_cohort	TRUE	276	276
descriptive_checks_v1	opcs	sample_cell_conservation	TRUE	61883	61883
descriptive_checks_v1	opcs	group_row_count	TRUE	12	12
descriptive_checks_v1	opcs	twelve_groups_per_cell_type	TRUE	12	12
descriptive_checks_v1	opcs	group_nucleus_conservation	TRUE	61883	61883
descriptive_checks_v1	opcs	contrast_row_count	TRUE	6	6
descriptive_checks_v1	opcs	eligibility_thresholds	TRUE	20 50	20 50
descriptive_checks_v1	opcs	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
descriptive_checks_v1	opcs	mtdna_rows_per_cell_type	TRUE	13	13
descriptive_checks_v1	opcs	mtdna_detection_ranges	TRUE	0.0174684485238272;0.869931968391966	0..1
descriptive_checks_v1	opcs	mitocarta_cell_type_rows	TRUE	1	1
descriptive_checks_v1	opcs	mitocarta_coverage_bounds	TRUE	1097	1134
descriptive_checks_v1	opcs	source_rds_unchanged	TRUE	29f479c26992af4d0b9b1f1e4af090abab72ba567e7b9731b54eb93213101ab0	29f479c26992af4d0b9b1f1e4af090abab72ba567e7b9731b54eb93213101ab0
