schema_version	rds_id	check	passed	observed	expected
descriptive_checks_v1	vasculature	phase01_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	vasculature	phase03_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	vasculature	phase04_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	vasculature	phase05_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	vasculature	source_feature_count_matches_audit	TRUE	33538	33538
descriptive_checks_v1	vasculature	source_nucleus_count_matches_audit	TRUE	17974	17974
descriptive_checks_v1	vasculature	qc_barcode_join_complete	TRUE	17974	17974
descriptive_checks_v1	vasculature	analytic_donor_count_matches_cohort	TRUE	274	274
descriptive_checks_v1	vasculature	sample_cell_conservation	TRUE	12904	12904
descriptive_checks_v1	vasculature	group_row_count	TRUE	60	60
descriptive_checks_v1	vasculature	twelve_groups_per_cell_type	TRUE	12;12;12;12;12	12
descriptive_checks_v1	vasculature	group_nucleus_conservation	TRUE	12904	12904
descriptive_checks_v1	vasculature	contrast_row_count	TRUE	30	30
descriptive_checks_v1	vasculature	eligibility_thresholds	TRUE	20 50	20 50
descriptive_checks_v1	vasculature	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
descriptive_checks_v1	vasculature	mtdna_rows_per_cell_type	TRUE	65	65
descriptive_checks_v1	vasculature	mtdna_detection_ranges	TRUE	0.0102040816326531;0.94777397260274	0..1
descriptive_checks_v1	vasculature	mitocarta_cell_type_rows	TRUE	5	5
descriptive_checks_v1	vasculature	mitocarta_coverage_bounds	TRUE	1074	1134
descriptive_checks_v1	vasculature	source_rds_unchanged	TRUE	cbcfe98fd66208ec0215e594f962a807f789cd6aa0b9f49c470e303aecfcff16	cbcfe98fd66208ec0215e594f962a807f789cd6aa0b9f49c470e303aecfcff16
