schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Female	e2	AD	36	3	1951.5	1099	5	0.238245835968796	0.106468490753323	0.792745597751418	3.5	3.61531709457977	2	0.0555555555555556	3	0.0833333333333333	3	11	6	17.5	1	0	2	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Female	e2	NCI	7	4	2517	1288	10	0.633713561470216	0.25997185332069	1.07031657545822	5	4.37028208184346	0	0	1	0.142857142857143	4	1.5	1	2.25	0	0	4	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Female	e33	AD	57	9	2811	1579	16	0.549450549450549	0.186741363211951	1.6260162601626	8	4.61538461538461	0	0	8	0.140350877192982	9	2	2	6	1	0	8	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Female	e33	NCI	55	8	1278	682	10	0.928792569659443	0.43153192281442	1.56087924685921	6	4.37636761487965	1	0.0181818181818182	4	0.0727272727272727	8	2	1	8.75	1	0	7	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Female	e4	AD	15	9	2660	1519	19	0.869061413673233	0.45157967032967	2.16940243538843	8	5.31962449709432	0	0	1	0.0666666666666667	9	1	1	1	0	0	9	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Female	e4	NCI	37	3	2773	1453	10	0.399680255795364	0.285986653956149	1.17878192534381	6	3.87689848121503	0	0	2	0.0540540540540541	3	3	3	17	1	0	2	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Male	e2	AD	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	0	0	0	FALSE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Male	e2	NCI	11	2	675	453	8	1.18518518518519	0.279102690787474	2.25406777130915	5	5.77777777777778	0	0	1	0.0909090909090909	2	5.5	3.25	7.75	0	0	2	2	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Male	e33	AD	52	11	1890	1111	7.5	0.427741466957153	0.201625110384965	1.95873205741627	5	4.02319726585702	1	0.0192307692307692	9	0.173076923076923	11	2	1	7	0	0	11	11	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Male	e33	NCI	280	16	2265.5	1299.5	8	0.336575903034423	0.138931778993558	1.03889088344979	5	3.98795443719432	13	0.0464285714285714	19	0.0678571428571429	16	5.5	3.5	13	3	3	13	13	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Male	e4	AD	16	8	3077.5	1569.5	2.5	0.0679373662527648	0.0222348617254067	0.295114722559667	2	3.16202202105475	3	0.1875	1	0.0625	8	1	1	2.5	0	0	8	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Fib SLC4A4	Male	e4	NCI	22	5	3129.5	1631.5	12.5	0.566133184411175	0.292175268734951	0.851469873333723	5	4.57170881892827	0	0	2	0.0909090909090909	5	2	1	7	0	0	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Female	e2	AD	63	8	2389	1408	44	1.21850475010326	0.576671949918758	2.1700458390101	9	5.89041095890411	0	0	2	0.0317460317460317	8	5	3.5	6.5	1	0	7	8	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Female	e2	NCI	167	13	2657	1547	28	1.15894039735099	0.537788911300526	2.51942638594121	9	5.34792483997522	2	0.0119760479041916	2	0.0119760479041916	13	10	6	19	3	0	10	13	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Female	e33	AD	638	35	2795	1616	35	1.40089746670914	0.646148415813152	2.49321834737041	9	5.76209878128562	3	0.00470219435736677	12	0.0188087774294671	35	10	8	18.5	9	4	26	31	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Female	e33	NCI	613	44	2997	1675	33	1.33855697029056	0.672430355427474	2.50169033130494	9	5.67853705486044	1	0.00163132137030995	12	0.0195758564437194	44	12	6.75	19	9	0	35	44	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Female	e4	AD	308	22	3327.5	1737	53	1.86860804566532	0.784360742356054	3.31969160073619	10	6.04864976480108	0	0	12	0.038961038961039	22	12	7	20	7	0	15	22	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Female	e4	NCI	217	11	3440	1777	43	1.40152446520777	0.697634847711417	2.36406619385343	9	5.3758593485856	0	0	7	0.032258064516129	11	17	9	24.5	3	1	8	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Male	e2	AD	81	6	2341	1447	19	0.761904761904762	0.413223140495868	1.51423379769836	8	5.0362782757149	0	0	0	0	6	10	3.5	12	1	0	5	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Male	e2	NCI	99	5	894	670	33	3	1.52947731516334	4.99142371075238	9	8.09968847352025	1	0.0101010101010101	9	0.0909090909090909	5	19	11	24	2	0	3	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Male	e33	AD	302	24	2822.5	1640.5	38	1.37133902775262	0.715659774634044	2.72339917171074	9	5.63184157843432	1	0.0033112582781457	10	0.033112582781457	24	12.5	6	17.5	4	0	20	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Male	e33	NCI	855	49	2573	1527	27	1.18811881188119	0.510331642961047	2.49682014134654	9	5.52307500932952	3	0.00350877192982456	16	0.0187134502923977	49	13	7	22	15	3	34	46	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Male	e4	AD	322	24	2865	1632.5	40.5	1.55449085854076	0.832986415882968	2.78171299331899	9	5.91066591166658	1	0.0031055900621118	12	0.0372670807453416	24	11.5	6	16.25	2	1	22	23	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	Per	Male	e4	NCI	135	9	2374	1434	26	1.16731517509728	0.633062806613772	2.30639075324139	9	5.67124501550731	2	0.0148148148148148	3	0.0222222222222222	9	15	9	18	2	0	7	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Female	e2	AD	16	5	1393.5	810.5	40	2.55620892424766	1.63600098869263	4.44488471744723	9	7.30849450132726	0	0	0	0	5	2	1	4	0	0	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Female	e2	NCI	53	11	1020	769	37	3.72549019607843	1.84453227931489	5.71428571428571	10	8.38709677419355	0	0	0	0	11	4	1.5	6.5	0	0	11	11	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Female	e33	AD	282	30	1548.5	1031	63.5	4.99399742570009	2.70180850077757	7.6481475587076	10	10.2030509173367	1	0.00354609929078014	0	0	30	4.5	2	7	2	1	28	29	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Female	e33	NCI	151	34	1349	949	39	3.37748344370861	1.64978094194962	5.67984165935616	10	8.80386329866271	1	0.00662251655629139	0	0	34	2.5	1	7	0	0	34	34	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Female	e4	AD	66	18	1906.5	1173	50.5	3.39635987703022	1.59424592233209	6.10480692700325	10	8.45905142068655	0	0	0	0	18	2	1	3	1	0	17	18	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Female	e4	NCI	43	9	1887	1149	50	2.21920289855072	1.17046226683909	4.76848983977199	10	6.9204152249135	0	0	0	0	9	3	2	8	0	0	9	9	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Male	e2	AD	12	3	961.5	711.5	32.5	4.50020564514424	0.861700054970671	6.36264100124098	9	8.67977077453391	0	0	0	0	3	4	3.5	4.5	0	0	3	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Male	e2	NCI	32	6	1363.5	962	46	2.54123125656343	1.56021118823227	4.63980630420107	9.5	8.67902319123866	0	0	0	0	6	1	1	1	1	0	5	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Male	e33	AD	70	22	1171	850	49.5	3.750432846457	1.85664414439219	6.06178057959283	10	8.4422305015208	0	0	0	0	22	1	1	3.75	0	0	22	22	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Male	e33	NCI	282	36	1582	1047.5	36	2.63324576960516	1.21953189503536	4.49775755918839	9.5	7.73988652393196	2	0.00709219858156028	0	0	36	4	2	8.25	2	1	34	35	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Male	e4	AD	99	19	1234	848	41	3.50194552529183	1.59756297645688	5.50953075653986	10	8.09102402022756	0	0	0	0	19	3	2	6	1	0	18	19	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	vasculature	SMC	Male	e4	NCI	62	7	1630	1150.5	52	3.2550354529789	1.79984163105743	5.66316946088682	10	7.96333736241339	0	0	0	0	7	2	2	3.5	1	0	6	7	TRUE	FALSE	FALSE	5
