schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	astrocytes	Ast DPP10	Male	e4	AD	1565	27	4027	2100	10	0.299625468164794	0.11536982438149	0.667408231368187	6	4.85671191553544	38	0.0242811501597444	147	0.0939297124600639	27	48	23.5	78.5	22	13	5	14	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast DPP10	Male	e4	NCI	979	10	4431	2221	5	0.158144438587243	0.058455612757108	0.404500738362423	4	4.72189349112426	84	0.0858018386108274	36	0.0367722165474974	10	79	34.75	93.25	8	7	2	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Female	e2	AD	957	8	4006	2044	22	0.564102564102564	0.227790432801822	1.14427860696517	8	5.30718954248366	20	0.0208986415882968	68	0.071055381400209	8	72.5	37.5	148.25	6	5	2	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Female	e2	NCI	2720	17	5330.5	2528	23	0.497760558391759	0.216157842507734	1.0723309125142	8	5.09817990993258	30	0.0110294117647059	153	0.05625	17	122	48	255	16	12	1	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Female	e33	AD	9577	37	5094	2471	23	0.508010941774131	0.223964165733483	1.09098612435123	8	5.14343485403766	103	0.0107549336953117	659	0.0688106922835961	37	190	76	341	36	31	1	6	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Female	e33	NCI	10462	45	5428	2561	18	0.392979795508198	0.163398129639876	0.871172142726295	8	5.01891473749528	255	0.0243739246797935	482	0.0460714968457274	45	151	44	374	41	32	4	13	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Female	e4	AD	5204	26	4961	2373	23	0.503973741395292	0.204581261087954	1.22643918730025	8	5.00070641424131	120	0.0230591852421214	586	0.11260568793236	26	118	81	292.75	24	21	2	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Female	e4	NCI	1797	11	7766	3191	50	0.737553779963122	0.326574010784537	1.45380647178365	10	5.24975858133614	3	0.00166944908180301	171	0.0951585976627713	11	156	39	210.5	8	8	3	3	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Male	e2	AD	1411	7	4283	2276	15	0.36144578313253	0.16171175136919	0.73024732211735	7	5.08108108108108	14	0.00992204110559887	65	0.0460666194188519	7	175	105.5	222	7	6	0	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Male	e2	NCI	1186	6	1402	933	12	0.602863944465646	0.241848354093296	1.97609071792718	7	5.80736391327838	37	0.0311973018549747	171	0.144182124789207	6	210.5	88	326.25	5	5	1	1	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Male	e33	AD	5946	29	4019	2106.5	17	0.451228481969283	0.180990231965152	1.08671043793689	8	5.16596797368553	90	0.0151362260343088	473	0.0795492768247561	29	169	59	312	27	22	2	7	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Male	e33	NCI	14440	53	4521.5	2307	16	0.375344068004619	0.159195536029886	0.873677933736383	7	5.13531430154272	209	0.0144736842105263	729	0.0504847645429363	53	163	60	418	45	40	8	13	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Male	e4	AD	4914	27	4307	2204	22	0.595024862794811	0.220414013983664	1.59181191439139	8	5.27474261479388	62	0.0126170126170126	624	0.126984126984127	27	174	85.5	252.5	24	23	3	4	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	astrocytes	Ast GRM3	Male	e4	NCI	2144	10	4326.5	2196	21	0.5839483814258	0.238561942840989	1.3856448593231	8	5.21087602049478	31	0.0144589552238806	208	0.0970149253731343	10	194	102.25	321.5	10	9	0	1	TRUE	TRUE	TRUE	5
