schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	median_nCount_RNA	median_nFeature_RNA	median_nCount_MT	median_percent_mt	q25_percent_mt	q75_percent_mt	median_nFeature_MT	median_percent_mitocarta	zero_mt_nuclei	zero_mt_fraction	robust_flagged_nuclei	robust_flagged_fraction	donor_celltype_samples	median_nuclei_per_donor	q25_nuclei_per_donor	q75_nuclei_per_donor	primary_eligible_donors	sensitivity_eligible_donors	primary_ineligible_donors	sensitivity_ineligible_donors	group_has_nuclei	primary_side_eligible	sensitivity_side_eligible	minimum_donors_per_contrast_side
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Female	e2	AD	26	6	34685.5	7792	1093.5	3.79016487170299	2.11421201962452	5.15797031212535	11	9.13631884779167	0	0	5	0.192307692307692	6	4	1.5	5.75	0	0	6	6	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Female	e2	NCI	140	16	25643	6658.5	416	1.90802736527292	0.73509965348263	5.04292860264317	11	5.9697439204535	0	0	26	0.185714285714286	16	8	4	11.5	1	0	15	16	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Female	e33	AD	322	35	29191.5	6678	316	1.22707369182925	0.485330928003521	3.68968720669642	11	5.29243628247965	0	0	32	0.0993788819875776	35	6	3	13.5	4	0	31	35	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Female	e33	NCI	364	41	30865	7006	208.5	0.7528603929572	0.312801074489904	2.01213427579579	10	4.93615405643793	0	0	27	0.0741758241758242	41	7	3	12	4	0	37	41	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Female	e4	AD	173	24	35010	7503	594	2.17622080679406	0.714204090961033	4.93034689975417	11	6.07775590551181	0	0	21	0.121387283236994	24	6	3	10	0	0	24	24	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Female	e4	NCI	119	11	37612	7741	275	1.06069534472599	0.456552613732612	2.59947537468457	11	5.22855468463849	0	0	11	0.092436974789916	11	7	5	12	1	0	10	11	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Male	e2	AD	51	7	38844	7887	247	0.854056769655865	0.224867208376803	3.36711421838991	11	4.69865962234615	0	0	8	0.156862745098039	7	6	3	9	1	0	6	7	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Male	e2	NCI	43	5	9496	3812	161	1.33645955451348	0.255811472792535	3.90704263944052	10	5.56722020741872	0	0	6	0.13953488372093	5	7	6	8	0	0	5	5	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Male	e33	AD	280	24	5132.5	2606	66	0.911131124039315	0.418847453981937	2.71541438251961	10	4.81976190189387	0	0	69	0.246428571428571	24	4.5	2.75	12.5	3	1	21	23	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Male	e33	NCI	511	50	31058	7172	224	0.885429335927998	0.300067074790214	2.32540183237486	10	4.85395189003436	0	0	48	0.0939334637964775	50	9.5	3.25	14.75	4	0	46	50	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Male	e4	AD	203	25	27937	6906	277	1.31733104729247	0.441059937330959	3.62960819874404	11	5.43261936195787	0	0	26	0.12807881773399	25	6	5	9	2	0	23	25	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5 ET	Male	e4	NCI	75	10	38237	7574	232	0.609306477277137	0.311523131972488	2.38461330311581	11	4.44759079467817	0	0	8	0.106666666666667	10	4	3	12.5	0	0	10	10	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e2	AD	266	8	19121.5	5735.5	579	3.13787977426608	2.14526550409065	4.75532910775143	11	7.28753586603687	0	0	3	0.0112781954887218	8	37	27	41.5	7	0	1	8	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e2	NCI	899	16	14127	4852	268	2.14177840831083	1.13949752294399	3.93432197662198	10	5.89717741935484	2	0.00222469410456062	10	0.0111234705228031	16	48.5	18.25	88	11	7	5	9	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e33	AD	2433	37	14124	4713	293	2.41071050290217	1.2568220801497	4.19422730006013	11	6.14634146341463	0	0	42	0.0172626387176326	37	47	28	79	30	18	7	19	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e33	NCI	2664	45	19428	5743.5	293.5	1.5808980138545	0.7001709831236	2.92859435652079	11	5.2437060630498	4	0.0015015015015015	20	0.00750750750750751	45	52	33	67	42	24	3	21	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e4	AD	1237	26	18344	5474	414	2.33958477074578	1.09937673130194	4.07062285434036	11	5.95854922279793	0	0	31	0.0250606305578011	26	38	24.25	49.75	21	7	5	19	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e4	NCI	683	11	22092	6160	538	2.54946727549467	1.32147929696619	4.14603035803118	11	6.38285938639296	0	0	14	0.020497803806735	11	57	41.5	73.5	11	7	0	4	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e2	AD	363	7	19657	5649	309	1.61880273784087	0.747525415136726	2.78043794825995	11	5.16239177269217	0	0	5	0.0137741046831956	7	44	19.5	75.5	5	3	2	4	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e2	NCI	318	6	10513.5	3944.5	190	2.05242232012867	1.03081305527709	3.58890808830246	10	5.88392133311488	1	0.00314465408805031	7	0.0220125786163522	6	49.5	14.5	67.25	4	3	2	3	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e33	AD	1537	27	15921	5072	277	2.0840692334864	0.958528951486698	3.68098159509202	11	5.70849667444831	7	0.00455432661027977	49	0.0318802862719584	27	44	29.5	78	24	11	3	16	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e33	NCI	3343	53	16110	5209	209	1.44624203341253	0.640724363607656	2.71497286198797	10	5.13987811146193	4	0.00119653006281783	54	0.0161531558480407	53	54	26	87	46	28	7	25	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e4	AD	1275	27	16552	5212	308	2.1138313982837	0.976902090496447	3.70525351581741	11	5.83175505050505	0	0	26	0.0203921568627451	27	44	28.5	59	24	12	3	15	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e4	NCI	493	10	16017	5047	189	1.36428997299477	0.546732621713096	2.89374950107767	10	5.05469008949287	1	0.00202839756592292	2	0.00405679513184584	10	47	20.25	79.75	7	5	3	5	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Female	e2	AD	174	8	30517.5	6913	787.5	3.19570385799078	1.78297440472596	4.58667967077169	11	7.09152578746085	0	0	3	0.0172413793103448	8	23	14.75	28.25	5	0	3	8	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Female	e2	NCI	699	16	18889	5668	321	1.85870080606923	0.873010133237435	3.64254099348701	11	5.61922125276729	0	0	11	0.0157367668097282	16	41.5	27.75	56	13	5	3	11	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Female	e33	AD	1964	37	20833	5744	306.5	1.87464850990562	0.903250395956834	3.39964926794074	11	5.54521666098442	0	0	48	0.0244399185336049	37	36	22	70	29	16	8	21	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Female	e33	NCI	2051	45	24579	6364	325	1.43360843116742	0.547278661384739	2.82985088808554	11	5.11324899628816	2	0.000975134080936129	33	0.0160897123354461	45	38	22	56	36	17	9	28	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Female	e4	AD	1113	25	25967	6281	499	2.22191992019226	0.993449781659389	3.69350018677624	11	5.70732697381774	1	0.000898472596585804	32	0.0287511230907457	25	37	29	46	20	4	5	21	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Female	e4	NCI	561	11	27652	6751	415	1.94185680212412	0.803212851405622	3.51365562463271	11	5.74555403556772	0	0	35	0.0623885918003565	11	46	38.5	57	10	3	1	8	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Male	e2	AD	297	7	23582	6383	433	1.89970956078478	0.719238924866755	3.24469724564992	11	5.3853595614318	1	0.00336700336700337	4	0.0134680134680135	7	42	21	50.5	5	2	2	5	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Male	e2	NCI	298	6	13152.5	4384.5	186.5	1.63987659237853	0.843559098020054	3.14884950035034	10	5.23376498294473	0	0	16	0.0536912751677852	6	34.5	14.5	47	4	2	2	4	TRUE	FALSE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Male	e33	AD	1386	27	13687	4642	186	1.60386388216584	0.779837318492758	3.08798434301946	10	5.27440207289111	6	0.00432900432900433	229	0.165223665223665	27	33	22	55.5	21	9	6	18	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Male	e33	NCI	2592	53	21172	5931	231	1.31340266194854	0.569215844712028	2.62222802996315	10	5.01283493302208	7	0.00270061728395062	196	0.0756172839506173	53	40	19	73	39	22	14	31	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Male	e4	AD	1124	27	23952	6207	381.5	1.93475290434858	0.897834157100398	3.6039808313414	11	5.65631245415519	1	0.000889679715302491	41	0.0364768683274021	27	44	28	53.5	22	11	5	16	TRUE	TRUE	TRUE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	Male	e4	NCI	427	10	24768	6215	262	1.343821697804	0.5119737391417	2.94461169369259	11	5.0153332556966	0	0	6	0.0140515222482436	10	40	20.75	59	7	4	3	6	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 NP	Female	e2	AD	201	8	17996	5344	416	3.11969953961716	1.47692075243635	4.90687156543306	11	7.07534636553426	0	0	4	0.0199004975124378	8	22.5	18.75	31.5	6	1	2	7	TRUE	TRUE	FALSE	5
descriptive_group_coverage_v1	excitatory_set3	Exc L5/6 NP	Female	e2	NCI	637	17	12008	4366	178	1.73166472642608	0.812279424121898	3.29764238676922	10	5.72501173158142	1	0.00156985871271586	13	0.0204081632653061	17	27	12	55	10	6	7	11	TRUE	TRUE	TRUE	5
