schema_version	rds_id	check	passed	observed	expected
descriptive_checks_v1	immune	phase01_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	immune	phase03_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	immune	phase04_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	immune	phase05_status_validated	TRUE	validated_complete	validated_complete
descriptive_checks_v1	immune	source_feature_count_matches_audit	TRUE	33538	33538
descriptive_checks_v1	immune	source_nucleus_count_matches_audit	TRUE	83889	83889
descriptive_checks_v1	immune	qc_barcode_join_complete	TRUE	83889	83889
descriptive_checks_v1	immune	analytic_donor_count_matches_cohort	TRUE	276	276
descriptive_checks_v1	immune	sample_cell_conservation	TRUE	55905	55905
descriptive_checks_v1	immune	group_row_count	TRUE	60	60
descriptive_checks_v1	immune	twelve_groups_per_cell_type	TRUE	12;12;12;12;12	12
descriptive_checks_v1	immune	group_nucleus_conservation	TRUE	55905	55905
descriptive_checks_v1	immune	contrast_row_count	TRUE	30	30
descriptive_checks_v1	immune	eligibility_thresholds	TRUE	20 50	20 50
descriptive_checks_v1	immune	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
descriptive_checks_v1	immune	mtdna_rows_per_cell_type	TRUE	65	65
descriptive_checks_v1	immune	mtdna_detection_ranges	TRUE	0.00753841693244419;0.968390804597701	0..1
descriptive_checks_v1	immune	mitocarta_cell_type_rows	TRUE	5	5
descriptive_checks_v1	immune	mitocarta_coverage_bounds	TRUE	1092	1134
descriptive_checks_v1	immune	source_rds_unchanged	TRUE	e6cc7ca43596495438bc28199ba8f097084cffb1bf6d15efe9f897d21140f7eb	e6cc7ca43596495438bc28199ba8f097084cffb1bf6d15efe9f897d21140f7eb
