schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	source_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	phase01_audit_sha256	phase02_cohort_sha256	phase03_annotation_status_sha256	phase04_qc_sha256	phase05_normalization_status_sha256	fine_cell_types	analytic_nuclei	analytic_donors	donor_celltype_samples	primary_eligible_samples	sensitivity_eligible_samples	primary_eligible_contrasts	sensitivity_eligible_contrasts	zero_nucleus_groups	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
descriptive_status_v1	2	direct	minerva_production_192gb_001	descriptive:excitatory_set3	data/processed/Excitatory_neurons_set3.rds	72c0b5c3ae05ecdb5eb669d7f15fc7cddceb77de2174bf588d4ccbf2d33f507a	scripts/06_summarize_celltypes.R	1755d7610a44b8bf86d59f0000e36b378db9bca2242a421d0e2093a54fcd0743	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	795c51aba27f36cb142245a261af877bd0043549860654a9828947e78fe3fa17	e7de361df67aa5518c9641236cf632dca288aa9c7d5a767b6dd7f9f7586875c7	1d473be15f1071c659257654dedbc0199c5c2a9e0e3b41b0182b93444cd0675b	62f18a67963080dc6450b3d7ab4849ea314ef60b629a811c32c6fdcf7b8cd37b	bd6158c17b410c7e6af07c8b11c7e104c19b62593b24bdbfd84c1b7039b1007a	9	205479	275	2424	1771	1049	40	28	0	43.5340385437012	228.405988931656	validated_complete		604f73119d952151edb6135d6643dd2bc6e2437c	2026-07-14 16:42:50 UTC
