schema_version	rds_id	cell_type_high_resolution	feature	measured	nuclei	donors	total_raw_counts	nuclei_detected	nucleus_detection_fraction	donors_detected	donor_detection_fraction
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND1	TRUE	7483	265	122013	6844	0.914606441266872	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND2	TRUE	7483	265	63808	6508	0.869704663904851	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-CO1	TRUE	7483	265	298982	7201	0.962314579714018	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-CO2	TRUE	7483	265	371243	7220	0.964853668314847	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ATP8	TRUE	7483	265	1588	1183	0.158091674462114	226	0.852830188679245
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ATP6	TRUE	7483	265	295979	7087	0.947080048109047	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-CO3	TRUE	7483	265	388106	7262	0.9704663904851	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND3	TRUE	7483	265	145038	6764	0.903915541894962	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND4L	TRUE	7483	265	9614	3662	0.489375918749165	260	0.981132075471698
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND4	TRUE	7483	265	189425	7011	0.936923693705733	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND5	TRUE	7483	265	28879	5555	0.742349325136977	264	0.99622641509434
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-ND6	TRUE	7483	265	520	425	0.0567954029132701	173	0.652830188679245
descriptive_mtdna_detection_v1	inhibitory	Inh ALCAM TRPM3	MT-CYB	TRUE	7483	265	170830	6977	0.932380061472671	265	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND1	TRUE	17284	268	201779	15237	0.881566766952094	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND2	TRUE	17284	268	110961	14109	0.816304096274011	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-CO1	TRUE	17284	268	448611	16271	0.941390881740338	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-CO2	TRUE	17284	268	580563	16309	0.943589446887295	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ATP8	TRUE	17284	268	2748	2096	0.121268224947929	241	0.899253731343284
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ATP6	TRUE	17284	268	463782	16143	0.933985188613747	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-CO3	TRUE	17284	268	583759	16507	0.95504512844249	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND3	TRUE	17284	268	194560	14621	0.845926868780375	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND4L	TRUE	17284	268	13726	6361	0.368028234205045	264	0.985074626865672
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND4	TRUE	17284	268	252108	15495	0.896493867160379	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND5	TRUE	17284	268	48445	11405	0.659858828974774	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-ND6	TRUE	17284	268	965	844	0.0488312890534598	197	0.735074626865672
descriptive_mtdna_detection_v1	inhibitory	Inh CUX2 MSR1	MT-CYB	TRUE	17284	268	260023	15589	0.90193242305022	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND1	TRUE	8343	266	125575	7822	0.937552439170562	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND2	TRUE	8343	266	66319	7479	0.896440129449838	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-CO1	TRUE	8343	266	220209	8087	0.969315593911063	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-CO2	TRUE	8343	266	280380	8104	0.971353230252907	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ATP8	TRUE	8343	266	1405	1077	0.129090255303848	235	0.883458646616541
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ATP6	TRUE	8343	266	229985	8015	0.96068560469855	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-CO3	TRUE	8343	266	297556	8148	0.976627112549443	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND3	TRUE	8343	266	119331	7570	0.907347476926765	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND4L	TRUE	8343	266	7299	3533	0.423468776219585	259	0.973684210526316
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND4	TRUE	8343	266	138559	7870	0.943305765312238	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND5	TRUE	8343	266	25229	6161	0.738463382476327	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-ND6	TRUE	8343	266	434	406	0.0486635502816733	160	0.601503759398496
descriptive_mtdna_detection_v1	inhibitory	Inh ENOX2 SPHKAP	MT-CYB	TRUE	8343	266	145437	7916	0.948819369531344	266	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND1	TRUE	4692	268	94888	4473	0.953324808184143	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND2	TRUE	4692	268	52415	4341	0.925191815856777	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-CO1	TRUE	4692	268	163155	4610	0.982523444160273	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-CO2	TRUE	4692	268	216131	4612	0.982949701619778	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ATP8	TRUE	4692	268	1162	854	0.182011935208866	218	0.813432835820896
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ATP6	TRUE	4692	268	181121	4549	0.969522591645354	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-CO3	TRUE	4692	268	235370	4625	0.985720375106564	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND3	TRUE	4692	268	102279	4411	0.940110826939471	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND4L	TRUE	4692	268	6014	2421	0.515984654731458	258	0.962686567164179
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND4	TRUE	4692	268	115737	4525	0.964407502131287	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND5	TRUE	4692	268	19137	3720	0.792838874680307	265	0.988805970149254
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-ND6	TRUE	4692	268	268	250	0.0532821824381927	130	0.485074626865672
descriptive_mtdna_detection_v1	inhibitory	Inh FBN2 EPB41L4A	MT-CYB	TRUE	4692	268	108947	4497	0.95843989769821	268	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND1	TRUE	3391	264	58059	3023	0.891477440283102	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND2	TRUE	3391	264	34589	2860	0.843409023886759	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-CO1	TRUE	3391	264	141405	3212	0.947213211442053	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-CO2	TRUE	3391	264	207675	3251	0.958714243585963	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ATP8	TRUE	3391	264	835	582	0.171630787378354	200	0.757575757575758
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ATP6	TRUE	3391	264	148374	3184	0.938956060159245	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-CO3	TRUE	3391	264	190546	3237	0.954585667944559	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND3	TRUE	3391	264	71874	2977	0.87791212031849	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND4L	TRUE	3391	264	4942	1671	0.492774992627543	251	0.950757575757576
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND4	TRUE	3391	264	91335	3101	0.914479504570923	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND5	TRUE	3391	264	14900	2439	0.719256856384547	262	0.992424242424242
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-ND6	TRUE	3391	264	228	190	0.0560306694190504	118	0.446969696969697
descriptive_mtdna_detection_v1	inhibitory	Inh GPC5 RIT2	MT-CYB	TRUE	3391	264	83146	3092	0.911825420230021	264	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND1	TRUE	3521	255	49422	3123	0.886963930701505	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND2	TRUE	3521	255	22479	2883	0.818801476853167	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-CO1	TRUE	3521	255	100779	3305	0.938653791536495	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-CO2	TRUE	3521	255	105595	3286	0.933257597273502	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ATP8	TRUE	3521	255	498	402	0.114172110195967	157	0.615686274509804
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ATP6	TRUE	3521	255	81033	3229	0.917069014484521	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-CO3	TRUE	3521	255	126415	3344	0.94973019028685	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND3	TRUE	3521	255	43694	3018	0.857142857142857	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND4L	TRUE	3521	255	2769	1325	0.376313547287702	235	0.92156862745098
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND4	TRUE	3521	255	59402	3163	0.898324339676228	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND5	TRUE	3521	255	8904	2248	0.638454984379438	252	0.988235294117647
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-ND6	TRUE	3521	255	196	141	0.0400454416358989	93	0.364705882352941
descriptive_mtdna_detection_v1	inhibitory	Inh L1 PAX6 CA4	MT-CYB	TRUE	3521	255	50454	3132	0.889520022720818	255	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1-2 PAX6 SCGN	MT-ND1	TRUE	1131	237	19561	1028	0.908930150309461	236	0.9957805907173
descriptive_mtdna_detection_v1	inhibitory	Inh L1-2 PAX6 SCGN	MT-ND2	TRUE	1131	237	9128	990	0.875331564986737	234	0.987341772151899
descriptive_mtdna_detection_v1	inhibitory	Inh L1-2 PAX6 SCGN	MT-CO1	TRUE	1131	237	37881	1084	0.958443854995579	237	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1-2 PAX6 SCGN	MT-CO2	TRUE	1131	237	41926	1093	0.966401414677277	237	1
descriptive_mtdna_detection_v1	inhibitory	Inh L1-2 PAX6 SCGN	MT-ATP8	TRUE	1131	237	192	151	0.133510167992927	109	0.459915611814346
