schema_version	broad_network	network_display_order	key_driver	signature_group	sex	apoe_group	signature_direction	candidate_runs_tested	eligible_runs	ranking_coverage_fraction	significant_runs	significant_run_fraction	mean_minus_log10_p	negative_log10_p_sum
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	M_e4	Male	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	F_e2	Female	e2	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	F_e33	Female	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	F_e4	Female	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	M_e2	Male	e2	AD_down_mito	3	3	1	0	0	0.837756713619428	2.51327014085828
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	M_e33	Male	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	HSPA1A	M_e4	Male	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	F_e2	Female	e2	AD_up_mito	2	3	0.666666666666667	0	0	0.725953777522285	1.45190755504457
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	F_e33	Female	e33	AD_up_mito	1	3	0.333333333333333	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	F_e4	Female	e4	AD_up_mito	1	3	0.333333333333333	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	M_e33	Male	e33	AD_up_mito	1	3	0.333333333333333	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	F_e2	Female	e2	AD_down_mito	2	3	0.666666666666667	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	F_e33	Female	e33	AD_down_mito	1	2	0.5	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	F_e4	Female	e4	AD_down_mito	1	3	0.333333333333333	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	LAMTOR5	M_e33	Male	e33	AD_down_mito	1	2	0.5	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	F_e2	Female	e2	AD_up_mito	2	3	0.666666666666667	1	0.5	1.98855230824997	3.97710461649994
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	F_e33	Female	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	M_e2	Male	e2	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	M_e33	Male	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	M_e4	Male	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	F_e2	Female	e2	AD_down_mito	2	3	0.666666666666667	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	F_e33	Female	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	F_e4	Female	e4	AD_down_mito	3	3	1	0	0	0.537813346068262	1.61344003820479
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	M_e2	Male	e2	AD_down_mito	3	3	1	0	0	0.505231730739303	1.51569519221791
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	M_e33	Male	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	PARK7	M_e4	Male	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	F_e2	Female	e2	AD_up_mito	3	3	1	1	0.333333333333333	2.61870049494117	7.85610148482352
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	F_e33	Female	e33	AD_up_mito	3	3	1	0	0	1.01549846189777	3.04649538569331
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0.169300573787688	0.507901721363065
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	M_e2	Male	e2	AD_up_mito	2	3	0.666666666666667	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	M_e33	Male	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	M_e4	Male	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	F_e2	Female	e2	AD_down_mito	3	3	1	0	0	0.390016436057455	1.17004930817237
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	F_e33	Female	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	F_e4	Female	e4	AD_down_mito	3	3	1	0	0	0.952473606824794	2.85742082047438
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	M_e2	Male	e2	AD_down_mito	2	3	0.666666666666667	1	0.5	5.00010201318708	10.0002040263742
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	M_e33	Male	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPL11	M_e4	Male	e4	AD_down_mito	3	3	1	1	0.333333333333333	1.3168193504627	3.95045805138811
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	F_e2	Female	e2	AD_up_mito	3	3	1	1	0.333333333333333	2.06184247763019	6.18552743289058
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	F_e33	Female	e33	AD_up_mito	3	3	1	0	0	0.348379081214566	1.0451372436437
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0.489387425978839	1.46816227793652
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	M_e2	Male	e2	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	M_e33	Male	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	M_e4	Male	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	F_e2	Female	e2	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	F_e33	Female	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	F_e4	Female	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	M_e2	Male	e2	AD_down_mito	3	3	1	0	0	0.329359276777434	0.988077830332303
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	M_e33	Male	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	RPS15	M_e4	Male	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	F_e2	Female	e2	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	F_e33	Female	e33	AD_up_mito	3	3	1	0	0	0.593932756116007	1.78179826834802
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	M_e2	Male	e2	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	M_e33	Male	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	M_e4	Male	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	F_e2	Female	e2	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	F_e33	Female	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	F_e4	Female	e4	AD_down_mito	3	3	1	0	0	0.732789361115319	2.19836808334596
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	M_e2	Male	e2	AD_down_mito	3	3	1	0	0	0.236578775062201	0.709736325186602
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	M_e33	Male	e33	AD_down_mito	2	2	1	0	0	0.974768896896821	1.94953779379364
phase12_kda_candidate_group_summary_v1	Astrocytes	1	SELENOW	M_e4	Male	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	TMEM147	F_e2	Female	e2	AD_up_mito	1	3	0.333333333333333	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	TMEM147	F_e2	Female	e2	AD_down_mito	1	3	0.333333333333333	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	F_e2	Female	e2	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	F_e33	Female	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	M_e2	Male	e2	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	M_e33	Male	e33	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	M_e4	Male	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	F_e2	Female	e2	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	F_e33	Female	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	F_e4	Female	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	M_e2	Male	e2	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	M_e33	Male	e33	AD_down_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Astrocytes	1	WDR82	M_e4	Male	e4	AD_down_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	F_e2	Female	e2	AD_up_mito	12	12	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0.117579426945739	1.52853255029461
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	M_e2	Male	e2	AD_down_mito	14	14	1	0	0	0.190718032813385	2.67005245938739
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	M_e33	Male	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	ANKRD11	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	F_e2	Female	e2	AD_up_mito	12	12	1	0	0	0.455801155967903	5.46961387161483
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0.0924610943480675	1.29445532087294
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0.572345550810231	2.28938220324092
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0.350995296527322	4.56293885485519
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0.119914609602058	1.31906070562263
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0.277110511126016	3.6024366446382
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0.20373106572829	1.83357959155461
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0.275988287327731	3.5878477352605
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	M_e2	Male	e2	AD_down_mito	14	14	1	0	0	0.652960484583672	9.14144678417141
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	M_e33	Male	e33	AD_down_mito	9	9	1	2	0.222222222222222	0.730189157026417	6.57170241323776
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	BEX3	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0.083591169335864	1.08668520136623
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	F_e2	Female	e2	AD_up_mito	12	12	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	M_e2	Male	e2	AD_down_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	M_e33	Male	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	FTL	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	F_e2	Female	e2	AD_up_mito	12	12	1	3	0.25	1.4261118974101	17.1133427689212
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0.321202430690305	4.49683402966427
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	M_e2	Male	e2	AD_up_mito	13	13	1	2	0.153846153846154	1.27517670458896	16.5772971596564
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0.268375652303123	2.95213217533435
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	M_e4	Male	e4	AD_up_mito	13	13	1	1	0.0769230769230769	0.362035983321414	4.70646778317838
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0.296069026427252	2.36855221141802
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0.351474052623766	3.1632664736139
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	F_e4	Female	e4	AD_down_mito	13	13	1	3	0.230769230769231	1.68849349631568	21.9504154521038
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	M_e2	Male	e2	AD_down_mito	14	14	1	6	0.428571428571429	2.23742824926269	31.3239954896777
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	M_e33	Male	e33	AD_down_mito	9	9	1	3	0.333333333333333	1.73263551153642	15.5937196038278
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	GABARAPL2	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0.422946683248007	5.49830688222409
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	F_e2	Female	e2	AD_up_mito	12	12	1	0	0	0	0
