schema_version	broad_network	network_display_order	key_driver	signature_group	sex	apoe_group	signature_direction	candidate_runs_tested	eligible_runs	ranking_coverage_fraction	significant_runs	significant_run_fraction	mean_minus_log10_p	negative_log10_p_sum
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0.254243462085735	1.01697384834294
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	M_e33	Male	e33	AD_up_mito	10	11	0.909090909090909	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0.0527232153684385	0.685401799789701
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0.12066982699904	1.08602844299136
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	M_e2	Male	e2	AD_down_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	M_e33	Male	e33	AD_down_mito	8	9	0.888888888888889	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	HSPA1A	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	F_e2	Female	e2	AD_up_mito	12	12	1	5	0.416666666666667	2.097100126045	25.1652015125399
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0.0735654732719779	1.02991662580769
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	M_e2	Male	e2	AD_up_mito	12	13	0.923076923076923	0	0	0.50617356863434	6.07408282361208
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	M_e33	Male	e33	AD_up_mito	10	11	0.909090909090909	0	0	0.0790463298612857	0.790463298612857
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0.193220425669836	2.51186553370787
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	F_e4	Female	e4	AD_down_mito	13	13	1	3	0.230769230769231	1.78519735251	23.20756558263
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	M_e2	Male	e2	AD_down_mito	13	14	0.928571428571429	5	0.384615384615385	2.40401267854602	31.2521648210982
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	M_e33	Male	e33	AD_down_mito	8	9	0.888888888888889	0	0	0.255114746806741	2.04091797445393
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	LAMTOR5	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0.0966726593581321	1.25674457165572
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	F_e2	Female	e2	AD_up_mito	12	12	1	0	0	0.604296155117613	7.25155386141136
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0.119189013415371	1.54945717439983
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0.192158773973165	2.49806406165114
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	M_e2	Male	e2	AD_down_mito	14	14	1	0	0	0.413785275901001	5.79299386261402
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	M_e33	Male	e33	AD_down_mito	9	9	1	0	0	0.128397107559991	1.15557396803992
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	PARK7	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	F_e2	Female	e2	AD_up_mito	12	12	1	6	0.5	4.04213601693305	48.5056322031966
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	F_e33	Female	e33	AD_up_mito	14	14	1	2	0.142857142857143	1.18086730921378	16.532142328993
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0.209960442433166	0.839841769732666
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	M_e2	Male	e2	AD_up_mito	13	13	1	1	0.0769230769230769	0.848481073566964	11.0302539563705
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	M_e33	Male	e33	AD_up_mito	11	11	1	1	0.0909090909090909	0.433186188604891	4.7650480746538
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0.104657822328212	1.36055169026676
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0.144336798741716	1.15469438993373
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0.319691133065586	2.87722019759027
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	F_e4	Female	e4	AD_down_mito	13	13	1	4	0.307692307692308	2.69246471588648	35.0020413065242
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	M_e2	Male	e2	AD_down_mito	14	14	1	8	0.571428571428571	6.07684797704311	85.0758716786036
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	M_e33	Male	e33	AD_down_mito	9	9	1	2	0.222222222222222	0.745085056263423	6.70576550637081
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPL11	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0.353772807802889	4.59904650143756
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	F_e2	Female	e2	AD_up_mito	12	12	1	4	0.333333333333333	1.63366560441879	19.6039872530254
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	F_e33	Female	e33	AD_up_mito	14	14	1	1	0.0714285714285714	0.820157070535968	11.4821989875035
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0.128095551840398	1.66524217392517
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0.0296709443984477	0.326380388382925
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	M_e4	Male	e4	AD_up_mito	13	13	1	0	0	0.403194327180547	5.24152625334711
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0.71999544374194	9.35994076864521
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	M_e2	Male	e2	AD_down_mito	14	14	1	5	0.357142857142857	2.14376464826645	30.0127050757302
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	M_e33	Male	e33	AD_down_mito	9	9	1	0	0	0.249778465186916	2.24800618668225
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	RPS15	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	F_e2	Female	e2	AD_up_mito	12	12	1	5	0.416666666666667	2.80680626225777	33.6816751470933
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0.546419741920235	7.64987638688329
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	M_e2	Male	e2	AD_up_mito	13	13	1	1	0.0769230769230769	0.576838814667442	7.49890459067675
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	M_e33	Male	e33	AD_up_mito	11	11	1	0	0	0.309397837438157	3.40337621181973
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	M_e4	Male	e4	AD_up_mito	13	13	1	2	0.153846153846154	1.34623675752576	17.5010778478349
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0.184650544935146	1.47720435948117
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	F_e4	Female	e4	AD_down_mito	13	13	1	2	0.153846153846154	1.65445873336378	21.5079635337291
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	M_e2	Male	e2	AD_down_mito	14	14	1	5	0.357142857142857	3.19052272878887	44.6673182030441
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	M_e33	Male	e33	AD_down_mito	9	9	1	1	0.111111111111111	0.838959300304708	7.55063370274237
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	SELENOW	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0.10395076142019	1.35135989846247
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	F_e2	Female	e2	AD_up_mito	11	12	0.916666666666667	6	0.545454545454545	3.38938854410251	37.2832739851276
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	F_e33	Female	e33	AD_up_mito	12	14	0.857142857142857	3	0.25	1.8406583376506	22.0879000518072
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	F_e4	Female	e4	AD_up_mito	3	4	0.75	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	M_e2	Male	e2	AD_up_mito	9	13	0.692307692307692	0	0	0.545118225118224	4.90606402606401
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	M_e33	Male	e33	AD_up_mito	8	11	0.727272727272727	0	0	0.0919099818994172	0.735279855195337
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	M_e4	Male	e4	AD_up_mito	10	13	0.769230769230769	0	0	1.00094595888105	10.0094595888105
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	F_e2	Female	e2	AD_down_mito	7	8	0.875	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	F_e33	Female	e33	AD_down_mito	7	9	0.777777777777778	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	F_e4	Female	e4	AD_down_mito	11	13	0.846153846153846	2	0.181818181818182	1.35329287559681	14.8862216315649
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	M_e2	Male	e2	AD_down_mito	10	14	0.714285714285714	4	0.4	2.89836335410915	28.9836335410915
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	M_e33	Male	e33	AD_down_mito	6	9	0.666666666666667	0	0	0.123313927865021	0.739883567190129
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	TMEM147	M_e4	Male	e4	AD_down_mito	10	13	0.769230769230769	0	0	0	0
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	F_e2	Female	e2	AD_up_mito	12	12	1	4	0.333333333333333	2.35306012389199	28.2367214867039
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	F_e33	Female	e33	AD_up_mito	14	14	1	11	0.785714285714286	3.84915132709097	53.8881185792736
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	F_e4	Female	e4	AD_up_mito	4	4	1	0	0	0.199303888075517	0.797215552302069
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	M_e2	Male	e2	AD_up_mito	13	13	1	0	0	0.379093722998846	4.92821839898499
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	M_e33	Male	e33	AD_up_mito	11	11	1	3	0.272727272727273	1.34097605579317	14.7507366137249
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	M_e4	Male	e4	AD_up_mito	13	13	1	6	0.461538461538462	2.16888946269921	28.1955630150897
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	F_e2	Female	e2	AD_down_mito	8	8	1	0	0	0.339367793237426	2.71494234589941
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	F_e33	Female	e33	AD_down_mito	9	9	1	0	0	0.0540572238329499	0.486515014496549
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	F_e4	Female	e4	AD_down_mito	13	13	1	0	0	0.219481368160031	2.8532577860804
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	M_e2	Male	e2	AD_down_mito	14	14	1	0	0	0.353028577266855	4.94240008173597
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	M_e33	Male	e33	AD_down_mito	9	9	1	0	0	0.168318848215681	1.51486963394113
phase12_kda_candidate_group_summary_v1	Excitatory_neurons	2	WDR82	M_e4	Male	e4	AD_down_mito	13	13	1	0	0	0.188541326141102	2.45103723983433
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	F_e2	Female	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	M_e2	Male	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	M_e4	Male	e4	AD_up_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	F_e2	Female	e2	AD_down_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	F_e33	Female	e33	AD_down_mito	7	7	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	F_e4	Female	e4	AD_down_mito	12	12	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	M_e2	Male	e2	AD_down_mito	10	10	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	M_e33	Male	e33	AD_down_mito	7	7	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	ANKRD11	M_e4	Male	e4	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	F_e2	Female	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0.11734448805284	1.64282283273975
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0.2958076703364	0.8874230110092
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	M_e2	Male	e2	AD_up_mito	9	9	1	0	0	0.577969807394063	5.20172826654657
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0.559587424711821	3.35752454827092
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	M_e4	Male	e4	AD_up_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	F_e2	Female	e2	AD_down_mito	4	4	1	1	0.25	0.793537666092312	3.17415066436925
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	F_e33	Female	e33	AD_down_mito	7	7	1	0	0	0.811062745428934	5.67743921800254
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	F_e4	Female	e4	AD_down_mito	12	12	1	3	0.25	1.1852406631086	14.2228879573032
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	M_e2	Male	e2	AD_down_mito	10	10	1	1	0.1	0.921662207499438	9.21662207499438
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	M_e33	Male	e33	AD_down_mito	7	7	1	0	0	0.66639625270238	4.66477376891666
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	BEX3	M_e4	Male	e4	AD_down_mito	9	9	1	0	0	0.80288738313723	7.22598644823507
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	F_e2	Female	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	M_e2	Male	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	M_e4	Male	e4	AD_up_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	F_e2	Female	e2	AD_down_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	F_e33	Female	e33	AD_down_mito	7	7	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	F_e4	Female	e4	AD_down_mito	12	12	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	M_e2	Male	e2	AD_down_mito	10	10	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	M_e33	Male	e33	AD_down_mito	7	7	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	FTL	M_e4	Male	e4	AD_down_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	F_e2	Female	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	M_e2	Male	e2	AD_up_mito	9	9	1	0	0	0.537643201885512	4.83878881696961
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	M_e4	Male	e4	AD_up_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	F_e2	Female	e2	AD_down_mito	4	4	1	1	0.25	1.36659673295782	5.46638693183129
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	F_e33	Female	e33	AD_down_mito	7	7	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	F_e4	Female	e4	AD_down_mito	12	12	1	0	0	0.130048728264367	1.5605847391724
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	M_e2	Male	e2	AD_down_mito	10	10	1	0	0	0.188475311543996	1.88475311543996
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	M_e33	Male	e33	AD_down_mito	7	7	1	0	0	0.300547505643031	2.10383253950122
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	GABARAPL2	M_e4	Male	e4	AD_down_mito	9	9	1	0	0	0.13128373962101	1.18155365658909
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	F_e2	Female	e2	AD_up_mito	8	9	0.888888888888889	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	M_e2	Male	e2	AD_up_mito	8	9	0.888888888888889	0	0	0.169411252270414	1.35529001816331
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	M_e4	Male	e4	AD_up_mito	1	2	0.5	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	F_e2	Female	e2	AD_down_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	F_e33	Female	e33	AD_down_mito	7	7	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	F_e4	Female	e4	AD_down_mito	12	12	1	3	0.25	1.39879848691904	16.7855818430285
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	M_e2	Male	e2	AD_down_mito	9	10	0.9	0	0	0.435509699938815	3.91958729944933
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	M_e33	Male	e33	AD_down_mito	7	7	1	1	0.142857142857143	0.648098257166611	4.53668780016628
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	HSPA1A	M_e4	Male	e4	AD_down_mito	6	9	0.666666666666667	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	F_e2	Female	e2	AD_up_mito	8	9	0.888888888888889	0	0	0.197316852001676	1.57853481601341
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	F_e33	Female	e33	AD_up_mito	13	14	0.928571428571429	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	M_e2	Male	e2	AD_up_mito	8	9	0.888888888888889	0	0	0.7785204244942	6.2281633959536
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	M_e4	Male	e4	AD_up_mito	1	2	0.5	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	F_e2	Female	e2	AD_down_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	F_e33	Female	e33	AD_down_mito	7	7	1	1	0.142857142857143	0.835634474596365	5.84944132217455
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	F_e4	Female	e4	AD_down_mito	9	12	0.75	2	0.222222222222222	1.14194492443539	10.2775043199185
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	M_e2	Male	e2	AD_down_mito	9	10	0.9	5	0.555555555555556	2.88314031806058	25.9482628625452
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	M_e33	Male	e33	AD_down_mito	7	7	1	0	0	0.592942180485891	4.15059526340123
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	LAMTOR5	M_e4	Male	e4	AD_down_mito	6	9	0.666666666666667	0	0	0.689079119705945	4.13447471823567
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	F_e2	Female	e2	AD_up_mito	9	9	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	F_e33	Female	e33	AD_up_mito	14	14	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	F_e4	Female	e4	AD_up_mito	3	3	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	M_e2	Male	e2	AD_up_mito	9	9	1	0	0	0.468792038807614	4.21912834926853
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	M_e33	Male	e33	AD_up_mito	6	6	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	M_e4	Male	e4	AD_up_mito	2	2	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	F_e2	Female	e2	AD_down_mito	4	4	1	0	0	0	0
phase12_kda_candidate_group_summary_v1	Inhibitory_neurons	3	PARK7	F_e33	Female	e33	AD_down_mito	7	7	1	0	0	0	0
