schema_version	check_id	passed	observed	expected
phase12_kda_figure_data_checks_v1	eligible_primary_directional_runs	TRUE	295	295
phase12_kda_figure_data_checks_v1	all_runs_processed_once	TRUE	295	295
phase12_kda_figure_data_checks_v1	published_significant_results_reconciled	TRUE	295	295
phase12_kda_figure_data_checks_v1	candidate_matrix_complete_within_background	TRUE	295	295
phase12_kda_figure_data_checks_v1	mean_scores_finite_nonnegative	TRUE	50165	50165
phase12_kda_figure_data_checks_v1	ranking_coverage_in_unit_interval	TRUE	50165	50165
phase12_kda_figure_data_checks_v1	group_recurrence_in_unit_interval	TRUE	755	755
