schema_version	analysis_id	profile	execution_stage	execution_phase	run_id	stable_task_id	biological_replicate	count_source	method	broad_cell_types	structural_contrasts	completed_contrasts	not_estimable_contrasts	failed_contrasts	result_rows	strict_degs	relaxed_degs	exploratory_degs	strict_core_mito_degs	relaxed_core_mito_degs	exploratory_core_mito_degs	sensitivity_completed_contrasts	sensitivity_result_rows	physical_result_sets	config_sha256	mapping_sha256	annotation_master_sha256	scientific_scripts	R_version	edgeR_version	artifacts	peak_ram_gib_validation	elapsed_seconds_validation	validation_status	failed_checks	git_revision	timestamp_utc
broad_deg_status_v1	phase08_broad_deg_v1	minerva_production	minerva_production	2	minerva_broad_deg_001	broad_deg:minerva_production	donor	RNA_counts	edgeR_QL	7	42	40	2	0	786242	1636	2336	4113	43	65	141	28	543074	42	c4d2243ff1a8aa2a6a2c8b867b6ee13090a41eacd47550c04428fba59a0d132d	baea5c1b89b68772ddbaa29a875db15c93cfbe06d1d4bd0a4cfa12f38d0057d9	b1a7e9b627c983d083df74cbe1173b8cb3e9007e1afc641747e8c30ec17f9203	scripts/08_build_broad_pseudobulk.R;scripts/08_run_broad_pseudobulk_de.R;scripts/08_run_broad_deg_composition_sensitivity.R;scripts/08_finalize_broad_deg.R;scripts/08_validate_broad_deg.R;scripts/lib/phase08_broad_deg_common.R	4.3.3	4.0.16	94	0.867477416992188	21.7232785224915	validated_complete		fb9f919d2b63926ff49653ec455c973d030bb54d	2026-08-28 20:07:44 UTC
