schema_version	analysis_id	execution_stage	task_mode	source_validation_status	included_runs	structural_categories	analyzable_categories	aggregate_rows	strict_candidates	relaxed_candidates	exploratory_leads	relaxed_categories	failed_checks	validation_status	git_revision
phase20_sex_apoe_non_mt_kda_v2_status_v1	phase20_sex_apoe_kda_v2	local_production	validated_phase12_min3_reaggregation	validated_complete	295	42	38	259548	58	74	15	16	0	validated_complete	86058f67197b666d0db395fd219fcc97b9a87b10
