"source","target","weight","celltype"
"PAQR6","ARL15",0.944,"Astrocytes"
"PAQR6","AL391807.1",0.703,"Astrocytes"
"PAQR6","HVCN1",0.917,"Astrocytes"
"PAQR6","NPEPL1",0.471,"Astrocytes"
"PAQR6","IZUMO4",0.841,"Astrocytes"
"PAQR6","REX1BD",0.94,"Astrocytes"
"BCAN","ADCYAP1R1",0.737,"Astrocytes"
"BCAN","SLC35D2",0.92,"Astrocytes"
"BCAN","TMEM132A",0.956,"Astrocytes"
"BCAN","C2CD2L",0.914,"Astrocytes"
"BCAN","USP2",0.943,"Astrocytes"
"ARHGEF11","PHGDH",0.752,"Astrocytes"
"ARHGEF11","ZNF678",0.925,"Astrocytes"
"ARHGEF11","RHOU",0.925,"Astrocytes"
"ARHGEF11","PTCD3",0.935,"Astrocytes"
"ARHGEF11","HAT1",0.914,"Astrocytes"
"ARHGEF11","TTC23",0.929,"Astrocytes"
"KCNJ10","AC119674.2",0.954,"Astrocytes"
"KCNJ10","AMPD2",0.664,"Astrocytes"
"KCNJ10","TTF2",0.94,"Astrocytes"
"KCNJ10","ABHD6",0.95,"Astrocytes"
"KCNJ10","ZMAT3",0.959,"Astrocytes"
"KCNJ10","RANBP3L",0.352,"Astrocytes"
"KCNJ10","MCTS1",0.946,"Astrocytes"
"KCNJ10","FZD3",0.301,"Astrocytes"
"KCNJ10","PTPDC1",0.94,"Astrocytes"
"KCNJ10","EDNRB",0.941,"Astrocytes"
"ATP1A2","CAPN2",0.448,"Astrocytes"
"ATP1A2","TRIB2",0.935,"Astrocytes"
"ATP1A2","MLF1",0.902,"Astrocytes"
"ATP1A2","UGDH",0.926,"Astrocytes"
"ATP1A2","AMER2",0.829,"Astrocytes"
"ATP1A2","COQ9",0.935,"Astrocytes"
"ATP1A2","SMOX",0.923,"Astrocytes"
"PEA15","NCK1",0.937,"Astrocytes"
"PEA15","RIC1",0.923,"Astrocytes"
"PEA15","C9orf78",0.919,"Astrocytes"
"PEA15","TOLLIP",0.941,"Astrocytes"
"PEA15","DAZAP2",0.962,"Astrocytes"
"PEA15","AES",0.938,"Astrocytes"
"PEA15","MAP2K2",0.947,"Astrocytes"
"PEA15","TRIM28",0.463,"Astrocytes"
"COPA","NEMF",0.822,"Astrocytes"
"NDUFS2","CWC25",0.266,"Astrocytes"
"NDUFS2","DDRGK1",0.336,"Astrocytes"
"HSD17B7","NPC1",0.72,"Astrocytes"
"PBX1","FAM49A",0.917,"Astrocytes"
"PBX1","NCKAP5",0.923,"Astrocytes"
"PBX1","SRGAP3",0.399,"Astrocytes"
"PBX1","NR3C2",0.47,"Astrocytes"
"PBX1","LINC00461",0.647,"Astrocytes"
"PBX1","NKAIN3",0.571,"Astrocytes"
"PBX1","TTPA",0.937,"Astrocytes"
"PBX1","AL136366.1",0.681,"Astrocytes"
"PBX1","PRDM11",0.939,"Astrocytes"
"PBX1","RASD1",0.792,"Astrocytes"
"PBX1","SLC24A3",0.853,"Astrocytes"
"TMCO1","INPP5B",0.899,"Astrocytes"
"TMCO1","ALDH9A1",0.877,"Astrocytes"
"TMCO1","SGCB",0.912,"Astrocytes"
"TMCO1","TMED4",0.905,"Astrocytes"
"POU2F1","ATL2",0.378,"Astrocytes"
"POU2F1","PCTP",0.432,"Astrocytes"
"POU2F1","TGIF1",0.892,"Astrocytes"
"POU2F1","PLCG1-AS1",0.872,"Astrocytes"
"ATP1B1","ATP1A1",0.609,"Astrocytes"
"ATP1B1","SV2A",0.828,"Astrocytes"
"PRRC2C","RIF1",0.873,"Astrocytes"
"PRRC2C","FBRSL1",0.484,"Astrocytes"
"PRRC2C","NPIPB5",0.884,"Astrocytes"
"DNM3","GLB1",0.942,"Astrocytes"
"DNM3","MGLL",0.76,"Astrocytes"
"DNM3","ADGRL3",0.291,"Astrocytes"
"DNM3","MPP6",0.782,"Astrocytes"
"DNM3","STK17A",0.768,"Astrocytes"
"DNM3","CLVS1",0.949,"Astrocytes"
"DNM3","PTAR1",0.776,"Astrocytes"
"DNM3","CTNNA3",0.934,"Astrocytes"
"DNM3","LRCH1",0.789,"Astrocytes"
"AL645568.1","LOXL3",0.889,"Astrocytes"
"AL645568.1","EIF3J",0.895,"Astrocytes"
"AL645568.1","FBXO15",0.852,"Astrocytes"
"PRDX6","SNX5",0.777,"Astrocytes"
"SLC9C2","WDR78",0.798,"Astrocytes"
"ZBTB37","NAF1",0.855,"Astrocytes"
"ZBTB37","RBM12B",0.861,"Astrocytes"
"RC3H1","HEATR1",0.805,"Astrocytes"
"CACYBP","MRPL18",0.789,"Astrocytes"
"TNR","MAP2",0.216,"Astrocytes"
"COP1","ANAPC1",0.963,"Astrocytes"
"COP1","R3HDM1",0.957,"Astrocytes"
"COP1","OLA1",0.972,"Astrocytes"
"COP1","RASA2",0.97,"Astrocytes"
"COP1","ATR",0.965,"Astrocytes"
"COP1","LARP1B",0.949,"Astrocytes"
"COP1","ANAPC10",0.968,"Astrocytes"
"COP1","ARFIP1",0.963,"Astrocytes"
"COP1","COMMD10",0.947,"Astrocytes"
"COP1","SMAP1",0.953,"Astrocytes"
"COP1","NAA35",0.957,"Astrocytes"
"COP1","DDX10",0.97,"Astrocytes"
"COP1","PPHLN1",0.953,"Astrocytes"
"COP1","EEA1",0.957,"Astrocytes"
"COP1","PSPC1",0.957,"Astrocytes"
"COP1","MORC2",0.966,"Astrocytes"
"ASTN1","PTPN14",0.928,"Astrocytes"
"ASTN1","MEGF10",0.767,"Astrocytes"
"ASTN1","OSBPL3",0.927,"Astrocytes"
"ASTN1","TMEM178B",0.698,"Astrocytes"
"ASTN1","MLLT3",0.745,"Astrocytes"
"ASTN1","PTGR1",0.76,"Astrocytes"
"ASTN1","B3GLCT",0.919,"Astrocytes"
"BRINP2","CTNNBIP1",0.387,"Astrocytes"
"BRINP2","NCEH1",0.89,"Astrocytes"
"BRINP2","NKAIN3",0.503,"Astrocytes"
"BRINP2","BRINP1",0.892,"Astrocytes"
"BRINP2","TMPRSS5",0.902,"Astrocytes"
"BRINP2","FRMD4A",0.625,"Astrocytes"
"CEP350","CRYBG3",0.843,"Astrocytes"
"ACBD6","MIPOL1",0.749,"Astrocytes"
"KIAA1614","NKIRAS1",0.825,"Astrocytes"
"NPL","EPS15L1",0.78,"Astrocytes"
"DHX9","STT3B",0.849,"Astrocytes"
"DHX9","NAP1L1",0.835,"Astrocytes"
"SMG7","RNF2",0.836,"Astrocytes"
"RGL1","WASF2",0.325,"Astrocytes"
"RGL1","SH3GLB1",0.955,"Astrocytes"
"RGL1","AHCTF1",0.943,"Astrocytes"
"RGL1","KLF7",0.754,"Astrocytes"
"RGL1","LRIG1",0.786,"Astrocytes"
"RGL1","C3orf70",0.576,"Astrocytes"
"RGL1","OSMR-AS1",0.197,"Astrocytes"
"RGL1","RANBP9",0.697,"Astrocytes"
"RGL1","GNA12",0.646,"Astrocytes"
"RGL1","ASPH",0.734,"Astrocytes"
"RGL1","STK3",0.775,"Astrocytes"
"RGL1","MRVI1",0.575,"Astrocytes"
"RGL1","MED13L",0.528,"Astrocytes"
"TSEN15","TCEANC2",0.854,"Astrocytes"
"TSEN15","AC079447.1",0.873,"Astrocytes"
"C1orf21","GPBP1L1",0.929,"Astrocytes"
"C1orf21","FAF1",0.358,"Astrocytes"
"C1orf21","NCK2",0.759,"Astrocytes"
"C1orf21","LONRF3",0.94,"Astrocytes"
"C1orf21","CCNY",0.907,"Astrocytes"
"C1orf21","SLC25A16",0.926,"Astrocytes"
"C1orf21","ZNF268",0.941,"Astrocytes"
"C1orf21","GNA13",0.925,"Astrocytes"
"EDEM3","ABHD5",0.909,"Astrocytes"
"EDEM3","GSPT1",0.81,"Astrocytes"
"BRINP3","ILDR2",0.929,"Astrocytes"
"BRINP3","GRM3",0.917,"Astrocytes"
"BRINP3","DACH1",0.891,"Astrocytes"
"BRINP3","NOVA1",0.915,"Astrocytes"
"CRB1","JADE2",0.867,"Astrocytes"
"CRB1","GDAP1",0.623,"Astrocytes"
"NEK7","RSRC1",0.905,"Astrocytes"
"NEK7","EMC2",0.874,"Astrocytes"
"NEK7","TMEM62",0.883,"Astrocytes"
"CAMSAP2","SIK2",0.839,"Astrocytes"
"KIF21B","GABBR1",0.556,"Astrocytes"
"TMEM9","SDF4",0.632,"Astrocytes"
"TMEM9","MTFR1L",0.876,"Astrocytes"
"TMEM9","VPS28",0.806,"Astrocytes"
"CSRP1","THRA",0.833,"Astrocytes"
"IPO9-AS1","BAZ2A",0.807,"Astrocytes"
"SHISA4","DPM2",0.868,"Astrocytes"
"SHISA4","SYVN1",0.823,"Astrocytes"
"GPR37L1","ELOVL1",0.95,"Astrocytes"
"GPR37L1","S1PR1",0.899,"Astrocytes"
"GPR37L1","SYT11",0.737,"Astrocytes"
"GPR37L1","YIPF4",0.961,"Astrocytes"
"GPR37L1","POMGNT2",0.974,"Astrocytes"
"GPR37L1","DAG1",0.901,"Astrocytes"
"GPR37L1","SSR1",0.972,"Astrocytes"
"GPR37L1","TRIL",0.726,"Astrocytes"
"GPR37L1","SLITRK2",0.764,"Astrocytes"
"GPR37L1","ERLIN2",0.95,"Astrocytes"
"GPR37L1","MYORG",0.792,"Astrocytes"
"GPR37L1","SMPD1",0.952,"Astrocytes"
"GPR37L1","MCRIP2",0.43,"Astrocytes"
"GPR37L1","ATP1B2",0.923,"Astrocytes"
"GPR37L1","SLC7A10",0.605,"Astrocytes"
"GPR37L1","MLC1",0.89,"Astrocytes"
"PPP1R12B","GPR161",0.96,"Astrocytes"
"PPP1R12B","RNF144A",0.936,"Astrocytes"
"PPP1R12B","FANCL",0.945,"Astrocytes"
"PPP1R12B","LMCD1-AS1",0.914,"Astrocytes"
"PPP1R12B","RGS12",0.922,"Astrocytes"
"PPP1R12B","ATXN1",0.194,"Astrocytes"
"PPP1R12B","ABCF1",0.948,"Astrocytes"
"PPP1R12B","MAP7",0.904,"Astrocytes"
"PPP1R12B","PEX5",0.869,"Astrocytes"
"PPP1R12B","AC016705.2",0.953,"Astrocytes"
"PPP1R12B","ZNF583",0.952,"Astrocytes"
"PPFIA4","RAPGEF4",0.805,"Astrocytes"
"ADORA1","SMARCD3",0.651,"Astrocytes"
"ADORA1","PAK4",0.832,"Astrocytes"
"ATP2B4","FAM107A",0.58,"Astrocytes"
"ATP2B4","COL27A1",0.63,"Astrocytes"
"ATP2B4","NACC2",0.963,"Astrocytes"
"ATP2B4","PTS",0.932,"Astrocytes"
"ATP2B4","MTHFD1",0.934,"Astrocytes"
"ATP2B4","ACTN4",0.909,"Astrocytes"
"PLEKHA6","TPM3",0.925,"Astrocytes"
"PLEKHA6","PPARGC1A",0.413,"Astrocytes"
"PLEKHA6","KLKB1",0.943,"Astrocytes"
"PLEKHA6","POU3F2",0.475,"Astrocytes"
"PLEKHA6","STRIP2",0.954,"Astrocytes"
"PLEKHA6","OSBPL5",0.952,"Astrocytes"
"PLEKHA6","FAM171A1",0.742,"Astrocytes"
"PLEKHA6","HEATR4",0.404,"Astrocytes"
"PLEKHA6","LRP5L",0.923,"Astrocytes"
"PLEKHA6","TEF",0.95,"Astrocytes"
"LRRN2","MDGA1",0.85,"Astrocytes"
"LRRN2","CCDC85C",0.825,"Astrocytes"
"NFASC","NT5C3A",0.874,"Astrocytes"
"NFASC","ADAMTSL3",0.449,"Astrocytes"
"NFASC","TSHZ2",0.406,"Astrocytes"
"TMCC2","SEMA4B",0.814,"Astrocytes"
"TMCC2","TTC38",0.868,"Astrocytes"
"PFKFB2","ELN",0.908,"Astrocytes"
"PFKFB2","FADS2",0.4,"Astrocytes"
"PFKFB2","PLEKHG3",0.524,"Astrocytes"
"PFKFB2","HSD17B14",0.327,"Astrocytes"
"PLXNA2","MTOR",0.959,"Astrocytes"
"PLXNA2","KCNN3",0.564,"Astrocytes"
"PLXNA2","IPO9",0.958,"Astrocytes"
"PLXNA2","TAF5L",0.933,"Astrocytes"
"PLXNA2","SFXN5",0.92,"Astrocytes"
"PLXNA2","ZKSCAN5",0.951,"Astrocytes"
"PLXNA2","CAMSAP1",0.947,"Astrocytes"
"PLXNA2","UBTD1",0.956,"Astrocytes"
"PLXNA2","ARHGAP23",0.697,"Astrocytes"
"PLXNA2","SEC11C",0.966,"Astrocytes"
"PLXNA2","BMP7",0.45,"Astrocytes"
"SYT14","STK39",0.836,"Astrocytes"
"SYT14","FBXL2",0.563,"Astrocytes"
"RCOR3","ATG10",0.836,"Astrocytes"
"LINC00467","F8",0.874,"Astrocytes"
"LINC00467","YY1",0.822,"Astrocytes"
"INTS7","DPH5",0.701,"Astrocytes"
"NENF","PANK3",0.812,"Astrocytes"
"ANGEL2","RINT1",0.985,"Astrocytes"
"RPS6KC1","TMEM128",0.811,"Astrocytes"
"KCTD3","AHCYL1",0.895,"Astrocytes"
"KCTD3","OTUD7B",0.426,"Astrocytes"
"KCTD3","IL6R",0.773,"Astrocytes"
"KCTD3","PLEKHA6",0.502,"Astrocytes"
"KCTD3","PKIA",0.875,"Astrocytes"
"KCTD3","LGALS3",0.682,"Astrocytes"
"ESRRG","MEIS1",0.664,"Astrocytes"
"ESRRG","KLHL8",0.907,"Astrocytes"
"ESRRG","MAP2K6",0.765,"Astrocytes"
"ESRRG","PGLS",0.895,"Astrocytes"
"TGFB2","THEM4",0.556,"Astrocytes"
"TGFB2","ADORA2B",0.825,"Astrocytes"
"LYPLAL1","RNF13",0.81,"Astrocytes"
"MARK1","PIK3R4",0.435,"Astrocytes"
"MARC2","AIFM1",0.816,"Astrocytes"
"MIA3","TMEM242",0.738,"Astrocytes"
"CAPN2","TIPRL",0.316,"Astrocytes"
"CAPN2","KIF26B",0.809,"Astrocytes"
"CAPN2","ZNF589",0.955,"Astrocytes"
"CAPN2","ZBED5",0.433,"Astrocytes"
"CAPN2","SACS",0.67,"Astrocytes"
"CAPN2","NIPA1",0.952,"Astrocytes"
"CAPN2","SRRM2",0.665,"Astrocytes"
"CAPN2","LINC00667",0.941,"Astrocytes"
"CAPN2","RNF24",0.704,"Astrocytes"
"CAPN2","UFD1",0.949,"Astrocytes"
"CNIH3","PJVK",0.942,"Astrocytes"
"CNIH3","NSA2",0.915,"Astrocytes"
"CNIH3","COL28A1",0.661,"Astrocytes"
"CNIH3","CENPP",0.919,"Astrocytes"
"CNIH3","PRDM10",0.915,"Astrocytes"
"CNIH3","NAA20",0.93,"Astrocytes"
"ENAH","MAN1A1",0.811,"Astrocytes"
"ENAH","UBE2V2",0.306,"Astrocytes"
"SRP9","CNBP",0.876,"Astrocytes"
"SRP9","MARCKS",0.551,"Astrocytes"
"EPHX1","ACSL4",0.823,"Astrocytes"
"ITPKB","NUDT3",0.309,"Astrocytes"
"ITPKB","AGFG2",0.873,"Astrocytes"
"ITPKB","AC104574.2",0.868,"Astrocytes"
"GALNT2","ITGB1BP1",0.797,"Astrocytes"
"AGT","BSG",0.648,"Astrocytes"
"C1orf198","TFRC",0.844,"Astrocytes"
"PCNX2","AGBL4",0.536,"Astrocytes"
"PCNX2","PRKAA2",0.937,"Astrocytes"
"PCNX2","FTCDNL1",0.639,"Astrocytes"
"PCNX2","ATP1B3",0.973,"Astrocytes"
"PCNX2","MDFIC",0.834,"Astrocytes"
"PCNX2","AP3B2",0.804,"Astrocytes"
"PCNX2","HYDIN",0.92,"Astrocytes"
"TARBP1","BDH1",0.851,"Astrocytes"
"TARBP1","ATG14",0.887,"Astrocytes"
"TARBP1","SULT1A1",0.889,"Astrocytes"
"IRF2BP2","HDGF",0.918,"Astrocytes"
"IRF2BP2","CLK1",0.914,"Astrocytes"
"IRF2BP2","SPRY2",0.882,"Astrocytes"
"IRF2BP2","FEM1B",0.912,"Astrocytes"
"IRF2BP2","CRKL",0.917,"Astrocytes"
"MTR","ETFDH",0.83,"Astrocytes"
"RYR2","CNTNAP2",0.711,"Astrocytes"
"RYR2","SYT1",0.469,"Astrocytes"
"RYR2","SYN3",0.896,"Astrocytes"
"AKT3","BTBD8",0.971,"Astrocytes"
"AKT3","CEP350",0.882,"Astrocytes"
"AKT3","NEK7",0.965,"Astrocytes"
"AKT3","CLIP4",0.81,"Astrocytes"
"AKT3","MTA3",0.986,"Astrocytes"
"AKT3","AC009961.1",0.945,"Astrocytes"
"AKT3","IFT122",0.983,"Astrocytes"
"AKT3","TBC1D19",0.979,"Astrocytes"
"AKT3","CENPC",0.973,"Astrocytes"
"AKT3","USP53",0.976,"Astrocytes"
"AKT3","RICTOR",0.975,"Astrocytes"
"AKT3","LMBRD1",0.841,"Astrocytes"
"AKT3","FBXL4",0.979,"Astrocytes"
"AKT3","SP4",0.977,"Astrocytes"
"AKT3","GTF2I",0.976,"Astrocytes"
"AKT3","BRAF",0.785,"Astrocytes"
"AKT3","STAG2",0.971,"Astrocytes"
"AKT3","TMLHE",0.972,"Astrocytes"
"AKT3","PCMTD1",0.98,"Astrocytes"
"AKT3","TSC1",0.974,"Astrocytes"
"AKT3","CCDC82",0.985,"Astrocytes"
"AKT3","MARCH8",0.979,"Astrocytes"
"AKT3","ERC1",0.975,"Astrocytes"
"AKT3","PTPN11",0.977,"Astrocytes"
"AKT3","FAM214A",0.636,"Astrocytes"
"AKT3","AC013394.1",0.973,"Astrocytes"
"AKT3","RBL2",0.961,"Astrocytes"
"AKT3","BCAS3",0.975,"Astrocytes"
"ZBTB18","PLA2G16",0.816,"Astrocytes"
"CATSPERE","RAP2C-AS1",0.855,"Astrocytes"
"CATSPERE","PPP5D1",0.859,"Astrocytes"
"ZNF692","CDK10",0.888,"Astrocytes"
"ZNF692","MVB12A",0.819,"Astrocytes"
"TRAPPC12","MAEA",0.902,"Astrocytes"
"RPS7","RPL5",0.935,"Astrocytes"
"RPS7","HAX1",0.948,"Astrocytes"
"RPS7","NIT1",0.951,"Astrocytes"
"RPS7","RPL24",0.942,"Astrocytes"
"RPS7","BTF3",0.932,"Astrocytes"
"RPS7","MRPS33",0.954,"Astrocytes"
"RPS7","ERG28",0.958,"Astrocytes"
"RPS7","MED31",0.95,"Astrocytes"
"RPS7","PSMD3",0.951,"Astrocytes"
"RPS7","RPS9",0.909,"Astrocytes"
"LINC00298","AP5Z1",0.818,"Astrocytes"
"ID2","HES1",0.793,"Astrocytes"
"MBOAT2","CMYA5",0.819,"Astrocytes"
"ASAP2","DTNB",0.953,"Astrocytes"
"ASAP2","TLK1",0.58,"Astrocytes"
"ASAP2","SRGAP3",0.341,"Astrocytes"
"ASAP2","ACOX3",0.935,"Astrocytes"
"ASAP2","RREB1",0.933,"Astrocytes"
"ASAP2","PC",0.943,"Astrocytes"
"ASAP2","KCNMA1",0.495,"Astrocytes"
"ASAP2","DOCK1",0.704,"Astrocytes"
"ASAP2","DENND5B",0.9,"Astrocytes"
"ASAP2","ARHGEF7",0.936,"Astrocytes"
"ASAP2","GNAO1",0.335,"Astrocytes"
"ASAP2","RAI1",0.947,"Astrocytes"
"ROCK2","WHAMM",0.469,"Astrocytes"
"LINC00276","GID4",0.98,"Astrocytes"
"NBAS","EIF2B4",0.894,"Astrocytes"
"NBAS","LINC00685",0.889,"Astrocytes"
"NBAS","NDUFAF5",0.889,"Astrocytes"
"FAM49A","GRAMD1B",0.251,"Astrocytes"
"VSNL1","ATP1B1",0.487,"Astrocytes"
"VSNL1","MOAP1",0.838,"Astrocytes"
"LINC01376","AL359265.3",0.944,"Astrocytes"
"LINC01376","HHAT",0.965,"Astrocytes"
"LINC01376","AC097103.2",0.212,"Astrocytes"
"LINC01376","CD38",0.966,"Astrocytes"
"LINC01376","AC053527.1",0.556,"Astrocytes"
"LINC01376","AC104596.1",0.766,"Astrocytes"
"LINC01376","LINC02427",0.783,"Astrocytes"
"LINC01376","MCCC2",0.967,"Astrocytes"
"LINC01376","UFL1-AS1",0.92,"Astrocytes"
"LINC01376","EPM2A",0.54,"Astrocytes"
"LINC01376","RAB9A",0.964,"Astrocytes"
"LINC01376","C8orf37-AS1",0.666,"Astrocytes"
"LINC01376","CD72",0.978,"Astrocytes"
"LINC01376","PAN2",0.967,"Astrocytes"
"LINC01376","RFLNA",0.957,"Astrocytes"
"LINC01376","AL157911.1",0.726,"Astrocytes"
"LINC01376","GOLGA8B",0.966,"Astrocytes"
"LINC01376","ZNF710-AS1",0.711,"Astrocytes"
"WDR35","ZSWIM4",0.795,"Astrocytes"
"LAPTM4A","TMEM59",0.857,"Astrocytes"
"LAPTM4A","TMCO1",0.537,"Astrocytes"
"LAPTM4A","NDUFB5",0.464,"Astrocytes"
"LAPTM4A","FIBIN",0.953,"Astrocytes"
"LAPTM4A","B4GAT1",0.965,"Astrocytes"
"LAPTM4A","TMED2",0.948,"Astrocytes"
"LAPTM4A","CNIH1",0.95,"Astrocytes"
"LAPTM4A","NPC2",0.951,"Astrocytes"
"LAPTM4A","EMC7",0.486,"Astrocytes"
"LAPTM4A","SELENOS",0.708,"Astrocytes"
"LAPTM4A","AC068675.1",0.955,"Astrocytes"
"LAPTM4A","APOE",0.301,"Astrocytes"
"LAPTM4A","KDELR1",0.946,"Astrocytes"
"NCOA1","ARMC8",0.816,"Astrocytes"
"DNAJC27-AS1","VSIG10",0.851,"Astrocytes"
"DNAJC27-AS1","MYOM1",0.865,"Astrocytes"
"DNMT3A","CASTOR3",0.278,"Astrocytes"
"DNMT3A","CCDC57",0.847,"Astrocytes"
"DNMT3A","TCF20",0.848,"Astrocytes"
"GAREM2","RCC2",0.936,"Astrocytes"
"GAREM2","KCNJ10",0.553,"Astrocytes"
"GAREM2","ATP1A2",0.678,"Astrocytes"
"GAREM2","MAT2A",0.698,"Astrocytes"
"GAREM2","TRIL",0.384,"Astrocytes"
"GAREM2","CACNA1B",0.946,"Astrocytes"
"GAREM2","MFGE8",0.834,"Astrocytes"
"GAREM2","CASKIN1",0.724,"Astrocytes"
"GAREM2","SLC43A2",0.409,"Astrocytes"
"GAREM2","MGAT5B",0.953,"Astrocytes"
"GAREM2","PLK5",0.783,"Astrocytes"
"MAPRE3","FHL1",0.841,"Astrocytes"
"AGBL5","ERAP1",0.805,"Astrocytes"
"IFT172","HDAC5",0.821,"Astrocytes"
"BABAM2","FCHSD2",0.876,"Astrocytes"
"BABAM2","FBN1",0.861,"Astrocytes"
"BABAM2","ARFGEF2",0.871,"Astrocytes"
"CLIP4","XRCC4",0.865,"Astrocytes"
"CLIP4","PRPSAP2",0.86,"Astrocytes"
"LCLAT1","UTP20",0.871,"Astrocytes"
"BIRC6","BTAF1",0.83,"Astrocytes"
"LINC00486","PPP1R8",0.984,"Astrocytes"
"LINC00486","LINC00276",0.739,"Astrocytes"
"LINC00486","MSH2",0.98,"Astrocytes"
"LINC00486","CCDC12",0.985,"Astrocytes"
"LINC00486","ZXDC",0.981,"Astrocytes"
"LINC00486","ADGRA3",0.954,"Astrocytes"
"LINC00486","TENT4A",0.979,"Astrocytes"
"LINC00486","DNAJC21",0.981,"Astrocytes"
"LINC00486","CETN3",0.976,"Astrocytes"
"LINC00486","NDST1",0.978,"Astrocytes"
"LINC00486","GEMIN5",0.988,"Astrocytes"
"LINC00486","MAPK14",0.988,"Astrocytes"
"LINC00486","AC006480.2",0.477,"Astrocytes"
"LINC00486","ATP6V1C1",0.985,"Astrocytes"
"LINC00486","LRP4",0.939,"Astrocytes"
"LINC00486","ORAOV1",0.974,"Astrocytes"
"LINC00486","ANKRD16",0.983,"Astrocytes"
"LINC00486","UPF2",0.978,"Astrocytes"
"LINC00486","EIF4B",0.976,"Astrocytes"
"LINC00486","EP400",0.972,"Astrocytes"
"LINC00486","PHF11",0.974,"Astrocytes"
"LINC00486","ZFP90",0.971,"Astrocytes"
"LINC00486","RAPGEFL1",0.746,"Astrocytes"
"LINC00486","GRB2",0.881,"Astrocytes"
"LINC00486","TXNL4A",0.978,"Astrocytes"
"LINC00486","UBOX5",0.973,"Astrocytes"
"LINC00486","GNAS",0.997,"Astrocytes"
"LINC00486","ZNF675",0.988,"Astrocytes"
"LINC00486","ZNF606",0.973,"Astrocytes"
"LINC00486","MT-ND2",0.886,"Astrocytes"
"AC012593.1","LRRTM4",0.779,"Astrocytes"
"AC012593.1","NREP",0.925,"Astrocytes"
"AC012593.1","RNF144B",0.911,"Astrocytes"
"AC012593.1","HNF4G",0.929,"Astrocytes"
"AC012593.1","AC004158.1",0.688,"Astrocytes"
"CRIM1","RAB21",0.796,"Astrocytes"
"ATL2","WDR47",0.912,"Astrocytes"
"ATL2","LRIG2",0.853,"Astrocytes"
"ATL2","SNRK",0.881,"Astrocytes"
"ATL2","GRIA2",0.613,"Astrocytes"
"ATL2","WDR45",0.931,"Astrocytes"
"ATL2","NUPR1",0.798,"Astrocytes"
"GALM","PARP16",0.821,"Astrocytes"
"SRSF7","MLX",0.644,"Astrocytes"
"SOS1","SLC35D1",0.92,"Astrocytes"
"SOS1","ITSN2",0.91,"Astrocytes"
"SOS1","GTF3C3",0.92,"Astrocytes"
"SOS1","MOB1B",0.915,"Astrocytes"
"SOS1","ZNF549",0.913,"Astrocytes"
"MAP4K3","RBM5",0.779,"Astrocytes"
"MAP4K3","TBC1D1",0.936,"Astrocytes"
"MAP4K3","YTHDC2",0.672,"Astrocytes"
"MAP4K3","HSD17B4",0.957,"Astrocytes"
"MAP4K3","UBR2",0.951,"Astrocytes"
"MAP4K3","USP47",0.809,"Astrocytes"
"MAP4K3","PICALM",0.918,"Astrocytes"
"MAP4K3","USP25",0.933,"Astrocytes"
"ZFP36L2","SLC9A3R1",0.814,"Astrocytes"
"LRPPRC","USPL1",0.799,"Astrocytes"
"PREPL","PILRB",0.378,"Astrocytes"
"CAMKMT","CHD1L",0.762,"Astrocytes"
"PRKCE","ASB8",0.791,"Astrocytes"
"RHOQ","HNRNPU",0.933,"Astrocytes"
"RHOQ","MARCH6",0.627,"Astrocytes"
"RHOQ","CCNH",0.928,"Astrocytes"
"RHOQ","RIMS1",0.942,"Astrocytes"
"RHOQ","PURB",0.949,"Astrocytes"
"RHOQ","FBXO16",0.968,"Astrocytes"
"RHOQ","PFKP",0.861,"Astrocytes"
"RHOQ","LIMA1",0.938,"Astrocytes"
"RHOQ","RXYLT1",0.957,"Astrocytes"
"RHOQ","PLEKHH3",0.956,"Astrocytes"
"TTC7A","NDUFAF6",0.853,"Astrocytes"
"TTC7A","ARHGAP35",0.744,"Astrocytes"
"NRXN1","ESRRG",0.649,"Astrocytes"
"NRXN1","CTNNA2",0.6,"Astrocytes"
"NRXN1","TMEM108",0.88,"Astrocytes"
"NRXN1","EPHB1",0.767,"Astrocytes"
"NRXN1","GPM6A",0.385,"Astrocytes"
"NRXN1","AL589740.1",0.924,"Astrocytes"
"NRXN1","ADAMTS17",0.568,"Astrocytes"
"NRXN1","ZNF98",0.929,"Astrocytes"
"GPR75-ASB3","TFDP2",0.219,"Astrocytes"
"GPR75-ASB3","ARRB1",0.585,"Astrocytes"
"GPR75-ASB3","BLOC1S2",0.917,"Astrocytes"
"GPR75-ASB3","AGBL1",0.893,"Astrocytes"
"ERLEC1","YARS2",0.476,"Astrocytes"
"C2orf73","AL035530.2",0.781,"Astrocytes"
"SPTBN1","PPP1R21",0.96,"Astrocytes"
"SPTBN1","GMCL1",0.971,"Astrocytes"
"SPTBN1","SCFD2",0.948,"Astrocytes"
"SPTBN1","DMGDH",0.955,"Astrocytes"
"SPTBN1","SNX24",0.967,"Astrocytes"
"SPTBN1","ARHGEF9",0.964,"Astrocytes"
"SPTBN1","LRRC6",0.326,"Astrocytes"
"SPTBN1","NUP214",0.899,"Astrocytes"
"SPTBN1","KMT5B",0.957,"Astrocytes"
"SPTBN1","CEP83",0.962,"Astrocytes"
"SPTBN1","G2E3",0.955,"Astrocytes"
"SPTBN1","NCBP3",0.961,"Astrocytes"
"SPTBN1","MYH10",0.954,"Astrocytes"
"SPTBN1","GPATCH8",0.396,"Astrocytes"
