source	target	weight	celltype	type
RBM15-AS1	GTPBP1	0.42	T_cells	directed
RBM15-AS1	KCTD13	0.870314	CAMs	directed
RBM15-AS1	PIH1D1	0.844985	CAMs	directed
RBM15-AS1	SLC9A1	0.320162	CAMs	directed
RBM15B	AC104109.3	0.533	Excitatory_neurons	directed
RBM15B	CCAR2	0.85	Excitatory_neurons	directed
RBM19	ACOX3	0.932	Oligodendrocytes	directed
RBM19	FAM120AOS	0.705	OPCs	directed
RBM19	PCNT	0.916	Oligodendrocytes	directed
RBM19	RALGPS1	0.47	Oligodendrocytes	directed
RBM19	RTF2	0.926	Oligodendrocytes	directed
RBM19	SETD4	0.336	OPCs	directed
RBM19	SFXN5	0.942	Oligodendrocytes	directed
RBM19	TTI1	0.941	Oligodendrocytes	directed
RBM19	TVP23B	0.941	Oligodendrocytes	directed
RBM19	ZFAT	0.886	Oligodendrocytes	directed
RBM20	CMTM8	0.87538	CAMs	directed
RBM20	IL4I1	0.878419	CAMs	directed
RBM20	ISY1-RAB43	0.64843	CAMs	directed
RBM20	LINC01902	0.552178	CAMs	directed
RBM20	MAPK11	0.302938	CAMs	directed
RBM20	NLRC5	0.673	T_cells	directed
RBM20	NNMT	0.594732	CAMs	directed
RBM22	FBF1	0.823	Excitatory_neurons	directed
RBM22	LIX1L	0.81	OPCs	directed
RBM22	MCL1	0.652	Excitatory_neurons	directed
RBM22	NCL	0.746	Excitatory_neurons	directed
RBM22	SBDS	0.596	Excitatory_neurons	directed
RBM25	HIF1AN	0.398	Excitatory_neurons	directed
RBM25	LUC7L3	0.761	Excitatory_neurons	directed
RBM25	NKTR	0.411	Excitatory_neurons	directed
RBM25	NSUN6	0.768	Oligodendrocytes	directed
RBM25	PRPF38B	0.805	OPCs	directed
RBM25	RAB29	0.829	Excitatory_neurons	directed
RBM25	SRRM1	0.798	Astrocytes	directed
RBM26	CKAP5	0.81	OPCs	directed
RBM26	DENR	0.517	Vasculature_cells	directed
RBM26	LMBRD2	0.91	Oligodendrocytes	directed
RBM26	METTL8	0.866	Vasculature_cells	directed
RBM26	MFSD8	0.811	Microglia	directed
RBM26	MIA2	0.89	Oligodendrocytes	directed
RBM26	ORC2	0.787	Vasculature_cells	directed
RBM26	ORC5	0.839	Astrocytes	directed
RBM26	PHF20L1	0.6	Astrocytes	directed
RBM26	PPIP5K2	0.888	Oligodendrocytes	directed
RBM26	SREK1	0.916	Oligodendrocytes	directed
RBM26-AS1	HACD1	0.292806	CAMs	directed
RBM28	KIN	0.762	Inhibitory_neurons	directed
RBM3	CPSF4	0.886	Excitatory_neurons	directed
RBM3	DNAJC3-DT	0.743	Excitatory_neurons	directed
RBM3	ZNF554	0.886	Excitatory_neurons	directed
RBM33	AP1AR	0.962	OPCs	directed
RBM33	ATE1	0.864	OPCs	directed
RBM33	C16orf72	0.97	OPCs	directed
RBM33	CEP95	0.604	OPCs	directed
RBM33	DFFB	0.918	Excitatory_neurons	directed
RBM33	EPG5	0.3	Microglia	directed
RBM33	FAM149A	0.937	OPCs	directed
RBM33	GSR	0.952	OPCs	directed
RBM33	HARS	0.862	Astrocytes	directed
RBM33	HERC2	0.946	OPCs	directed
RBM33	KDM3A	0.923	Microglia	directed
RBM33	KLC1	0.916	Microglia	directed
RBM33	MTURN	0.955	OPCs	directed
RBM33	MXRA7	0.956	OPCs	directed
RBM33	NCBP1	0.957	OPCs	directed
RBM33	NPIPB5	0.958	OPCs	directed
RBM33	PANK1	0.917	Excitatory_neurons	directed
RBM33	RBM28	0.877	Excitatory_neurons	directed
RBM33	SENP1	0.911	Excitatory_neurons	directed
RBM33	TAF1	0.908	Microglia	directed
RBM33	USP10	0.855	Astrocytes	directed
RBM33	WDR59	0.93	Microglia	directed
RBM33	ZKSCAN8	0.932	OPCs	directed
RBM33	ZNF254	0.959	OPCs	directed
RBM33	ZNF347	0.87	Microglia	directed
RBM33	ZNF445	0.794	Excitatory_neurons	directed
RBM38	ERH	0.768997	CAMs	directed
RBM39	AC013394.1	0.815	Microglia	directed
RBM39	ANKRD13C	0.906	Vasculature_cells	directed
RBM39	ATP6V1E1	0.975	Vasculature_cells	directed
RBM39	GTF2H1	0.913	Vasculature_cells	directed
RBM39	JOSD1	0.832	Vasculature_cells	directed
RBM39	UBXN4	0.801	Astrocytes	directed
RBM4	AC010542.3	0.756	Excitatory_neurons	directed
RBM4	AC079760.1	0.316	Excitatory_neurons	directed
RBM4	CRYL1	0.389	Excitatory_neurons	directed
RBM4	DAD1	0.796	Microglia	directed
RBM4	MFSD8	0.886	Excitatory_neurons	directed
RBM4	NIPSNAP2	0.724	Excitatory_neurons	directed
RBM4	PCBD2	0.892	Excitatory_neurons	directed
RBM4	RFC3	0.964	Excitatory_neurons	directed
RBM4	SIN3A	0.961	Excitatory_neurons	directed
RBM4	SLC13A3	0.607	Excitatory_neurons	directed
RBM4	STX16-NPEPL1	0.855	Excitatory_neurons	directed
RBM4	TCP11L1	0.927	Excitatory_neurons	directed
RBM4	ZNF383	0.877	Excitatory_neurons	directed
RBM4	ZNF43	0.834	Excitatory_neurons	directed
RBM4	ZNF432	0.941	Excitatory_neurons	directed
RBM4	ZNF621	0.94	Excitatory_neurons	directed
RBM41	AC005609.5	0.927	Excitatory_neurons	directed
RBM41	AC022893.1	0.904	Excitatory_neurons	directed
RBM41	ADD3	0.945	Excitatory_neurons	directed
RBM41	BLZF1	0.847	Excitatory_neurons	directed
RBM41	CEP97	0.824	Excitatory_neurons	directed
RBM41	EXOG	0.787	Astrocytes	directed
RBM41	FAAH2	0.823	Excitatory_neurons	directed
RBM41	FAM117B	0.595	Excitatory_neurons	directed
RBM41	GPBP1L1	0.697	Excitatory_neurons	directed
RBM41	HCG17	0.946	Excitatory_neurons	directed
RBM41	IRAK1BP1	0.645	Excitatory_neurons	directed
RBM41	LINC00476	0.954	Excitatory_neurons	directed
RBM41	STXBP5	0.529	Excitatory_neurons	directed
RBM41	TMEM161B-AS1	0.278	Excitatory_neurons	directed
RBM41	YAE1D1	0.339	Excitatory_neurons	directed
RBM41	ZC4H2	0.512	Excitatory_neurons	directed
RBM41	ZDHHC13	0.745	Excitatory_neurons	directed
RBM41	ZNF782	0.3155	Excitatory_neurons;Inhibitory_neurons	directed
RBM42	FEM1A	0.899	Excitatory_neurons	directed
RBM42	PA2G4	0.881	Excitatory_neurons	directed
RBM44	HPSE2	0.838906	CAMs	directed
RBM45	SYP	0.824	OPCs	directed
RBM47	ACER3	0.963	T_cells	directed
RBM47	BCAT1	0.873	T_cells	directed
RBM47	CHST15	0.61	T_cells	directed
RBM47	CPM	0.851	T_cells	directed
RBM47	CTSZ	0.98	T_cells	directed
RBM47	DNAJC7	0.898	Microglia	directed
RBM47	FGD4	0.566	T_cells	directed
RBM47	HCK	0.47	T_cells	directed
RBM47	IRAK3	0.462	T_cells	directed
RBM47	ITSN1	0.973	T_cells	directed
RBM47	LILRB2	0.696	T_cells	directed
RBM47	LRRK2	0.796	T_cells	directed
RBM47	MERTK	0.953	T_cells	directed
RBM47	MFHAS1	0.924	Microglia	directed
RBM47	PHC2	0.971	T_cells	directed
RBM47	PPP6C	0.907	Microglia	directed
RBM47	PTPRE	0.98	T_cells	directed
RBM47	RAB20	0.909	T_cells	directed
RBM47	SGF29	0.932	Microglia	directed
RBM47	SLC11A1	0.626	T_cells	directed
RBM47	SLC43A2	0.96	T_cells	directed
RBM47	SLC8A1	0.557	T_cells	directed
RBM47	SPTLC2	0.685	T_cells	directed
RBM47	SUSD1	0.9	Microglia	directed
RBM47	TNS3	0.969	T_cells	directed
RBM48	RACGAP1	0.841	Oligodendrocytes	directed
RBM48	RRP15	0.852	Oligodendrocytes	directed
RBM4B	FP700111.1	0.781	Excitatory_neurons	directed
RBM5	CDC16	0.85	Oligodendrocytes	directed
RBM5	INTS3	0.817	Astrocytes	directed
RBM5	SEC31B	0.84	OPCs	directed
RBM5	ZNF791	0.875	Vasculature_cells	directed
RBM6	AGAP4	0.9155	Inhibitory_neurons;Oligodendrocytes	directed
RBM6	AIMP1	0.94	Inhibitory_neurons	directed
RBM6	ARFGAP2	0.947	Microglia	directed
RBM6	ARIH2	0.928	Inhibitory_neurons	directed
RBM6	BICRAL	0.502	Inhibitory_neurons	directed
RBM6	CAD	0.886	Oligodendrocytes	directed
RBM6	CCAR1	0.956	Microglia	directed
RBM6	CCDC84	0.561	Inhibitory_neurons	directed
RBM6	CDKL3	0.827	Excitatory_neurons	directed
RBM6	DPP9	0.905	OPCs	directed
RBM6	DTX2	0.962	Microglia	directed
RBM6	ETHE1	0.402	OPCs	directed
RBM6	FRS2	0.905	Vasculature_cells	directed
RBM6	INTS1	0.966	Microglia	directed
RBM6	NELFA	0.962	Microglia	directed
RBM6	NFATC2IP	0.957	Microglia	directed
RBM6	NFATC3	0.884	OPCs	directed
RBM6	PDCD6	0.962	Microglia	directed
RBM6	PHF20	0.881	Oligodendrocytes	directed
RBM6	PLXNB2	0.815	Microglia	directed
RBM6	POM121C	0.948	Inhibitory_neurons	directed
RBM6	RBM10	0.9	OPCs	directed
RBM6	RBM12B	0.805	Vasculature_cells	directed
RBM6	RFWD3	0.926	Inhibitory_neurons	directed
RBM6	SIPA1L3	0.937	Microglia	directed
RBM6	SMARCC2	0.9	Vasculature_cells	directed
RBM6	THAP4	0.904	OPCs	directed
RBM6	UBE2R2	0.963	Microglia	directed
RBM6	VPS45	0.793	Vasculature_cells	directed
RBM6	WDR6	0.963	Microglia	directed
RBM6	ZFX	0.922	Vasculature_cells	directed
RBM6	ZKSCAN1	0.96	Microglia	directed
RBM6	ZNF251	0.838	Astrocytes	directed
RBM6	ZNF846	0.942	Inhibitory_neurons	directed
RBM8A	ATF4	0.645	OPCs	directed
RBM8A	GOLGA7	0.829	Excitatory_neurons	directed
RBMS1	ABL2	0.453901	CAMs	directed
RBMS1	ANKRD10	0.938	Vasculature_cells	directed
RBMS1	CALU	0.934	Microglia	directed
RBMS1	CEMIP2	0.571429	CAMs	directed
RBMS1	CHSY1	0.885512	CAMs	directed
RBMS1	FNDC3B	0.493	Vasculature_cells	directed
RBMS1	GTF3A	0.915	Microglia	directed
RBMS1	HIVEP2	0.936	Vasculature_cells	directed
RBMS1	MBD4	0.909	Microglia	directed
RBMS1	NUTM2A-AS1	0.922	Vasculature_cells	directed
RBMS1	PANK2	0.991	Vasculature_cells	directed
RBMS1	PSD3	0.366768	CAMs	directed
RBMS1	RAD23A	0.918	Microglia	directed
RBMS1	RRP15	0.911	Microglia	directed
RBMS1	SETD5	0.723	Vasculature_cells	directed
RBMS1	SMAD5	0.923	Vasculature_cells	directed
RBMS1	WDFY3	0.825735	CAMs	directed
RBMS2	CTNNBIP1	0.594	Astrocytes	directed
RBMS3-AS1	HCG22	0.212766	CAMs	directed
RBMS3-AS2	GRID1-AS1	0.453901	CAMs	directed
RBMX	PLXNC1	0.772	Oligodendrocytes	directed
RBP1	AC018512.1	0.896657	CAMs	directed
RBP1	AC068896.1	0.87538	CAMs	directed
RBP1	AL359091.1	0.764	Oligodendrocytes	directed
RBP1	CHRNA7	0.703141	CAMs	directed
RBP1	CNKSR1	0.674772	CAMs	directed
RBP1	EFNA1	0.493	Oligodendrocytes	directed
RBP1	MED29	0.882	Oligodendrocytes	directed
RBP1	PAQR9	0.74772	CAMs	directed
RBP2	AC006064.2	0.982776	CAMs	directed
RBP2	AC015853.3	0.97771	CAMs	directed
RBP2	AC068888.1	0.978723	CAMs	directed
RBP2	AC090579.1	0.982776	CAMs	directed
RBP2	AC124283.1	0.617021	CAMs	directed
RBP2	AC243964.2	0.981763	CAMs	directed
RBP2	AGBL1	0.981763	CAMs	directed
RBP2	AL035427.1	0.969605	CAMs	directed
RBP2	AL157392.2	0.974671	CAMs	directed
RBP2	AL356805.1	0.990881	CAMs	directed
RBP2	AL359706.1	0.767984	CAMs	directed
RBP2	AL445248.1	0.83384	CAMs	directed
RBP2	AL513188.1	0.809524	CAMs	directed
RBP2	AP001021.2	0.638298	CAMs	directed
RBP2	ARHGEF38	0.589666	CAMs	directed
RBP2	BOLA1	0.984802	CAMs	directed
RBP2	CCDC88C	0.975684	CAMs	directed
RBP2	CHAF1A	0.988855	CAMs	directed
RBP2	CLDN10	0.813576	CAMs	directed
RBP2	COPS5	0.975684	CAMs	directed
RBP2	CX3CR1	0.969605	CAMs	directed
RBP2	FAM72A	0.976697	CAMs	directed
RBP2	GPAT3	0.968592	CAMs	directed
RBP2	HIST3H2BB	0.970618	CAMs	directed
RBP2	ICAM2	0.973658	CAMs	directed
RBP2	IGFBP7	0.984802	CAMs	directed
RBP2	KCNMB1	0.777102	CAMs	directed
RBP2	MAPK13	0.98075	CAMs	directed
RBP2	MARVELD1	0.971631	CAMs	directed
RBP2	MIR181A2HG	0.981763	CAMs	directed
RBP2	NAA60	0.974671	CAMs	directed
RBP2	NREP	0.98075	CAMs	directed
RBP2	NUCB1-AS1	0.81459	CAMs	directed
RBP2	NUDT14	0.982776	CAMs	directed
RBP2	OVOL2	0.820669	CAMs	directed
RBP2	PDE5A	0.985816	CAMs	directed
RBP2	RPS26	0.983789	CAMs	directed
RBP2	SLC16A6	0.591692	CAMs	directed
RBP2	STT3A-AS1	0.985816	CAMs	directed
RBP2	SVOP	0.984802	CAMs	directed
RBP2	TNFSF10	0.989868	CAMs	directed
RBP2	TPBG	0.948328	CAMs	directed
RBP2	ZFP69	0.988855	CAMs	directed
RBP2	ZNF451-AS1	0.97771	CAMs	directed
RBP4	CXCL14	0.801418	CAMs	directed
RBPJ	AGTPBP1	0.981	Microglia	directed
RBPJ	GNPAT	0.835	Oligodendrocytes	directed
RBPJ	GOLPH3L	0.906	Excitatory_neurons	directed
RBPJ	HMGB1	0.762	Excitatory_neurons	directed
RBPJ	LPGAT1	0.653	Oligodendrocytes	directed
RBPMS	ATM	0.52	T_cells	directed
RBPMS	LINC00607	0.563	T_cells	directed
RBPMS	RGL2	0.983	T_cells	directed
RBPMS	RNF213	0.97	T_cells	directed
RBPMS	SDF2L1	0.529	T_cells	directed
RBPMS	UTRN	0.928	T_cells	directed
RBPMS	VCL	0.814	Vasculature_cells	directed
RBPMS	ZFP37	0.297	T_cells	directed
RBSN	C12orf4	0.206	Vasculature_cells	directed
RBSN	GTPBP4	0.835	Excitatory_neurons	directed
RBSN	SNIP1	0.839	Excitatory_neurons	directed
RBSN	USP14	0.91	Excitatory_neurons	directed
RBX1	FAM216A	0.853	Inhibitory_neurons	directed
RBX1	POLR2B	0.825	Inhibitory_neurons	directed
RBX1	SNX6	0.863	Excitatory_neurons	directed
RBX1	SUMO3	0.798	Oligodendrocytes	directed
RBX1	ZFP82	0.894	OPCs	directed
RC3H1	CYP20A1	0.818	Vasculature_cells	directed
RC3H1	DDX52	0.835	Oligodendrocytes	directed
RC3H1	HEATR1	0.805	Astrocytes	directed
RC3H1	MRPL11	0.818	Excitatory_neurons	directed
RC3H1	MTERF3	0.824	Inhibitory_neurons	directed
RC3H1	POLR2A	0.801	Microglia	directed
RC3H1	VPS4B	0.854	Oligodendrocytes	directed
RC3H2	IREB2	0.641	Excitatory_neurons	directed
RC3H2	NAA30	0.909	Oligodendrocytes	directed
RC3H2	PRDM4	0.89	Oligodendrocytes	directed
RC3H2	SUPT16H	0.907	Oligodendrocytes	directed
RC3H2	TSG101	0.913	Oligodendrocytes	directed
RCAN1	DELE1	0.851	Oligodendrocytes	directed
RCAN1	KLF3	0.927	Oligodendrocytes	directed
RCAN2	ADCY5	0.537	Vasculature_cells	directed
RCAN2	AKIRIN1	0.898	Inhibitory_neurons	directed
RCAN2	CEP131	0.854	Excitatory_neurons	directed
RCAN2	DCTN5	0.927	Inhibitory_neurons	directed
RCAN2	DTNA	0.879	Vasculature_cells	directed
RCAN2	ELMO1	0.309	Excitatory_neurons	directed
RCAN2	KPNA4	0.9	Inhibitory_neurons	directed
RCAN2	PPM1A	0.899	Inhibitory_neurons	directed
RCAN2	WTIP	0.869	Vasculature_cells	directed
RCAN3	AK2	0.779	Oligodendrocytes	directed
RCBTB1	ELAC2	0.86	OPCs	directed
RCBTB1	PANK1	0.883	OPCs	directed
RCBTB1	SAP30L	0.971	OPCs	directed
RCC1L	NT5M	0.784	Excitatory_neurons	directed
RCC2	RBM23	0.808	Microglia	directed
RCC2	SEZ6L	0.936	Inhibitory_neurons	directed
RCCD1	ARRDC3-AS1	0.822	T_cells	directed
RCE1	AL159169.2	0.784	Excitatory_neurons	directed
RCHY1	CLCN3	0.357	Excitatory_neurons	directed
RCL1	ZDHHC15	0.768	Excitatory_neurons	directed
RCN2	CREG1	0.807	Oligodendrocytes	directed
RCN2	IFT20	0.854	OPCs	directed
RCN2	KLHDC2	0.865	OPCs	directed
RCN2	MFF	0.668	OPCs	directed
RCN2	PON2	0.898	OPCs	directed
RCN3	MRPL14	0.838	T_cells	directed
RCOR1	GPR107	0.813	Astrocytes	directed
RCOR2	AC095050.1	0.182371	CAMs	directed
RCOR2	CITED1	0.181358	CAMs	directed
RCOR3	ABCA10	0.764	Excitatory_neurons	directed
RCOR3	ABCA5	0.961	OPCs	directed
RCOR3	ALMS1	0.316	Oligodendrocytes	directed
RCOR3	APIP	0.9325	Inhibitory_neurons;OPCs	directed
RCOR3	ATG10	0.836	Astrocytes	directed
RCOR3	CACFD1	0.878	Inhibitory_neurons	directed
RCOR3	CD46	0.98	OPCs	directed
RCOR3	COA1	0.835	Excitatory_neurons	directed
RCOR3	CUL4B	0.968	Oligodendrocytes	directed
RCOR3	DDHD1	0.966	Oligodendrocytes	directed
RCOR3	DERA	0.873	Excitatory_neurons	directed
RCOR3	EPM2A	0.967	Oligodendrocytes	directed
RCOR3	FAM76B	0.902	Excitatory_neurons;Microglia	directed
RCOR3	GSTCD	0.971	OPCs	directed
RCOR3	KIF3A	0.724	OPCs	directed
RCOR3	LARP7	0.965	OPCs	directed
RCOR3	LRIG2	0.965	Oligodendrocytes	directed
RCOR3	MDM1	0.972	Oligodendrocytes	directed
RCOR3	METAP1	0.974	OPCs	directed
RCOR3	MFN1	0.967	Oligodendrocytes	directed
RCOR3	MRE11	0.975	Oligodendrocytes	directed
RCOR3	MRPL42	0.971	OPCs	directed
RCOR3	MYSM1	0.706	OPCs	directed
RCOR3	NDUFA10	0.963	Oligodendrocytes	directed
RCOR3	NUP188	0.974	OPCs	directed
RCOR3	PARP14	0.382	OPCs	directed
RCOR3	PCTP	0.975	OPCs	directed
RCOR3	PCYT1A	0.969	Oligodendrocytes	directed
RCOR3	PIAS2	0.954	Oligodendrocytes	directed
RCOR3	PIK3C2A	0.947	OPCs	directed
RCOR3	RABGAP1L	0.91	Oligodendrocytes	directed
RCOR3	RCBTB1	0.973	Oligodendrocytes	directed
RCOR3	RNF14	0.975	Oligodendrocytes	directed
RCOR3	SIAH1	0.893	Microglia	directed
RCOR3	SLC11A2	0.974	OPCs	directed
RCOR3	SPTLC1	0.966	Oligodendrocytes	directed
RCOR3	STIM2	0.966	Oligodendrocytes	directed
RCOR3	TENT5A	0.968	OPCs	directed
RCOR3	TMEM165	0.964	OPCs	directed
RCOR3	TRIM33	0.98	Oligodendrocytes	directed
RCOR3	UHRF1BP1L	0.967	Oligodendrocytes	directed
RCOR3	UNC80	0.784	Excitatory_neurons	directed
RCOR3	UVRAG	0.938	Oligodendrocytes	directed
RCOR3	VPS4B	0.884	Inhibitory_neurons	directed
RCOR3	YME1L1	0.975	OPCs	directed
RCOR3	ZNF143	0.972	OPCs	directed
RCOR3	ZNF189	0.966	OPCs	directed
RCOR3	ZNF484	0.977	OPCs	directed
RCOR3	ZNF561	0.67	OPCs	directed
RCOR3	ZNF736	0.968	Oligodendrocytes	directed
RCOR3	ZNF780A	0.891	Microglia	directed
RCSD1	DECR1	0.796	Microglia	directed
RCVRN	ALKBH7	0.941	T_cells	directed
RCVRN	CHST1	0.786	T_cells	directed
RCVRN	CKS2	0.949	T_cells	directed
RCVRN	DIRAS2	0.959	T_cells	directed
RCVRN	EFCAB1	0.558	T_cells	directed
RCVRN	GRB14	0.83384	CAMs	directed
RCVRN	INAFM1	0.718	T_cells	directed
RCVRN	KCNN4	0.938	T_cells	directed
RCVRN	PDLIM4	0.884	T_cells	directed
RCVRN	SNRPD2	0.949	T_cells	directed
RCVRN	UQCRQ	0.939	T_cells	directed
RCVRN	YJEFN3	0.939	T_cells	directed
RDH10	GTF2E1	0.833	T_cells	directed
RDH10-AS1	AC087241.3	0.504559	CAMs	directed
RDH12	AL355838.1	0.621	T_cells	directed
RDH12	RPS15A	0.390071	CAMs	directed
RDH14	FOXK1	0.485	Excitatory_neurons	directed
RDH14	RCN2	0.815	Excitatory_neurons	directed
RDH16	AC008667.1	0.279635	CAMs	directed
RDH16	AC110079.2	0.438703	CAMs	directed
RDH16	DLGAP1-AS2	0.585613	CAMs	directed
RDH16	PARP3	0.607903	CAMs	directed
RDH16	PSORS1C1	0.175279	CAMs	directed
RDM1	RFX4	0.511	T_cells	directed
RDX	IQCK	0.811	Oligodendrocytes	directed
REC114	AC012213.3	0.567376	CAMs	directed
REC114	AC022382.1	0.35461	CAMs	directed
REC114	AC040977.2	0.564336	CAMs	directed
REC114	AC048380.1	0.574468	CAMs	directed
REC114	AC092674.1	0.403242	CAMs	directed
REC114	AL354732.1	0.563323	CAMs	directed
REC114	AL356275.1	0.350557	CAMs	directed
REC114	CTHRC1	0.561297	CAMs	directed
REC114	DUSP14	0.327254	CAMs	directed
REC114	NHLH1	0.419453	CAMs	directed
REC114	NPM1	0.814	T_cells	directed
REC114	NUDT15	0.346505	CAMs	directed
REC114	SARNP	0.56535	CAMs	directed
REC114	SCML4	0.339412	CAMs	directed
REC114	STEAP4	0.569402	CAMs	directed
REC114	TWIST1	0.444782	CAMs	directed
REC8	CENPT	0.523	Excitatory_neurons	directed
REC8	CXXC1	0.29	Excitatory_neurons	directed
RECK	CROT	0.765	Excitatory_neurons	directed
RECK	FBXO21	0.853	Oligodendrocytes	directed
RECK	RBMX	0.821	Microglia	directed
RECQL4	AC087386.1	0.748	T_cells	directed
RECQL4	FOXG1	0.895	T_cells	directed
RECQL4	MOB4	0.905	T_cells	directed
REEP1	ERGIC2	0.624	Excitatory_neurons	directed
REEP1	HIP1R	0.799	Excitatory_neurons	directed
REEP2	ATG4D	0.692	Inhibitory_neurons	directed
REEP2	DBN1	0.819	Astrocytes	directed
REEP2	SCAMP5	0.514	Excitatory_neurons	directed
REEP5	ARL1	0.907	Inhibitory_neurons	directed
REEP5	CAND1	0.811	Inhibitory_neurons	directed
REEP5	SGCB	0.934	Inhibitory_neurons	directed
REEP5	TIMP2	0.952	Inhibitory_neurons	directed
REEP5	YIPF6	0.925	Inhibitory_neurons	directed
REEP6	AC126755.2	0.672746	CAMs	directed
REEP6	CYP51A1	0.556231	CAMs	directed
REEP6	MAGEC3	0.402229	CAMs	directed
REEP6	SOX8	0.453901	CAMs	directed
REL	ELL2	0.76	Microglia	directed
REL	MBP	0.597	Microglia	directed
REL	PAPOLG	0.664	Microglia	directed
REL	SAT1	0.698	Microglia	directed
REL	UBN1	0.81	Excitatory_neurons	directed
RELA	AC005726.1	0.473	Inhibitory_neurons	directed
RELA	AC007038.1	0.953	Oligodendrocytes	directed
RELA	AP003469.4	0.347	Excitatory_neurons	directed
RELA	CFTR	0.962	Oligodendrocytes	directed
RELA	COLGALT1	0.932	Oligodendrocytes	directed
RELA	CPQ	0.837	Excitatory_neurons	directed
RELA	E2F4	0.806	Excitatory_neurons;Oligodendrocytes	directed
RELA	FBXL13	0.517	Excitatory_neurons	directed
RELA	FSD1	0.953	Oligodendrocytes	directed
RELA	KLC2	0.959	Oligodendrocytes	directed
RELA	KLHL21	0.47	Oligodendrocytes	directed
RELA	LRRC8A	0.96	Oligodendrocytes	directed
RELA	MAZ	0.736	Oligodendrocytes	directed
RELA	MGAT1	0.997	Oligodendrocytes	directed
RELA	SLC2A1	0.95	Oligodendrocytes	directed
RELA	SOX12	0.763	Oligodendrocytes	directed
RELA	SOX6	0.729	Oligodendrocytes	directed
RELA	SPOUT1	0.87	Oligodendrocytes	directed
RELL1	AMMECR1	0.823	Astrocytes	directed
RELL1	C4orf19	0.856	Astrocytes	directed
RELL1	CREB5	0.501	Excitatory_neurons	directed
RELL1	EBPL	0.795	OPCs	directed
RELL1	TAPBP	0.943	Vasculature_cells	directed
RELL2	AC083798.2	0.816	T_cells	directed
RELL2	GALE	0.823	Excitatory_neurons	directed
RELL2	NUDT22	0.843	Inhibitory_neurons	directed
RELL2	ULK3	0.482	Inhibitory_neurons	directed
RELN	CCNC	0.309	T_cells	directed
RENBP	SLC35E4	0.855	Astrocytes	directed
REP15	ARV1	0.930091	CAMs	directed
REP15	BANF1	0.925025	CAMs	directed
REP15	NDUFB4	0.924012	CAMs	directed
REP15	PFN1	0.931104	CAMs	directed
REP15	PLRG1	0.920973	CAMs	directed
REP15	RSL24D1	0.944276	CAMs	directed
REPS1	AL021368.2	0.919	Inhibitory_neurons	directed
REPS1	CEP192	0.873	Inhibitory_neurons	directed
REPS1	MLLT10	0.39	Excitatory_neurons	directed
REPS1	MTFMT	0.813	Oligodendrocytes	directed
REPS1	NEK10	0.925	Inhibitory_neurons	directed
REPS1	PPM1B	0.899	Inhibitory_neurons	directed
REPS1	PRKAA2	0.91	Inhibitory_neurons	directed
REPS1	TENT2	0.71	Inhibitory_neurons	directed
REPS2	AC124312.1	0.621	Excitatory_neurons	directed
REPS2	ARMC8	0.955	Inhibitory_neurons	directed
REPS2	ARNTL	0.936	Excitatory_neurons	directed
REPS2	EZH2	0.961	Inhibitory_neurons	directed
REPS2	FAAH2	0.902	OPCs	directed
REPS2	GPR137B	0.962	Inhibitory_neurons	directed
REPS2	HAGHL	0.902	OPCs	directed
REPS2	HECTD1	0.84	Inhibitory_neurons	directed
REPS2	MED28	0.956	Inhibitory_neurons	directed
REPS2	RHOXF1-AS1	0.88	OPCs	directed
REPS2	RRP36	0.961	Inhibitory_neurons	directed
REPS2	SART3	0.973	Inhibitory_neurons	directed
REPS2	SEC14L1	0.935	Inhibitory_neurons	directed
REPS2	SETD3	0.622	Excitatory_neurons	directed
REPS2	SETDB2	0.608	Excitatory_neurons	directed
REPS2	SLC9B2	0.777	Inhibitory_neurons	directed
REPS2	SUCLG1	0.339	Inhibitory_neurons	directed
REPS2	SUCO	0.962	Inhibitory_neurons	directed
REPS2	SUDS3	0.945	Inhibitory_neurons	directed
REPS2	TMEM87B	0.947	Excitatory_neurons	directed
REPS2	USP31	0.726	Excitatory_neurons	directed
REPS2	WDR37	0.935	Inhibitory_neurons	directed
REPS2	ZC3H7A	0.962	Inhibitory_neurons	directed
RER1	C5orf15	0.809	Oligodendrocytes	directed
RERE	AC006978.2	0.978	Microglia	directed
RERE	AC007566.1	0.992	Microglia	directed
RERE	AC009061.2	0.979	Oligodendrocytes	directed
RERE	AC026471.4	0.995	Microglia	directed
RERE	ACAD10	0.989	Microglia	directed
RERE	ADCY9	0.975	OPCs	directed
RERE	AGO3	0.567	Inhibitory_neurons	directed
RERE	AMFR	0.997	Microglia	directed
RERE	ANKIB1	0.869	Oligodendrocytes	directed
RERE	ANKRD36	0.995	Microglia	directed
RERE	ARFRP1	0.986	OPCs	directed
RERE	ARHGAP21	0.941	Microglia	directed
RERE	ARHGEF6	0.966	Microglia	directed
RERE	ARIH2	0.969	Oligodendrocytes	directed
RERE	ARL15	0.7635	Inhibitory_neurons;Microglia	directed
RERE	ARL8B	0.914	Vasculature_cells	directed
RERE	ATG7	0.961	OPCs	directed
RERE	ATP2B2	0.986	OPCs	directed
RERE	ATP9A	0.871	OPCs;Oligodendrocytes	directed
RERE	ATPAF1	0.995	Microglia	directed
RERE	ATXN2	0.977	OPCs	directed
RERE	ATXN3	0.996	Microglia	directed
