context_id	module_id	assay_feature_identifier	effect_id	module_order	current_approved_symbol	respiratory_complex	inclusion_reason	member_order	schema_version	effect_type	log2_fold_change	standard_error	ci_low	ci_high	ql_f_statistic	p_value	residual_df	model_status	failure_reason	q_value	admitted_to_score	context_order	contrast_order	display_estimate	display_clipped	ci_excludes_zero	record_type	display_limit
excitatory_neurons	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.328316756329746	0.337078554313466	-0.992004499469079	0.335370986809588	0.955835262121544	0.329128551800999	265.452807721493	estimated	NA	1	TRUE	2	6	-0.328316756329746	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.0789017289663626	0.348718723797689	-0.765508277576657	0.607704819643932	0.0515605472534901	0.82054449195072	265.452807721493	estimated	NA	1	TRUE	2	7	-0.0789017289663626	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e2	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.294822798420323	0.525966102482253	-0.740870336606428	1.33051593344707	0.312775841048874	0.57646296137586	260.13417942555	estimated	NA	1	TRUE	3	1	0.294822798420323	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e33	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.200761778738692	0.246153771830244	-0.2839458296839	0.685469387161285	0.641130985038352	0.424032227791942	260.13417942555	estimated	NA	1	TRUE	3	2	0.200761778738692	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e4	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0978154357471847	0.384573289057151	-0.659457539662079	0.855088411156448	0.064760507218122	0.799325141747509	260.13417942555	estimated	NA	1	TRUE	3	3	0.0978154357471847	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.406466042602376	0.361811895585552	-1.11891898331563	0.305986898110882	1.23673598349631	0.267127728462535	260.13417942555	estimated	NA	1	TRUE	3	4	-0.406466042602376	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.500527062284006	0.457623679202588	-1.40164540572667	0.400591281158662	1.16239055724763	0.281969037073828	260.13417942555	estimated	NA	1	TRUE	3	5	-0.500527062284006	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.339892419557845	0.316225927434483	-0.962580879167108	0.282796040051418	1.16573208825699	0.28127995310408	260.13417942555	estimated	NA	1	TRUE	3	6	-0.339892419557845	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.236946076566338	0.328549422152576	-0.883901040839744	0.410008887707069	0.528098190720581	0.468060935034772	260.13417942555	estimated	NA	1	TRUE	3	7	-0.236946076566338	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e2	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0811628529926286	0.531147162343241	-0.964891288996864	1.12721699498212	0.0235131707367325	0.878252861005531	251.948030347914	estimated	NA	1	TRUE	4	1	0.0811628529926286	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e33	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.213277248589657	0.23230912746467	-0.244237998096995	0.670792495276309	0.813601602845798	0.367919054264714	251.948030347914	estimated	NA	1	TRUE	4	2	0.213277248589657	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e4	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.551543589139594	0.358602349164066	-0.154696600519601	1.25778377879879	2.37846862354696	0.124273127079133	251.948030347914	estimated	NA	1	TRUE	4	3	0.551543589139594	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.493307077081427	0.357085621625949	-1.19656018663175	0.209946032468899	1.87082400615991	0.172599490407565	251.948030347914	estimated	NA	1	TRUE	4	4	-0.493307077081427	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.361192681484399	0.459198042706628	-1.26554847705641	0.543163114087609	0.622590259973498	0.430828221726009	251.948030347914	estimated	NA	0.89670068829728	TRUE	4	5	-0.361192681484399	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.072925647821175	0.291604589787282	-0.501367524761027	0.647218820403377	0.0621136915030259	0.803388882904584	251.948030347914	estimated	NA	1	TRUE	4	6	0.072925647821175	FALSE	FALSE	module_member_gene_effect	2
immune_cells	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.265340692728762	0.311638973111784	-0.879090067178531	0.348408681721007	0.735306029343683	0.391983625280396	251.948030347914	estimated	NA	1	TRUE	4	7	-0.265340692728762	FALSE	FALSE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e2	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.76650244646089	0.52623020433774	-0.269833143577524	1.8028380364993	2.10926548700002	0.147645079084045	253.722219808483	estimated	NA	0.994173324970137	TRUE	5	1	0.76650244646089	FALSE	FALSE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e33	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.416993455651345	0.234317903624174	-0.0444623500155409	0.878449261318232	3.01418039533526	0.0837530799435308	253.722219808483	estimated	NA	0.775330334472935	TRUE	5	2	0.416993455651345	FALSE	FALSE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e4	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0124495974268862	0.374065869525665	-0.724219963561121	0.749119158414893	0.00111544061513702	0.97338329348179	253.722219808483	estimated	NA	1	TRUE	5	3	0.0124495974268862	FALSE	FALSE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.624590763783658	0.352312084145062	-1.31841933650808	0.0692378089407661	3.04571438639396	0.0821611370719138	253.722219808483	estimated	NA	1	TRUE	5	4	-0.624590763783658	FALSE	FALSE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.974099754593201	0.458410788469787	-1.87687464480818	-0.0713248643782181	4.40842543092062	0.0367497167029653	253.722219808483	estimated	NA	0.880781689041872	TRUE	5	5	-0.974099754593201	FALSE	TRUE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.205440177085014	0.302499912478314	-0.801170757923319	0.390290403753291	0.466436559685078	0.495254228363575	253.722219808483	estimated	NA	0.979832085147696	TRUE	5	6	-0.205440177085014	FALSE	FALSE	module_member_gene_effect	2
opcs	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.199103681139445	0.321437392596382	-0.433921575052393	0.832128937331283	0.378937004161444	0.538724464521138	253.722219808483	estimated	NA	0.999977472446412	TRUE	5	7	0.199103681139445	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e2	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.483578778201425	0.457550579041826	-0.417345197845349	1.3845027542482	1.11915577194616	0.291069949375469	263.287074754117	estimated	NA	1	TRUE	6	1	0.483578778201425	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e33	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.291823172608667	0.212402238165658	-0.126400030889772	0.710046376107107	1.87636087871132	0.171915395975643	263.287074754117	estimated	NA	1	TRUE	6	2	0.291823172608667	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e4	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0978076550565721	0.335598380794756	-0.562990607320522	0.758605917433666	0.0850048852134547	0.770855717144354	263.287074754117	estimated	NA	1	TRUE	6	3	0.0978076550565721	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.547695234167227	0.313582312442674	-1.16514352662796	0.0697530582935076	2.95904484333984	0.0865733831256754	263.287074754117	estimated	NA	1	TRUE	6	4	-0.547695234167227	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.739450839759985	0.397512341425892	-1.52215862239475	0.0432569428747749	3.45246480363669	0.0642736655062176	263.287074754117	estimated	NA	1	TRUE	6	5	-0.739450839759985	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.247944989041097	0.275471544722467	-0.790352606312247	0.294462628230053	0.818475994532761	0.366453206471752	263.287074754117	estimated	NA	1	TRUE	6	6	-0.247944989041097	FALSE	FALSE	module_member_gene_effect	2
oligodendrocytes	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.0539294714890022	0.285708219410782	-0.616493255278414	0.50863431230041	0.0357767436382461	0.850123007912206	263.287074754117	estimated	NA	1	TRUE	6	7	-0.0539294714890022	FALSE	FALSE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e2	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	1.8201278828617	0.652525056443691	0.533128605823292	3.10712715990011	8.08110326411572	0.00495439165877559	192.9182972893	estimated	NA	0.0780364880728544	TRUE	7	1	1.8201278828617	FALSE	TRUE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e33	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0706403237972971	0.240982705650617	-0.404658769913239	0.545939417507833	0.0845814606493559	0.771494585255483	192.9182972893	estimated	NA	0.999963364449761	TRUE	7	2	0.0706403237972971	FALSE	FALSE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	sex_F_minus_M__e4	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0788638822061453	0.395324103972575	-0.700848453717716	0.858576218130006	0.0400247082619402	0.841643011523206	192.9182972893	estimated	NA	0.999863419913936	TRUE	7	3	0.0788638822061453	FALSE	FALSE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-0.385634707306434	0.458505090761505	-1.28996123776114	0.518691823148275	0.691432102197254	0.406705721276532	192.9182972893	estimated	NA	0.932188047309947	TRUE	7	4	-0.385634707306434	FALSE	FALSE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	apoe_e2_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	-2.13512226637084	0.526164801460386	-3.17289654399509	-1.09734798874659	16.1503067154713	8.3828703907635e-05	192.9182972893	estimated	NA	0.00721997007272567	TRUE	7	5	-2.13512226637084	TRUE	TRUE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Female	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0234172174290758	0.307505002438812	-0.583086259972019	0.62992069483017	0.00585004047695448	0.939112065832341	192.9182972893	estimated	NA	0.999910829314632	TRUE	7	6	0.0234172174290758	FALSE	FALSE	module_member_gene_effect	2
vasculature	mtdna_oxphos_13	MT-ND1	apoe_e4_minus_e33__Male	1	MT-ND1	I	mtDNA-encoded structural OXPHOS subunit	1	phase13_gene_support_atlas_plot_v1	modifier	0.0151936590202276	0.345856031487888	-0.666950969892877	0.697338287933333	0.00191996492137073	0.965095273332516	192.9182972893	estimated	NA	0.999785684435019	TRUE	7	7	0.0151936590202276	FALSE	FALSE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e2	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	1.75912554231272	0.924352726605227	-0.0611273816247908	3.57937846625022	3.59312938199995	0.0591386047173951	257.512083133928	estimated	NA	0.828613383942036	TRUE	1	1	1.75912554231272	FALSE	FALSE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e33	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.138070384376913	0.419476091924971	-0.687969893183068	0.964110661936894	0.0995845575770902	0.752584347704011	257.512083133928	estimated	NA	1	TRUE	1	2	0.138070384376913	FALSE	FALSE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e4	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.425040829428649	0.66439786186755	-0.88330404359809	1.73338570245539	0.405783907939055	0.524683113872473	257.512083133928	estimated	NA	1	TRUE	1	3	0.425040829428649	FALSE	FALSE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	apoe_e2_minus_e33__Female	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-0.778851294504964	0.646955431308343	-2.0528482023966	0.495145613386672	1.35674100116592	0.245180991106787	257.512083133928	estimated	NA	1	TRUE	1	4	-0.778851294504964	FALSE	FALSE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	apoe_e2_minus_e33__Male	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-2.39990645244077	0.787463545406406	-3.950594604013	-0.849218300868543	8.57569586045673	0.00371182049633194	257.512083133928	estimated	NA	0.498561995922634	TRUE	1	5	-2.39990645244077	TRUE	TRUE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	apoe_e4_minus_e33__Female	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-0.10685834786372	0.542115602986942	-1.17440267704334	0.960685981315896	0.0385936564279662	0.844410813570445	257.512083133928	estimated	NA	1	TRUE	1	6	-0.10685834786372	FALSE	FALSE	module_member_gene_effect	2
astrocytes	mtdna_oxphos_13	MT-ND2	apoe_e4_minus_e33__Male	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-0.393828792915455	0.568441120357819	-1.51321383028933	0.725556244458416	0.478827172213507	0.489577481515592	257.512083133928	estimated	NA	1	TRUE	1	7	-0.393828792915455	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e2	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	1.21104508266135	0.755104607017709	-0.275723809205173	2.69781397452788	2.5620129435148	0.110650722649195	264.963762734835	estimated	NA	0.929233237410482	TRUE	2	1	1.21104508266135	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e33	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.522367828640704	0.352790887988662	-0.172262442080463	1.21699809936187	2.05320769303446	0.15306469313396	264.963762734835	estimated	NA	1	TRUE	2	2	0.522367828640704	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e4	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.0895841465285549	0.55544994645686	-1.00407320068668	1.18324149374379	0.0258628312881884	0.872358307885334	264.963762734835	estimated	NA	1	TRUE	2	3	0.0895841465285549	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	apoe_e2_minus_e33__Female	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-0.724654682747743	0.518515324060914	-1.74558932757077	0.296279962075287	1.86539022642193	0.173162186929065	264.963762734835	estimated	NA	1	TRUE	2	4	-0.724654682747743	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	apoe_e2_minus_e33__Male	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-1.41333193676839	0.656730940590237	-2.70640725867926	-0.120256614857519	4.3998283385378	0.0368900210770979	264.963762734835	estimated	NA	0.493928759398334	TRUE	2	5	-1.41333193676839	FALSE	TRUE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	apoe_e4_minus_e33__Female	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-0.695370860178475	0.45678908096502	-1.59476915468148	0.204027434324533	2.38977866867287	0.123324430798934	264.963762734835	estimated	NA	1	TRUE	2	6	-0.695370860178475	FALSE	FALSE	module_member_gene_effect	2
excitatory_neurons	mtdna_oxphos_13	MT-ND2	apoe_e4_minus_e33__Male	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	-0.262587178066326	0.472494323448043	-1.19290842780755	0.667734071674897	0.313122615559871	0.576243023467244	264.963762734835	estimated	NA	1	TRUE	2	7	-0.262587178066326	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e2	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.808522389705094	0.700614944866307	-0.571109359687863	2.18815413909805	1.31487020984916	0.252573799662407	258.802927069708	estimated	NA	1	TRUE	3	1	0.808522389705094	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e33	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.334609977821167	0.327794656440156	-0.310874276575509	0.980094232217843	0.989333509171279	0.320834377855251	258.802927069708	estimated	NA	1	TRUE	3	2	0.334609977821167	FALSE	FALSE	module_member_gene_effect	2
inhibitory_neurons	mtdna_oxphos_13	MT-ND2	sex_F_minus_M__e4	1	MT-ND2	I	mtDNA-encoded structural OXPHOS subunit	2	phase13_gene_support_atlas_plot_v1	modifier	0.207849014324465	0.511973590659975	-0.800315349996939	1.21601337864587	0.164031289179134	0.68580636754737	258.802927069708	estimated	NA	1	TRUE	3	3	0.207849014324465	FALSE	FALSE	module_member_gene_effect	2
