schema_version	network	gene	pathway	pathway_code	pathway_display_label	pathway_color	pathway_url	pathway_background_gene_count	display_overlap_gene_count	raw_hypergeometric_p	bh_fdr	fdr_significant_0_05
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFS3	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFA12	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB1	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB2	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB4	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB9	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFS3	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	PYURF	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	57	7	2.034403448808773e-09	4.6935051449083126e-07	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	ATP5MG	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	D	Mitochondrial protein degradation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	78	4	0.000267273616677336	0.02533159944730751	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	ATP5PF	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	D	Mitochondrial protein degradation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	78	4	0.000267273616677336	0.02533159944730751	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	COX5A	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	D	Mitochondrial protein degradation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	78	4	0.000267273616677336	0.02533159944730751	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFS3	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	D	Mitochondrial protein degradation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	78	4	0.000267273616677336	0.02533159944730751	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	MRPL50	REACTOME_TRANSLATION	T	Translation	#7B3294	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	281	5	0.0052463372012107	0.34191045639761475	False
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	MRPS14	REACTOME_TRANSLATION	T	Translation	#7B3294	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	281	5	0.0052463372012107	0.34191045639761475	False
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	RPS15	REACTOME_TRANSLATION	T	Translation	#7B3294	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	281	5	0.0052463372012107	0.34191045639761475	False
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	SPCS2	REACTOME_TRANSLATION	T	Translation	#7B3294	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	281	5	0.0052463372012107	0.34191045639761475	False
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	SRP14	REACTOME_TRANSLATION	T	Translation	#7B3294	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	281	5	0.0052463372012107	0.34191045639761475	False
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	LAMTOR5	REACTOME_MTORC1_MEDIATED_SIGNALLING	M	mTORC1-mediated signaling	#CC79A7	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MTORC1_MEDIATED_SIGNALLING	20	1	0.07955548429327064	1.0	False
