schema_version	network	gene	pathway	pathway_code	pathway_display_label	pathway_color	pathway_url	pathway_background_gene_count	display_overlap_gene_count	raw_hypergeometric_p	bh_fdr	fdr_significant_0_05
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	ATP5IF1	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	ATP5MG	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	ATP5PF	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	COX5A	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	COX7C	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFA12	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB1	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB2	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB4	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
phase18_lamtor5_inhibitory_consensus_v1	Inhibitory_neurons	NDUFB9	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	81	11	5.831896118176739e-15	9.949214777609516e-12	True
