schema_version	profile	execution_stage	execution_phase	run_id	source_bundles	frozen_fine_types	included_fine_types	explicitly_excluded_fine_types	broad_cell_types	donor_broad_samples	primary_eligible_samples	config_sha256	mapping_sha256	source_bundle_signature	scientific_script	scientific_script_sha256	helper_script_sha256	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
broad_pseudobulk_stage_status_v1	minerva_production	minerva_production	2	minerva_broad_deg_001	9	54	52	2	7	1928	1824	c4d2243ff1a8aa2a6a2c8b867b6ee13090a41eacd47550c04428fba59a0d132d	baea5c1b89b68772ddbaa29a875db15c93cfbe06d1d4bd0a4cfa12f38d0057d9	072e797500cd4b2444afbe9fcaa8f2b54461e8a45f60587a45652b72cc61025d;f5f82c3c80b0bf60bc1dab5cfad621f31ff23b89a95abe46e9033e28295130cf;be9fae812c787512b8a4ffe21a234a731e6e047023e5f0b05d46bd19e213f064;5596bc2b2122d6487b6db84aa72acc83d8af5c845ec7ae2d0486ee46e0641571;28185fe58580d85e9f4b12e5466c63bd9b62e173bf5ba8a2d0883c187402869d;1609b58d73c211b6e1eb12fb1995ac9f138980eb5a2ee72b2f1e04cb53728bb5;84e1555f4a211fbd9206c02ed950704fd3768de5e0e5a34dd15283c00aee5388;bd415a266a085b85b5325965e9c2492f01871b7cddbbc0607044db3ef5035adb;13a2405f8b7926cd583d43300c93bc56ade3021117a6f8311d38c905ebab1585	scripts/08_build_broad_pseudobulk.R	bbf9726e2d69eec33e453b4ef7abecb452b956cf375208efe91137f66998da6a	1e256665104c893b71463d7aba98e73c036a1d25b92fc2ac4f5def656979d24b	1.59046173095703	144.740891933441	validated_complete		fb9f919d2b63926ff49653ec455c973d030bb54d	2026-08-28 16:51:53 UTC
