schema_version	profile	execution_stage	run_id	result_rows	strict_degs	relaxed_degs	exploratory_degs	strict_core_mito_degs	relaxed_core_mito_degs	exploratory_core_mito_degs	physical_contrast_files	annotation_master_sha256	annotation_status_sha256	model_status_sha256	scientific_script	scientific_script_sha256	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	timestamp_utc
broad_deg_finalize_stage_status_v1	minerva_production	minerva_production	minerva_broad_deg_001	786242	1636	2336	4113	43	65	141	42	b1a7e9b627c983d083df74cbe1173b8cb3e9007e1afc641747e8c30ec17f9203	aa4646ac3129f815e0ba04259fba5cc5424379748a5fb4871b88a74d854b11fc	985d7cab6a624586805ed28dc3080f05d20f6f78878a0cac1c96ca51e88d9dc2	scripts/08_finalize_broad_deg.R	ca9840fa5eee277db78cf0c76498e2a2a0737a280f64bba13b96d9f994f3ba53	0.787578582763672	97.0571618080139	validated_complete		2026-08-28 20:07:20 UTC
