schema_version	profile	execution_stage	run_id	broad_cell_types	manifest_rows	completed_contrasts	not_estimable_contrasts	failed_contrasts	result_rows	config_sha256	build_status_sha256	manifest_sha256	scientific_script	scientific_script_sha256	helper_script_sha256	edgeR_version	limma_version	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	timestamp_utc
broad_deg_model_stage_status_v1	minerva_production	minerva_production	minerva_broad_deg_001	7	42	40	2	0	786242	c4d2243ff1a8aa2a6a2c8b867b6ee13090a41eacd47550c04428fba59a0d132d	aeea6ffa099207a3ae17d0a514f3d1f3400fc0fcb9cfcaccbc39dca59b96473e	67a673e2b503d1115436b417392adc19e1406237559fa4ee2398fcd6742e81b3	scripts/08_run_broad_pseudobulk_de.R	9305ced2791c0cc59f60a423e302179abc92c77005c2f2d7c3e0cc7d35f8d9ee	1e256665104c893b71463d7aba98e73c036a1d25b92fc2ac4f5def656979d24b	4.0.16	3.58.1	2.0875358581543	1511.89710974693	validated_complete		2026-08-28 17:22:40 UTC
