schema_version	check	passed
broad_deg_sensitivity_checks_v1	one_status_per_manifest	TRUE
broad_deg_sensitivity_checks_v1	no_failed_sensitivity_contrasts	TRUE
broad_deg_sensitivity_checks_v1	result_keys_unique	TRUE
broad_deg_sensitivity_checks_v1	p_values_in_range	TRUE
broad_deg_sensitivity_checks_v1	diagnosis_blind_pcs	TRUE
broad_deg_sensitivity_checks_v1	summary_covers_manifest	TRUE
