schema_version	profile	execution_stage	run_id	structural_contrasts	completed_contrasts	not_estimable_contrasts	not_applicable_contrasts	failed_contrasts	result_rows	transform	zero_pseudocount_nuclei	maximum_pcs	diagnosis_blind	config_sha256	model_status_sha256	composition_sha256	scientific_script	scientific_script_sha256	helper_script_sha256	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	timestamp_utc
broad_deg_sensitivity_stage_status_v1	minerva_production	minerva_production	minerva_broad_deg_001	42	28	2	12	0	543074	centered_log_ratio	0.5	2	TRUE	c4d2243ff1a8aa2a6a2c8b867b6ee13090a41eacd47550c04428fba59a0d132d	985d7cab6a624586805ed28dc3080f05d20f6f78878a0cac1c96ca51e88d9dc2	a2bc53e56e34646e4a570e020ee39f9caa1dcc23112071260130019cc3d2d2c9	scripts/08_run_broad_deg_composition_sensitivity.R	57935dbe31a7dfc00b31fb85763cea44aac62ff09b31b29f90b1d777d4976ec7	1e256665104c893b71463d7aba98e73c036a1d25b92fc2ac4f5def656979d24b	1.50222015380859	1356.94902062416	validated_complete		2026-08-28 17:45:19 UTC
