schema_version	technical_status	visual_review_status	output_files	source_files	source_sha256_bundle	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	completed_utc	source_schema_version	route_count	candidate_context_count	unique_gene_count	eqtl_route_count	sqtl_route_count	no_regional_gwas_signal_routes	no_regional_qtl_signal_routes	model_or_ld_incompatible_routes	not_assessable_routes	valid_primary_h0_h4_results	pp_h4_state	terminal_categories_mutually_exclusive
genetic_support_tier2_route_attrition_v1	validated_complete	complete	9	5	c3e9272467e77a95f74007493f593a1dffe417c2dcf39a68f468a4b6e03ed10b	28b7cb6f8bea43b98a390bf103e47337346b44eafed01a8746618bb3c7418a77	12.4	4.7	450	2026-08-22T03:41:04.620384+00:00	human_genetic_support_tier2_classical_coloc_recovery_v1	54	27	19	27	27	42	4	2	6	0	unavailable	True
