schema_version	rds_id	stable_task_id	source_rds	source_rds_bytes	source_rds_sha256	object_class	object_version	seurat_version	seurat_object_version	assays	default_assay	audited_assay	assay_class	layers	raw_counts_class	raw_counts_sparse	raw_counts_integer_valued	raw_counts_nonnegative	raw_counts_nnz	raw_counts_total	normalized_data_present	normalized_data_dimensions	features	nuclei	donors	fine_cell_types	expected_features	expected_nuclei	expected_donors	expected_fine_cell_types	metadata_fields	master_metadata_rows_matched	master_metadata_missing_barcodes	master_metadata_duplicate_barcodes	master_projid_mismatches	master_cell_type_mismatches	master_broad_cell_types	mtdna_protein_genes_observed	mtdna_protein_genes_missing	reductions	graphs	commands	normalize_command_present	validation_status	failed_checks
rds_audit_v1	vasculature	audit:vasculature	data/processed/Vasculature_cells.rds	144794049	cbcfe98fd66208ec0215e594f962a807f789cd6aa0b9f49c470e303aecfcff16	Seurat	3.1.5	5.5.1	5.4.0	RNA	RNA	RNA	Assay	counts;data	dgCMatrix	TRUE	TRUE	TRUE	28258935	54043383	TRUE	33538x17974	33538	17974	423	5	33538	17974	423	5	projid;cell_type_high_resolution	17974	0	0	0	0	Vasculature_cells	13		umap		NormalizeData.RNA	TRUE	validated_complete	
