schema_version	rds_id	stable_task_id	source_rds	source_rds_bytes	source_rds_sha256	object_class	object_version	seurat_version	seurat_object_version	assays	default_assay	audited_assay	assay_class	layers	raw_counts_class	raw_counts_sparse	raw_counts_integer_valued	raw_counts_nonnegative	raw_counts_nnz	raw_counts_total	normalized_data_present	normalized_data_dimensions	features	nuclei	donors	fine_cell_types	expected_features	expected_nuclei	expected_donors	expected_fine_cell_types	metadata_fields	master_metadata_rows_matched	master_metadata_missing_barcodes	master_metadata_duplicate_barcodes	master_projid_mismatches	master_cell_type_mismatches	master_broad_cell_types	mtdna_protein_genes_observed	mtdna_protein_genes_missing	reductions	graphs	commands	normalize_command_present	validation_status	failed_checks
rds_audit_v1	excitatory_set3	audit:excitatory_set3	data/processed/Excitatory_neurons_set3.rds	6226421585	72c0b5c3ae05ecdb5eb669d7f15fc7cddceb77de2174bf588d4ccbf2d33f507a	Seurat	3.2.3	5.5.1	5.4.0	RNA	RNA	RNA	Assay	counts;data	dgCMatrix	TRUE	TRUE	TRUE	1244086635	4750515911	TRUE	33538x324765	33538	324765	426	9	NA	NA	NA	NA	projid;cell_type_high_resolution	324765	0	0	0	0	Excitatory_neurons	13					FALSE	validated_complete	
