schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	01211411	498	25	1118238	2	127	1.78852802355134	113.57152949551
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	02899847	329	25	881294	0	121	0	137.298109370993
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	03713990	919	25	11175603	0	2039	0	182.451005104602
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	03889845	1530	25	8464860	7451	6	880.227198087151	0.708812667900001
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	06107196	290	23	4986972	1	984	0.200522481377477	197.314121675438
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	06804844	583	25	1356434	6	244	4.42336302392892	179.883429639776
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	07253015	811	25	9154022	8321	8	908.99934476889	0.873932791509568
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	07265221	951	25	9776677	9856	5	1008.1134929588	0.511421211931211
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	07311370	1007	25	11230259	6	2146	0.534270848072159	191.090873327142
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	08109170	379	19	5169432	2484	2	480.517008445028	0.386889700841408
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	08132197	216	24	1256468	1126	0	896.162894717573	0
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	09650662	93	23	2342790	2022	1	863.073514911708	0.426841500945454
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	09841821	797	25	6642372	0	957	0	144.075038254407
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10100574	1378	25	9006775	2	1501	0.222055064104521	166.652325610443
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10100862	1466	25	10220491	3	1996	0.293527972384106	195.293944292892
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10101291	47	16	147937	0	17	0	114.91378086618
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10101327	59	18	278287	0	35	0	125.769439463575
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10101589	156	21	782387	0	106	0	135.482823717674
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10102206	3	2	2517	0	0	0	0
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10202345	658	24	7187120	3	1050	0.417413372811363	146.094680483977
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10203224	33	13	598940	1	97	1.66961632216917	161.952783250409
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10205244	716	25	8424927	4	1546	0.474781561905522	183.503073676484
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10222853	304	25	2539341	0	273	0	107.508207838175
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10246987	733	24	5096306	0	889	0	174.440074830671
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10248033	247	24	1072463	0	135	0	125.878468534579
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10249336	395	24	5496520	1	957	0.181933295976363	174.11016424938
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10253148	337	25	2789820	2	427	0.716892129241313	153.05646959302
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10260309	210	24	1971645	0	262	0	132.883962376594
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10261026	147	21	581948	1	71	1.71836658945473	122.004027851286
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10263208	1428	25	15891002	18	2955	1.13271648949512	185.954290358783
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10271474	969	25	13890371	2	2175	0.143984635111618	156.583290683885
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10277308	1819	25	9788968	8333	4	851.264402948299	0.408623258345517
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10288185	556	25	4207637	0	420	0	99.8184967001669
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10290265	36	13	37663	0	3	0	79.6537716060855
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10290427	700	25	8042625	3	1419	0.373012542546743	176.43493262461
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10291856	1344	25	9421892	579	1959	61.4526254387123	207.920022857405
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10292311	1232	25	14500967	1	2326	0.0689609182615201	160.403095876296
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10298957	503	24	10449861	2	1954	0.191390105571739	186.988133143589
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10300914	259	24	2016265	0	292	0	144.822233188594
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10315029	302	23	4961897	2	933	0.403071647799219	188.032923698336
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10345561	367	25	3736169	0	633	0	169.424884152724
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10383017	2483	25	25178400	1	4984	0.0397165824675118	197.947447018079
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10394182	1193	24	10291752	1	1794	0.0971651862578888	174.314344146653
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10405008	944	25	16622292	4	3194	0.240640701053742	192.151599791413
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10435090	1264	25	12481170	4	1904	0.320482775252641	152.549801020257
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10436131	750	25	9534314	2	1910	0.209768631492523	200.329043075359
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10438999	648	25	6417037	2	1157	0.311670323858192	180.301282351964
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10460587	898	25	9345713	0	1609	0	172.164499380625
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10473384	1666	25	6399416	1	1261	0.156264259113644	197.049230742305
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10484873	2162	25	11093704	2	1797	0.180282437678164	161.98377025383
rds_donor_inventory_v1	inhibitory	data/processed/Inhibitory_neurons.rds	10490993	1834	25	14224914	2	2190	0.140598389557926	153.955236565929
