schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	01211411	25	3	16053	0	1	0	62.293652276833
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	02899847	44	2	33216	0	2	0	60.2119460500963
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	03713990	206	3	868334	0	217	0	249.903838845421
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	03889845	137	5	346518	441	0	1272.6611604592	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	06107196	110	5	435800	1	138	2.29463056447912	316.659017898118
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	06804844	39	4	25909	0	6	0	231.579759928982
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	07253015	242	4	824283	986	1	1196.19111397421	1.21317557198195
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	07265221	305	4	774168	955	0	1233.58237488504	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	07311370	168	3	465303	0	111	0	238.554232403402
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	08109170	163	3	256906	427	0	1662.08652191852	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	08132197	207	3	543220	613	0	1128.45624240639	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	09650662	19	2	99202	124	0	1249.97479889518	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	09841821	286	5	883263	0	255	0	288.702232517382
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10100574	181	5	420038	2	129	4.76147396187964	307.115070541237
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10100862	385	4	870360	0	292	0	335.49335906981
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10101291	21	1	21821	0	2	0	91.6548279180606
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10101327	17	3	15471	0	0	0	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10101589	110	3	203405	0	40	0	196.651999705022
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10102206	3	3	2172	0	0	0	0
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10202345	515	4	1601053	0	383	0	239.217564940074
rds_donor_inventory_v1	immune	data/processed/Immune_cells.rds	10203224	63	3	155623	0	36	0	231.328274098302
