schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	01211411	1280	4	5345802	0	613	0	114.669417236179
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	02899847	464	4	2721149	0	385	0	141.48435091206
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	03713990	903	4	24327666	0	4260	0	175.109276820884
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	03889845	1669	4	19737680	16113	11	816.357342909602	0.557309673679987
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	06107196	170	4	6877151	0	1378	0	200.373672179075
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	06804844	1202	4	8979967	5	1619	0.556794919179547	180.290194830337
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	07253015	995	4	25819356	21655	17	838.711856329802	0.65842075999107
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	07265221	1503	4	32192893	34734	23	1078.93378827433	0.714443402150903
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	07311370	1179	4	34420735	3	6248	0.0871567675704775	181.518494593448
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	08109170	406	4	10230804	4820	1	471.12621842819	0.0977440287195415
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	08132197	265	4	4609341	3169	6	687.516935718143	1.30170451697976
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	09650662	100	4	4617768	3986	4	863.187583265335	0.866219350993813
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	09841821	1095	4	21463295	2	3179	0.0931823375674611	148.113325563479
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10100574	1998	4	33474265	2	5552	0.0597473910181448	165.85875746637
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10100862	1909	4	38664173	14	7366	0.362092317350225	190.512286400126
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10101291	223	4	1315883	0	147	0	111.71205950681
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10101327	146	4	1884534	0	194	0	102.943220976645
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10101589	530	4	6134069	2	795	0.326047848499911	129.604019778715
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10102206	3	1	10640	0	2	0	187.96992481203
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10202345	1075	4	22112085	12	3150	0.542689664950184	142.456037049423
rds_donor_inventory_v1	excitatory_set2	data/processed/Excitatory_neurons_set2.rds	10203224	26	4	840737	0	123	0	146.300210410628
