schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	01211411	939	1	842031	0	171	0	203.080409153582
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	02899847	332	1	318972	0	82	0	257.075856188004
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	03713990	1315	1	6232686	7	2163	1.12311128781395	347.041387934512
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	03889845	732	1	2296550	2722	1	1185.2561450872	0.435435762339161
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	06107196	1036	1	5276010	1	2372	0.189537169186563	449.582165310528
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	06804844	725	1	571048	0	198	0	346.730922794581
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	07253015	821	1	4148566	4554	4	1097.72870914914	0.964188589502975
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	07265221	1113	1	4054855	7499	2	1849.38795591951	0.493235886363384
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	07311370	1033	1	5601577	17	1995	3.03485964755996	356.149705698949
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	08109170	1736	1	5290881	5593	2	1057.10183237914	0.378008879806596
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	08132197	1022	1	3958330	5774	2	1458.69596521765	0.50526358337986
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	09650662	278	1	1540069	1871	0	1214.88063197168	0
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	09841821	1696	1	7834480	4	2313	0.510563560057592	295.233378603302
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10100574	1221	1	3068556	21	990	6.84360982820584	322.627320472561
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10100862	1428	1	5135618	2	1923	0.38943706482842	374.443737832526
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10101291	227	1	455943	1	128	2.193256613217	280.736846491776
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10101327	452	1	723103	0	153	0	211.588114003123
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10101589	479	1	1329415	0	327	0	245.972852720934
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10102206	131	1	170001	0	41	0	241.175051911459
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10202345	749	1	3487100	0	898	0	257.520575836655
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10203224	1351	1	10076409	3	3805	0.297725112190265	377.61468396132
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10205244	1114	1	5107943	2	1602	0.391547047412236	313.629184977201
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10222853	236	1	397386	1	110	2.516444967865	276.80894646515
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10246987	175	1	353777	0	126	0	356.156561901989
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10248033	530	1	631385	0	229	0	362.694710834119
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10249336	2456	1	9889483	1	4651	0.101117520501324	470.29758785166
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10253148	2415	1	9119970	0	3374	0	369.957357315868
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10260309	300	1	490975	0	149	0	303.477773817404
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10261026	206	1	194782	0	55	0	282.366953825302
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10263208	1719	1	6272655	4	2182	0.63768850670091	347.859080405347
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10271474	485	1	1859107	0	629	0	338.334479941176
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10277308	2067	1	3308617	5204	0	1572.86261903387	0
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10288185	839	1	1158135	0	305	0	263.354444861782
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10290265	585	1	693138	0	152	0	219.292550689762
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10290427	1131	1	4328470	0	1531	0	353.704657765908
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10291856	2552	1	7043421	395	2522	56.0807028289236	358.064639327963
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10292311	1496	1	5162142	0	1825	0	353.535412237788
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10298957	2566	1	13615981	3	5350	0.220329332128181	392.920642295256
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10300914	1058	1	4717379	1	1356	0.211982119732165	287.447754356815
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10315029	3167	1	19039166	2	7653	0.105046618113419	401.960884211
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10345561	617	1	1994974	1	769	0.501259665539501	385.468682799876
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10383017	2608	1	7669752	1	2938	0.130382312231217	383.063233335315
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10394182	560	1	1875420	0	755	0	402.576489533011
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10405008	822	1	4806220	6	2120	1.24838230459696	441.095080957592
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10435090	914	1	2984885	0	1054	0	353.112431467209
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10436131	537	1	2269661	0	902	0	397.416178010725
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10438999	4031	1	19927560	13	7022	0.652362858272664	352.376306983896
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10460587	1429	1	4784668	2	1699	0.418001834192048	355.092558146145
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10473384	779	1	2073425	0	682	0	328.924364276499
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10484873	1608	1	3382717	0	942	0	278.474374297347
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10490993	999	1	2109065	0	632	0	299.658853567813
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10502798	2401	1	7973912	2	3045	0.250817917228081	381.870278979753
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10510090	3382	1	20280192	11	7195	0.542401176478014	354.779678614483
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10514454	925	1	1294368	0	378	0	292.034413706148
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10516762	2479	1	8026093	0	2814	0	350.606453226993
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10518782	1307	1	3357380	0	1121	0	333.891308103343
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10536568	326	1	479224	0	127	0	265.011769026593
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10551157	2477	1	15665766	3	5575	0.191500370936218	355.871522656473
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10557081	2613	1	8282634	2	3194	0.241469078556411	385.626118454588
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10577337	2457	1	7669971	10	4079	1.30378589436648	531.814266312089
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10669174	1024	1	4486264	0	1501	0	334.576832749923
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10684501	2207	1	2095547	0	510	0	243.373209954251
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10866165	1363	1	8431950	5	3440	0.592982643398028	407.972058657843
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10901987	1720	1	7420212	0	2734	0	368.453084628849
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	10929637	180	1	835773	7	344	8.37547994491327	411.595014435738
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11072071	545	1	733146	0	205	0	279.616883949445
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11157783	1339	1	5062222	2	1905	0.395083423840361	376.316961207944
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11159965	223	1	473649	0	114	0	240.684557552111
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11165535	1634	1	9963446	0	3400	0	341.247395730353
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11173549	1855	1	4344635	1	1548	0.230168932488	356.301507491423
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11200645	814	1	1420985	0	353	0	248.419230322628
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11259716	4624	1	15314891	7	5547	0.457071486829387	362.196505348944
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11302830	34	1	70640	0	12	0	169.875424688562
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11310718	217	1	369620	0	157	0	424.760564904497
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11310844	1825	1	7339066	0	2708	0	368.984282196127
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11326252	110	1	279950	202	22	721.55742096803	78.5854616895874
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11327005	2181	1	8478023	0	3198	0	377.210583174875
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11331231	511	1	2177543	4	710	1.83693272647199	326.055558948779
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11336574	94	1	267468	0	42	0	157.028130467944
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11342432	271	1	445497	0	152	0	341.191972112046
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11345331	326	1	461738	0	117	0	253.390450861744
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11349119	2205	1	13935862	6	5091	0.430543873066481	365.316476296909
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11371707	2019	1	7982437	1	3360	0.125275025659457	420.924086215776
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11392518	576	1	1553485	0	598	0	384.940955335906
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11395417	1798	1	4163034	1	1477	0.240209424184381	354.789319520331
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11399321	735	1	804366	0	241	0	299.614851945507
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11399871	160	1	288926	0	67	0	231.893287554599
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11409232	81	1	183330	0	43	0	234.549719085802
rds_donor_inventory_v1	oligodendrocytes	data/processed/Oligodendrocytes.rds	11413170	1955	1	5180535	3	2307	0.579090769582678	445.32080180908
