schema_version	rds_id	stable_task_id	source_rds	source_rds_bytes	source_rds_sha256	object_class	object_version	seurat_version	seurat_object_version	assays	default_assay	audited_assay	assay_class	layers	raw_counts_class	raw_counts_sparse	raw_counts_integer_valued	raw_counts_nonnegative	raw_counts_nnz	raw_counts_total	normalized_data_present	normalized_data_dimensions	features	nuclei	donors	fine_cell_types	expected_features	expected_nuclei	expected_donors	expected_fine_cell_types	metadata_fields	master_metadata_rows_matched	master_metadata_missing_barcodes	master_metadata_duplicate_barcodes	master_projid_mismatches	master_cell_type_mismatches	master_broad_cell_types	mtdna_protein_genes_observed	mtdna_protein_genes_missing	reductions	graphs	commands	normalize_command_present	validation_status	failed_checks
rds_audit_v1	inhibitory	audit:inhibitory	data/processed/Inhibitory_neurons.rds	5594328392	18ad23210bfb6e20d3d1320f215453baa55aeec465b0cebab54690b6ab685b18	Seurat	3.1.5	5.5.1	5.4.0	RNA	RNA	RNA	Assay	counts;data	dgCMatrix	TRUE	TRUE	TRUE	1103903106	3306978739	TRUE	33538x329699	33538	329699	423	25	NA	NA	NA	NA	projid;cell_type_high_resolution	329699	0	0	0	0	Inhibitory_neurons	13		umap			FALSE	validated_complete	
