schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	01211411	496	1	1319509	0	190	0	143.992954955214
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	02899847	416	1	1710877	0	256	0	149.630861832849
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	03713990	679	1	15441740	0	2857	0	185.018009628449
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	03889845	1140	1	13664926	16574	9	1212.88618760175	0.658620471124395
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	06107196	77	1	2930835	53	654	18.0835836886075	223.144598723572
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	06804844	872	1	4215976	3	823	0.711579003296034	195.209839904212
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	07253015	811	1	16824245	18668	12	1109.58916729993	0.713256374951744
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	07265221	902	1	13760616	19491	11	1416.43368291071	0.799382818327319
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	07311370	1219	1	21881533	1	4546	0.0457006371537131	207.75509650078
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	08109170	20	1	509972	246	0	482.379424752731	0
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	08132197	512	1	9035852	6437	6	712.38439939034	0.664021500130812
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	09650662	80	1	2799011	2778	3	992.493419997278	1.07180714902514
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	09841821	536	1	6333327	0	1109	0	175.105438263333
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10100574	1565	1	17008591	2	3151	0.11758763556605	185.259319834312
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10100862	1251	1	16664531	7	3598	0.420053825697225	215.907666408374
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10101291	64	1	240580	0	38	0	157.951616925763
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10101327	101	1	826399	0	122	0	147.628445823386
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10101589	110	1	982423	1	137	1.01789147851791	139.451132556954
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10102206	2	1	1430	0	0	0	0
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10202345	785	1	12855434	17	1908	1.32239798360755	148.419726630777
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10203224	7	1	125931	0	20	0	158.817130015643
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10205244	551	1	12001090	0	2492	0	207.64780532435
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10222853	248	1	3018525	0	436	0	144.441407641149
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10246987	389	1	4136446	0	835	0	201.864112332181
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10248033	250	1	1173533	0	186	0	158.495755977889
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10249336	149	1	4183219	0	961	0	229.727394143123
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10253148	230	1	3580937	0	608	0	169.787963317981
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10260309	167	1	2592153	0	347	0	133.865555003891
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10261026	175	1	1330985	0	202	0	151.767300157402
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10263208	1263	1	24617030	5	5405	0.203111423270801	219.563448555736
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10271474	675	1	17029239	1	2869	0.0587225301142347	168.474938897739
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10277308	1313	1	7895318	10012	5	1268.09331809054	0.633286714987287
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10288185	373	1	4515887	0	542	0	120.020717967478
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10290265	24	1	58048	0	5	0	86.135611907387
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10290427	502	1	10615697	4	2115	0.376800505892359	199.233267490585
rds_donor_inventory_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	10291856	1143	1	13648440	1258	2931	92.1717060704374	214.749817561567
