schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	01211411	12	4	17017	0	4	0	235.05905858847
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	02899847	14	3	12977	0	7	0	539.415889650921
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	03713990	22	3	76641	0	14	0	182.669850341201
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	03889845	28	3	61277	58	0	946.521533364884	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	06107196	11	4	59173	0	21	0	354.891589069339
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	06804844	25	4	24524	0	5	0	203.881911596803
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	07253015	32	5	113916	110	0	965.623792970259	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	07265221	74	4	201050	254	0	1263.3673215618	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	07311370	69	4	214321	0	50	0	233.294917436929
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	08109170	8	3	20752	26	0	1252.89128758674	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	08132197	26	3	81484	66	0	809.974964410191	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	09650662	3	3	16899	13	0	769.276288537783	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	09841821	38	4	163973	11	19	67.0842150841907	115.87273514542
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10100574	97	5	250538	0	47	0	187.596292777942
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10100862	109	5	338139	0	111	0	328.267369336279
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10101291	3	3	2629	0	0	0	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10101327	8	2	10357	0	2	0	193.106111808439
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10101589	28	4	57859	0	14	0	241.967541782609
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10102206	1	1	1260	0	0	0	0
rds_donor_inventory_v1	vasculature	data/processed/Vasculature_cells.rds	10202345	19	3	63589	0	21	0	330.24579722908
