schema_version	rds_id	stable_task_id	source_rds	source_rds_bytes	source_rds_sha256	object_class	object_version	seurat_version	seurat_object_version	assays	default_assay	audited_assay	assay_class	layers	raw_counts_class	raw_counts_sparse	raw_counts_integer_valued	raw_counts_nonnegative	raw_counts_nnz	raw_counts_total	normalized_data_present	normalized_data_dimensions	features	nuclei	donors	fine_cell_types	expected_features	expected_nuclei	expected_donors	expected_fine_cell_types	metadata_fields	master_metadata_rows_matched	master_metadata_missing_barcodes	master_metadata_duplicate_barcodes	master_projid_mismatches	master_cell_type_mismatches	master_broad_cell_types	mtdna_protein_genes_observed	mtdna_protein_genes_missing	reductions	graphs	commands	normalize_command_present	validation_status	failed_checks
rds_audit_v1	astrocytes	audit:astrocytes	data/processed/Astrocytes.rds	1702950062	f2e22b3adfbe97e092786b2f108d38b8a67e128cd95fc1ac46dd44d9e33882d7	Seurat	3.1.1	5.5.1	5.4.0	RNA	RNA	RNA	Assay	counts;data	dgCMatrix	TRUE	TRUE	TRUE	354618113	827101045	TRUE	33538x149558	33538	149558	427	3	33538	149558	427	3	projid;cell_type_high_resolution	149558	0	0	0	0	Astrocytes	13		umap			FALSE	validated_complete	
