schema_version	rds_id	source_rds	projid	nuclei	fine_cell_types	raw_counts	xist_counts	uty_counts	xist_cpm	uty_cpm
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	01211411	171	1	198455	0	46	0	231.790582247865
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	02899847	126	1	214601	0	42	0	195.712042348358
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	03713990	262	1	2557647	1	638	0.390984369617856	249.448027816192
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	03889845	161	1	807235	833	0	1031.91759524798	0
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	06107196	79	1	1176332	0	367	0	311.98675203939
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	06804844	188	1	256394	0	66	0	257.4163201947
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	07253015	146	1	1760704	1420	0	806.495583584748	0
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	07265221	292	1	2204884	2558	1	1160.15173587363	0.453538598855994
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	07311370	224	1	2005088	2	560	0.997462455513174	279.289487543689
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	08109170	172	1	936938	694	0	740.710698039785	0
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	08132197	176	1	1531175	1700	1	1110.25846163894	0.653093212728787
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	09650662	23	1	221241	223	1	1007.95060590035	4.51995787399261
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	09841821	152	1	1680977	0	485	0	288.522686509096
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	10100574	227	1	769506	0	196	0	254.708865168043
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	10100862	318	1	1854143	0	585	0	315.509645156819
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	10101291	55	1	203484	0	32	0	157.260521711781
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	10101327	44	1	124328	0	26	0	209.124251978637
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	10101589	262	1	1852348	0	445	0	240.235636068385
rds_donor_inventory_v1	opcs	data/processed/OPCs.rds	10102206	5	1	7170	0	0	0	0
