execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
2	direct	minerva_production_192gb_001	audit:vasculature	data/processed/Vasculature_cells.rds	scripts/01_audit_seurat_inputs.R	8d6089e79db2fba3d398bdcc0f67fc37d21753ec019de1a82ecdff89a1d8f1de	6bb8f0bb57926db0a48938dcdcdb2e77ddf50a23484c8e0cac6cfa91ba440724	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	2.70656585693359	19.6873416900635	validated_complete		c78891b3899f7c77a20eaebd8b03587e6f3f24fa	2026-07-11 23:50:19 UTC
