schema_version	figure_family	record_type	panel_id	context_id	endpoint_id	stratum_id	estimate	standard_error	ci_low	ci_high	p_value	model_status	failure_reason
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	astrocytes	coupling_slope_change	Female__e33	0.12589115851073	0.264835595708942	-0.395753904300701	0.64753622132216	0.634956853517605	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	astrocytes	coupling_slope_change	Female__e4	-0.00770764708398	0.397082467636392	-0.789838569541811	0.774423275373851	0.984529276241645	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	astrocytes	coupling_slope_change	Male__e2	0.307568184249329	0.735446254393484	-1.14103583191604	1.7561722004147	0.676162689017314	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	astrocytes	coupling_slope_change	Male__e33	-0.239051095160396	0.283158058368828	-0.796785801282391	0.318683610961598	0.399363356052605	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	astrocytes	coupling_slope_change	Male__e4	-0.0783489320163118	0.633051484277607	-1.32526659198898	1.16856872795636	0.901603676246493	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	standardized_difference	Female__e2	0.246485092542042	0.758382975154474	-1.24686957787219	1.73983976295627	0.74543183686358	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	standardized_difference	Female__e33	0.71210962324154	0.282138182708988	0.156542862575758	1.26767638390732	0.0121998640741742	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	standardized_difference	Female__e4	0.107414467305268	0.514189960067717	-0.905092410490641	1.11992134510118	0.834689593832515	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	standardized_difference	Male__e2	-0.0442607619386181	1.01638145902313	-2.04564798776006	1.95712646388282	0.965298611759389	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	standardized_difference	Male__e33	0.278876833599349	0.33817863978853	-0.387040872503777	0.944794539702476	0.410329887130107	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	standardized_difference	Male__e4	0.353747825557648	0.534887896931036	-0.699515980723479	1.40701163183877	0.508973862711436	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	nci_reference_residual	Female__e2	0.218788301956395	0.327368021651935	-0.425841891619093	0.863418495531884	0.504518899095422	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	nci_reference_residual	Female__e33	0.604884576075164	0.211830298157129	0.18776318035323	1.0220059717971	0.00464342176031646	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	nci_reference_residual	Female__e4	0.0948426425697445	0.331230084679698	-0.55739245518858	0.747077740328069	0.774849861468595	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	nci_reference_residual	Male__e2	-0.275953509798175	0.863833897597747	-1.97695475547746	1.42504773588111	0.749640269419184	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	nci_reference_residual	Male__e33	0.29526937106044	0.240893645122088	-0.179081533168262	0.769620275289142	0.221411252477547	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	nci_reference_residual	Male__e4	0.347563306418567	0.416876687938862	-0.473321087503261	1.1684477003404	0.405197484403053	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	coupling_slope_change	Female__e2	-0.0990598563640288	0.217125074057582	-0.526704116019605	0.328584403291547	0.648620946335267	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	coupling_slope_change	Female__e33	-0.112163696748953	0.301434905856037	-0.705862548476078	0.481535154978172	0.710136723803869	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	coupling_slope_change	Female__e4	0.0185768525009972	0.480148552943663	-0.927112047500641	0.964265752502635	0.969168830474327	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	coupling_slope_change	Male__e2	1.0389286567619	0.574630421653116	-0.0928494315589752	2.17070674508277	0.071818762557748	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	coupling_slope_change	Male__e33	-0.229283628959871	0.249438840589727	-0.720572296454118	0.262005038534377	0.358885293795631	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	excitatory_neurons	coupling_slope_change	Male__e4	-0.44291153919016	0.335132635926712	-1.10298061964695	0.21715754126663	0.187518999299465	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	standardized_difference	Female__e2	0.302572305882057	0.647733467912606	-0.972945337041541	1.57808994880565	0.640804913913536	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	standardized_difference	Female__e33	0.647090774542064	0.289362795867387	0.0772771557954878	1.21690439328864	0.0261898535280259	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	standardized_difference	Female__e4	-0.0372116041123326	0.4782265685341	-0.978936025803566	0.904512817578901	0.938038181057316	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	standardized_difference	Male__e2	-0.190870580449179	1.03326598322903	-2.22557938697213	1.84383822607377	0.853589462398344	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	standardized_difference	Male__e33	0.225343011886765	0.344285930290776	-0.452625319302661	0.903311343076191	0.513358052084538	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	standardized_difference	Male__e4	0.24979832159984	0.545376935589391	-0.824158695982787	1.32375533918247	0.647317306982243	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	nci_reference_residual	Female__e2	0.0386963496340729	0.44272754117056	-0.833123338162921	0.910516037431067	0.93041784564226	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	nci_reference_residual	Female__e33	0.498784744170691	0.218259276179491	0.0689882749596294	0.928581213381753	0.0231078362549858	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	nci_reference_residual	Female__e4	0.0881678703539773	0.355286891207054	-0.611463568321687	0.787799309029642	0.804208287144632	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	nci_reference_residual	Male__e2	-0.154968797787558	0.762321735364753	-1.65613381582406	1.34619622024895	0.839072285958316	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	nci_reference_residual	Male__e33	0.293283131798459	0.258128188092205	-0.215023254018756	0.801589517615674	0.256930571310879	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	nci_reference_residual	Male__e4	0.0767505325033336	0.401188236148078	-0.713269898260196	0.866770963266863	0.848434734072417	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	coupling_slope_change	Female__e2	0.0798635670801302	0.376939907033619	-0.662577694977132	0.822304829137393	0.832381181165908	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	coupling_slope_change	Female__e33	0.124715501913737	0.321406798963414	-0.508344741916851	0.757775745744325	0.698329347783358	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	coupling_slope_change	Female__e4	0.15841941477884	0.650629586666103	-1.12309586774361	1.4399346973013	0.80783158930949	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	coupling_slope_change	Male__e2	1.54028355710217	0.767635342362134	0.0283073992360601	3.05225971496829	0.0458941868307891	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	coupling_slope_change	Male__e33	-0.0775993406765906	0.358496980122586	-0.783714414722575	0.628515733369393	0.828810582787739	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	inhibitory_neurons	coupling_slope_change	Male__e4	-0.420571501440707	0.361919751182454	-1.13342825079886	0.29228524791745	0.246338350347157	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	standardized_difference	Female__e2	-0.122264765099668	0.653366968860624	-1.40909509836909	1.16456556816976	0.85171084757622	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	standardized_difference	Female__e33	0.665678846101731	0.313941817232726	0.0473588627678699	1.28399882943559	0.0349622891038951	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	standardized_difference	Female__e4	0.386943853037539	0.543447264011299	-0.683395569050994	1.45728327512607	0.477120645031684	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	standardized_difference	Male__e2	-0.366605541959981	1.16450962250797	-2.66015017621137	1.9269390922914	0.753165476832013	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	standardized_difference	Male__e33	0.676286702813685	0.385646111155102	-0.0832575309684179	1.43583093659579	0.080721577442666	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	standardized_difference	Male__e4	0.0297910405040599	0.546035438362516	-1.04564588638907	1.10522796739719	0.956533708655409	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	nci_reference_residual	Female__e2	0.0189191591424733	0.469079284790298	-0.904949786098386	0.942788104383333	0.967860331361705	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	nci_reference_residual	Female__e33	0.573089667018368	0.205484855710953	0.168379667953889	0.977799666082847	0.00569623635682716	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	nci_reference_residual	Female__e4	0.406124374770276	0.412963897016942	-0.407223245409024	1.21947199494958	0.326346528467134	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	nci_reference_residual	Male__e2	-0.324078532262958	0.794082833121414	-1.88805394805588	1.23989688352997	0.683538652192061	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	nci_reference_residual	Male__e33	0.424265546554922	0.289337616195909	-0.145595555738094	0.994126648847938	0.143819092433581	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	nci_reference_residual	Male__e4	0.120467316665202	0.552728387752349	-0.96815162080446	1.20908625413486	0.827646342521864	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	coupling_slope_change	Female__e2	0.372818681261753	1.02779577374569	-1.65196367080855	2.39760103333205	0.717125273509186	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	coupling_slope_change	Female__e33	0.126902928311766	0.278159184112876	-0.421077343104862	0.674883199728393	0.648646612607019	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	coupling_slope_change	Female__e4	0.0699770128585237	0.617797069281648	-1.14709804718327	1.28705207290032	0.909913492714339	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	coupling_slope_change	Male__e2	0.857934744096146	0.731122014009594	-0.582393178037354	2.29826266622965	0.241793541691633	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	coupling_slope_change	Male__e33	-0.196281516744687	0.261378412099342	-0.711203264381544	0.318640230892171	0.453429096839693	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	immune_cells	coupling_slope_change	Male__e4	-0.0623574727306572	0.794648335381576	-1.62783377325957	1.50311882779826	0.937518986848853	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	standardized_difference	Female__e2	-0.193771742559775	0.680463099987591	-1.53386543150818	1.14632194638863	0.776057516088489	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	standardized_difference	Female__e33	0.203312371660609	0.243536907665293	-0.276305513562294	0.682930256883513	0.404599991554014	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	standardized_difference	Female__e4	0.258391964386402	0.465403689747988	-0.658166990031485	1.17495091880429	0.579248659524704	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	standardized_difference	Male__e2	-0.487409760876961	1.20235924386338	-2.85531778495568	1.88049826320176	0.685542399778404	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	standardized_difference	Male__e33	0.502747824837314	0.453494765589882	-0.390357875308983	1.39585352498361	0.268652155448654	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	standardized_difference	Male__e4	0.534843268694353	0.511882576142457	-0.473250498305898	1.5429370356946	0.297087082601588	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	nci_reference_residual	Female__e2	-0.1108717542152	0.427087764006562	-0.951971906718277	0.730228398287877	0.795383869169628	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	nci_reference_residual	Female__e33	0.572444196806081	0.202811001576475	0.17303129217261	0.971857101439551	0.0051429316051157	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	nci_reference_residual	Female__e4	0.358450321733138	0.391455370900296	-0.412475937248444	1.12937658071472	0.360703394462349	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	nci_reference_residual	Male__e2	-1.15268947508579	0.974556904471832	-3.07196703360088	0.766588083429308	0.238005415851874	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	nci_reference_residual	Male__e33	0.126542566555693	0.294244241071123	-0.4529375705392	0.706022703650587	0.667518352284521	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	nci_reference_residual	Male__e4	0.613328109363441	0.38643145814416	-0.147704132178478	1.37436035090536	0.113725639389512	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	coupling_slope_change	Female__e2	0.211964536223429	0.489717308464163	-0.752708146270542	1.1766372187174	0.665525079400966	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	coupling_slope_change	Female__e33	0.490278965868565	0.267352585186534	-0.0363671850147576	1.01692511675189	0.0679124693754462	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	coupling_slope_change	Female__e4	-0.716567058409673	0.576153655145489	-1.85150691540797	0.418372798588619	0.21481535148115	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	coupling_slope_change	Male__e2	0.122633495553177	1.07676023588138	-1.9984293445742	2.24369633568056	0.909418877272833	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	coupling_slope_change	Male__e33	-0.210299984654831	0.219507100995078	-0.642697411258945	0.222097441949283	0.338994887419278	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	opcs	coupling_slope_change	Male__e4	0.0379789712342573	0.265601938809414	-0.485218658007035	0.561176600475549	0.886415923569001	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	standardized_difference	Female__e2	-0.097944210429558	0.7354096070417	-1.54606133241468	1.35017291155557	0.894151512379801	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	standardized_difference	Female__e33	0.156796684590593	0.283201743975739	-0.40086436647596	0.714457735657146	0.580289281041527	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	standardized_difference	Female__e4	-0.201946162148922	0.539312013083887	-1.26392162828498	0.860029303987134	0.708373690772687	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	standardized_difference	Male__e2	-0.130401554910049	1.23640932990571	-2.56505226286184	2.30424915304174	0.916085823249774	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	standardized_difference	Male__e33	0.181984058165592	0.487881566648227	-0.778718172807798	1.14268628913898	0.709445901300856	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	standardized_difference	Male__e4	0.333781687280392	0.634130004747283	-0.914902731098413	1.5824661056592	0.599085704835904	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	nci_reference_residual	Female__e2	0.0151714375074379	0.354981017053806	-0.683832333796521	0.714175208811397	0.965942609483526	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	nci_reference_residual	Female__e33	0.452690496341613	0.222734528869368	0.014097252760647	0.891283739922578	0.0431273133846212	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	nci_reference_residual	Female__e4	-0.143407259389438	0.454403645421291	-1.03818711122474	0.751372592445864	0.752563538485511	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	nci_reference_residual	Male__e2	-0.940047151058432	0.589586236535009	-2.10101909898773	0.220924796870862	0.112057199391228	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	nci_reference_residual	Male__e33	-0.0863740632029445	0.313734286392192	-0.704157659620602	0.531409533214713	0.78329704776119	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	nci_reference_residual	Male__e4	-0.20385659678103	0.455677162966021	-1.10114417022347	0.693430976661405	0.654979926845794	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	coupling_slope_change	Female__e2	0.0226908536678485	0.389503014273033	-0.744464800258294	0.789846507593991	0.953591696082402	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	coupling_slope_change	Female__e33	0.313580650531805	0.314956773802363	-0.306750543093951	0.933911844157561	0.320400024916048	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	coupling_slope_change	Female__e4	-1.27843637846368	1.21470749314448	-3.67089468323824	1.11402192631087	0.293610914965389	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	coupling_slope_change	Male__e2	-0.028815420208649	0.765113392236963	-1.53576412982184	1.47813328940455	0.969987764327204	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	coupling_slope_change	Male__e33	-0.0997816011391386	0.292859133113905	-0.676589819662329	0.477026617384051	0.733606333150511	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	oligodendrocytes	coupling_slope_change	Male__e4	-0.423775867450991	0.390626109157344	-1.19314354171798	0.345591806816003	0.279035743576494	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	standardized_difference	Female__e2	-1.33120657188272	1.15896599752329	-3.61786029423396	0.955447150468522	0.252213608761118	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	standardized_difference	Female__e33	0.145320118574943	0.272432363160468	-0.392192180009391	0.682832417159277	0.594392042632424	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	standardized_difference	Female__e4	0.111551083219123	0.530663398726428	-0.935454125394825	1.15855629183307	0.83373715100318	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	standardized_difference	Male__e2	-0.946004402926488	1.30790344913077	-3.52651349190932	1.63450468605634	0.470420086470111	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	standardized_difference	Male__e33	0.274826197801103	0.386595892019925	-0.48793210349694	1.03758449909915	0.47805899330864	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	standardized_difference	Male__e4	0.626180586691087	0.721972885743605	-0.798280519286358	2.05064169266853	0.386903260108854	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	nci_reference_residual	Female__e2	-0.810063951149093	1.00910149007844	-2.80103321465561	1.18090531235742	0.423156152823314	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	nci_reference_residual	Female__e33	0.106682063894707	0.285073594107539	-0.455771533970188	0.669135661759601	0.708669139195964	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	nci_reference_residual	Female__e4	0.204774971405395	0.577669588501128	-0.934974009719193	1.34452395252998	0.723383892500794	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	nci_reference_residual	Male__e2	-2.13185299770834	1.57522652078571	-5.2397936922572	0.976087696840514	0.177609098057722	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	nci_reference_residual	Male__e33	0.125132585408813	0.375523496063742	-0.615779746738577	0.866044917556203	0.739348387731503	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	nci_reference_residual	Male__e4	0.532206593157019	0.759872715576403	-0.967031328662174	2.03144451497621	0.484573811202296	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	coupling_slope_change	Female__e2	-2.6898024664059	2.09810171811553	-6.83131668695621	1.45171175414441	0.20157201069687	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	coupling_slope_change	Female__e33	0.510781815439911	0.424795749040736	-0.327736937150259	1.34930056803008	0.230864193146616	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	coupling_slope_change	Female__e4	-0.810751979598977	1.2649102745101	-3.30760131934834	1.68609736015039	0.52240926207261	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	coupling_slope_change	Male__e2	0.832269028537342	4.05652341784894	-7.17504028156905	8.83957833864374	0.837684848016584	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	coupling_slope_change	Male__e33	-0.325080545009151	0.691854450893233	-1.69075553692466	1.04059444690636	0.639047687864404	estimated	
phase15_figure_package_v1	stratum_effects	adjusted_stratum_effect	A-C	vasculature	coupling_slope_change	Male__e4	-0.100317698407769	1.13653543024173	-2.3437635742031	2.14312817738756	0.929768362834075	estimated	
