schema_version	source_id	role	source_version	path	url	bytes	sha256	validation_state
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000569	official_dense_eqtl_tabix_index	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/inventory/QTD000569.all.tsv.gz.tbi	local_deterministic_extraction	2193703	24fe8a8aafd7b5b3e16488ab68374f3ada9a11ecbdfd9b1bf4c6b91daab1375d	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000569	released_susie_credible_sets	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000569.credible_sets.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000032/QTD000569/QTD000569.credible_sets.tsv.gz	480262	ca1581d58ece0682264090fda8098f4403d0a3565dc098af4126ba92d06ab55a	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000569	released_susie_log_bayes_factors	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000569.lbf_variable.txt.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000032/QTD000569/QTD000569.lbf_variable.txt.gz	139050463	f66a209ccec97d2e096ea1fd07cf286f93dd8adaf9f8207a4038d61aa66816d1	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000573	candidate_event_mapping	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000573.candidate_event_mapping.tsv.gz	local_deterministic_extraction	128	0cfbd0e014aa8fc878b024f74c932dba841203ebf2a2e5c1e1c99c79a586a76d	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000573	candidate_released_credible_sets	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000573.candidate_credible_sets.tsv.gz	local_deterministic_extraction	98	8cec462e9599e3070278822cf2584b16d7e9372c305e4b600ebaebe39841349b	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000573	candidate_released_susie_lbf	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000573.candidate_lbf.tsv.gz	local_deterministic_extraction	109	ee1f2486f15f365a3b5e4aa503200c2fdaaa5d627c91d33bc5df7469fb306068	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000573	released_susie_credible_sets	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000573.credible_sets.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000032/QTD000573/QTD000573.credible_sets.tsv.gz	259550	c6f6ae03efef5d8ab8c2f79edf8edd4c5cc0c4ac2b39d024008895955624c8d8	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000573	released_susie_log_bayes_factors	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000573.lbf_variable.txt.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000032/QTD000573/QTD000573.lbf_variable.txt.gz	138569265	30514ae113d5501961fdbe3f466002598da8506dba8e91912db63b2858c63da5	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000573	splicing_event_gene_mapping_statistics	r7	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000573.cc.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/QTS000032/QTD000573/QTD000573.cc.tsv.gz	71561246	b2995230981dc607666abc5bd9611f95c17f2074d7725c147281d78667e77fb6	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000579	candidate_released_credible_sets	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000579.candidate_credible_sets.tsv.gz	local_deterministic_extraction	98	8cec462e9599e3070278822cf2584b16d7e9372c305e4b600ebaebe39841349b	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000579	candidate_released_susie_lbf	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000579.candidate_lbf.tsv.gz	local_deterministic_extraction	109	ee1f2486f15f365a3b5e4aa503200c2fdaaa5d627c91d33bc5df7469fb306068	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000579	indexed_dense_candidate_eqtl_statistics	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000579.candidate_dense_eqtl.tsv.gz	local_deterministic_extraction	1600864	619fcbc10b2e2057b96be2e03e28786480c5385f689eed319acf9844cd37313a	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000579	official_dense_eqtl_tabix_index	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/inventory/QTD000579.all.tsv.gz.tbi	local_deterministic_extraction	2355491	f683136c3355bd5477a43d8722e784ee9899ab91b207fe3d143fe28b5f9c2da0	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000579	released_susie_credible_sets	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000579.credible_sets.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000034/QTD000579/QTD000579.credible_sets.tsv.gz	2712019	0f6ce12cd1e7990dacada27d9da0e506ec2b42a559ffa6f7fd6de71a4172fc47	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000579	released_susie_log_bayes_factors	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000579.lbf_variable.txt.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000034/QTD000579/QTD000579.lbf_variable.txt.gz	1537470314	2337fca54dfeb8e716b442ef701753f31da036665e235f004f66a78aab01f97f	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000583	candidate_event_mapping	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000583.candidate_event_mapping.tsv.gz	local_deterministic_extraction	128	0cfbd0e014aa8fc878b024f74c932dba841203ebf2a2e5c1e1c99c79a586a76d	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000583	candidate_released_credible_sets	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000583.candidate_credible_sets.tsv.gz	local_deterministic_extraction	98	8cec462e9599e3070278822cf2584b16d7e9372c305e4b600ebaebe39841349b	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000583	candidate_released_susie_lbf	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000583.candidate_lbf.tsv.gz	local_deterministic_extraction	109	ee1f2486f15f365a3b5e4aa503200c2fdaaa5d627c91d33bc5df7469fb306068	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000583	released_susie_credible_sets	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000583.credible_sets.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000034/QTD000583/QTD000583.credible_sets.tsv.gz	851826	fd5b725beb66ccd6b8cadb60a44e2fd7f95573a265a7d241403a5141b4c3da16	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000583	released_susie_log_bayes_factors	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000583.lbf_variable.txt.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000034/QTD000583/QTD000583.lbf_variable.txt.gz	486774759	662d51adba11a8b09f2c74f6d88a8c18dc98e5bf26455fe8dd6f0727f186bfe2	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000583	splicing_event_gene_mapping_statistics	r7	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000583.cc.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/QTS000034/QTD000583/QTD000583.cc.tsv.gz	295789816	1e75d675ed752c5c85cfc38b8a47577a766c35ae43835c036f1d74fbe8a4f049	validated
