schema_version	source_id	role	source_version	path	url	bytes	sha256	validation_state
human_genetic_support_tier2_classical_coloc_recovery_v1	EQTL_Catalogue	metadata	10966d360a4394c16e338fb9345ec71f4cd5b1fa	data/reference/phase19_genetic_support/tier2_recovery/inventory/Columns.md	https://raw.githubusercontent.com/eQTL-Catalogue/eQTL-Catalogue-resources/10966d360a4394c16e338fb9345ec71f4cd5b1fa/tabix/Columns.md	5862	4bff8a760616c57238ad00eb5ace76817cc367ab7c26449efdf96cbb067de994	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	EQTL_Catalogue	metadata	10966d360a4394c16e338fb9345ec71f4cd5b1fa	data/reference/phase19_genetic_support/tier2_recovery/inventory/dataset_metadata_r7.tsv	https://raw.githubusercontent.com/eQTL-Catalogue/eQTL-Catalogue-resources/10966d360a4394c16e338fb9345ec71f4cd5b1fa/data_tables/dataset_metadata_r7.tsv	75969	70b0b6eac8a607568d11b3f2d8ad6cf6e9bb430ffafa4883627797d8967785ea	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	EQTL_Catalogue	metadata	10966d360a4394c16e338fb9345ec71f4cd5b1fa	data/reference/phase19_genetic_support/tier2_recovery/inventory/tabix_ftp_paths.tsv	https://raw.githubusercontent.com/eQTL-Catalogue/eQTL-Catalogue-resources/10966d360a4394c16e338fb9345ec71f4cd5b1fa/tabix/tabix_ftp_paths.tsv	287387	20912adbeb700bb0224e73f1acba79921cb7afd4323955b00e4e9a73da49b7f4	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	NG00067	public_file_registry	v21_portal	data/reference/phase19_genetic_support/tier2_recovery/inventory/niagads_ng00067_public.json	https://st1.niagads.org/portal/v1/fileset_public/NG00067	143029	e5b389cb367aeaa30c7c9e4adc882e9dbb0c4583c81a88958fc96619d3532a6d	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000559	released_susie_credible_sets	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000559.credible_sets.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000031/QTD000559/QTD000559.credible_sets.tsv.gz	253102	83e1c26816c3d43bb2f91eac34da875af4d3c87aa246b9a8fe66cb22f21742d3	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000559	released_susie_log_bayes_factors	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000559.lbf_variable.txt.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000031/QTD000559/QTD000559.lbf_variable.txt.gz	61626446	4e6807727c93e1ecb1eb6590373bf9d5dd8d5998806154320ae61de518a6ada0	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000563	released_susie_credible_sets	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000563.credible_sets.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000031/QTD000563/QTD000563.credible_sets.tsv.gz	401025	4c5bfb8d99bec6629280dfff93cf081c65bf968637ddd9a249ed56998397f4bb	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000563	released_susie_log_bayes_factors	r7	data/reference/phase19_genetic_support/tier2_recovery/released_qtl_models/QTD000563.lbf_variable.txt.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/susie/QTS000031/QTD000563/QTD000563.lbf_variable.txt.gz	138362478	626f9fe61a170a8dd193bdfb0a4cff5cb10a698d4a1be2084f48fa0fe3ecc9b0	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000563	splicing_event_gene_mapping_statistics	r7	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000563.cc.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/QTS000031/QTD000563/QTD000563.cc.tsv.gz	84923307	edd5ce8edb340076c46f353243549e1b0f2ace41b7e778255b3ea907d596c88e	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000569	candidate_released_credible_sets	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000569.candidate_credible_sets.tsv.gz	local_deterministic_extraction	98	8cec462e9599e3070278822cf2584b16d7e9372c305e4b600ebaebe39841349b	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000569	candidate_released_susie_lbf	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000569.candidate_lbf.tsv.gz	local_deterministic_extraction	109	ee1f2486f15f365a3b5e4aa503200c2fdaaa5d627c91d33bc5df7469fb306068	validated
human_genetic_support_tier2_classical_coloc_recovery_v1	QTD000569	indexed_dense_candidate_eqtl_statistics	local_deterministic_extraction	data/reference/phase19_genetic_support/tier2_recovery/regional_qtl/QTD000569.candidate_dense_eqtl.tsv.gz	local_deterministic_extraction	562176	a553c6709fac26ea570e87825a4aaa4715cd9c62378b572c2351e545e80ae7fc	validated
