schema_version	analysis_id	source_release_id	genome_build	execution_stage	execution_backend	publication_namespace	primary_method	single_signal_sensitivity	p1	p2	p12	strong_h4	strong_conditional_h4	gwas_trait_type	gwas_cases	gwas_controls	gwas_case_fraction	qtl_model_class	ld_panel	ld_panel_ancestry	ld_panel_sample_size	ld_sparse_retention_rule	selection_frozen_before_result	full_phase19_complete
human_genetic_support_tier2_classical_coloc_recovery_v1	phase19_human_genetic_support_tier2_classical_coloc_recovery_v1	tier2_recovery_2026_08_v1	GRCh38	local_production_equivalent	direct	minerva_production	coloc_bf_bf_susie_models	coloc.abf_not_promoted_to_primary	1e-04	1e-04	5e-06	0.8	0.8	case_control	111326	677663	0.141099559055956	released_complete_susie_log_bayes_factors	ADSP_R5_NHW	non_Hispanic_White	26042	within_5Mb_and_abs_R_gt_0.2	TRUE	FALSE
