schema_version	run_code	kda_run_id	broad_network	hit_gene	minimum_directed_depth
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	APOO	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	ATP5ME	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	ATP5PF	2
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	COX7C	1
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	FUNDC2	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	MRPL21	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	NDUFA1	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	NDUFA12	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	NDUFB3	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	NDUFB9	2
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	NDUFS5	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	NDUFS6	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	PINK1	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	RPL13	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	RPS12	2
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	SLC25A5	2
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	SMDT1	1
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	TXNRD1	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	UQCRFS1	3
phase18_rpl11_deep_dive_v1	Exc01	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	Excitatory_neurons	UQCRQ	2
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	APOO	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	ATP5ME	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	ATP5PF	2
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	COX7C	1
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	FUNDC2	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	MRPL21	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	NDUFA1	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	NDUFA12	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	NDUFB3	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	NDUFB9	2
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	NDUFS5	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	PDHB	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	RPL13	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	RPS12	2
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	SLC25A5	2
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	SMDT1	1
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	TXNRD1	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	UQCRFS1	3
phase18_rpl11_deep_dive_v1	Exc02	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	Excitatory_neurons	UQCRQ	2
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	APOO	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	ATP5ME	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	ATP5PF	2
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	COX7C	1
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	FUNDC2	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	MRPL21	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	MRPL24	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	MRPS18C	2
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	NDUFA1	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	NDUFA12	3
phase18_rpl11_deep_dive_v1	Exc03	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	NDUFB3	3
