schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	clinical_source	clinical_source_sha256	age_death_handling	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	peak_ram_gib	elapsed_seconds	global_donors	audited_rds	validation_status	failed_checks	git_revision	timestamp_utc
cohort_status_v1	2	direct	minerva_production_192gb_001	global:cohort	data/processed/Astrocytes.rds;data/processed/Excitatory_neurons_set1.rds;data/processed/Excitatory_neurons_set2.rds;data/processed/Excitatory_neurons_set3.rds;data/processed/Immune_cells.rds;data/processed/Inhibitory_neurons.rds;data/processed/Oligodendrocytes.rds;data/processed/OPCs.rds;data/processed/Vasculature_cells.rds	data/processed/dataset_707_basic_02-08-2022.clean.txt	76a71814b43c9fa3e84b9bbb119dddc3fd4b08743948f75ca38400e9bcb7425e	exact_uncensored_numeric	scripts/02_build_cohort.R	e81e11f6e2af1fdcb701e8e854b75e4a0942e65a0af4583b208db998454baf3a	faa8f21d33ec49d32eea4b74379342837ea064f139720661cc4e12edc7de1000	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	0.311027526855469	13.4865295886993	276	9	validated_complete		3442102a04fb56cec0305bb0d51b60a0e3ad167b	2026-07-22 22:52:44 UTC
