schema_version	rds_id	check	passed	observed	expected
mast_de_checks_v1	astrocytes	one_status_per_manifest_row	TRUE	42	42
mast_de_checks_v1	astrocytes	eligible_paper_rows_completed	TRUE	15	15
mast_de_checks_v1	astrocytes	ineligible_paper_rows_explicit	TRUE	3	3
mast_de_checks_v1	astrocytes	nonpaper_rows_not_applicable	TRUE	24	24
mast_de_checks_v1	astrocytes	no_failed_contrasts	TRUE	0	0
mast_de_checks_v1	astrocytes	result_keys_unique	TRUE	0	0
mast_de_checks_v1	astrocytes	p_values_in_range	TRUE	0	0
mast_de_checks_v1	astrocytes	fdr_in_range	TRUE	0	0
mast_de_checks_v1	astrocytes	detection_threshold_respected	TRUE	0	0
mast_de_checks_v1	astrocytes	normalized_rds_unchanged	TRUE	cc85c94a4d6a16b443e5d2163ccfde34632aa4be73edaea5c3ae89958d09289f	cc85c94a4d6a16b443e5d2163ccfde34632aa4be73edaea5c3ae89958d09289f
