schema_version	rds_id	check	passed	observed	expected
yu_mast_de_checks_v2	opcs	expected_fine_cell_types	TRUE	1	1
yu_mast_de_checks_v2	opcs	six_yu_contrasts_per_cell_type	TRUE	6	6
yu_mast_de_checks_v2	opcs	six_yu_contrast_labels	TRUE	6	6
yu_mast_de_checks_v2	opcs	one_status_per_manifest_row	TRUE	6	6
yu_mast_de_checks_v2	opcs	all_rows_have_terminal_outcome	TRUE	validated_complete	validated_complete;not_estimable;failed
yu_mast_de_checks_v2	opcs	all_estimable_rows_completed	TRUE	6	6
yu_mast_de_checks_v2	opcs	no_failed_contrasts	TRUE	0	0
yu_mast_de_checks_v2	opcs	result_keys_unique	TRUE	0	0
yu_mast_de_checks_v2	opcs	result_population_is_all_cohort_nuclei	TRUE	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei
yu_mast_de_checks_v2	opcs	p_values_in_range	TRUE	0	0
yu_mast_de_checks_v2	opcs	fdr_in_range	TRUE	0	0
yu_mast_de_checks_v2	opcs	detection_threshold_respected	TRUE	0	0
yu_mast_de_checks_v2	opcs	paper_deg_rule_reproduced	TRUE	0	0
yu_mast_de_checks_v2	opcs	normalized_rds_unchanged	TRUE	cf0ac461fc9eceb8cf4cdf1b91b455cdd33edcd1509bc4dc3f9c1029807cb22e	cf0ac461fc9eceb8cf4cdf1b91b455cdd33edcd1509bc4dc3f9c1029807cb22e
