schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	normalized_rds	normalized_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	contrast_manifest_sha256	pseudobulk_samples_sha256	pseudobulk_de_sha256	seurat_version	mast_version	manifest_rows	eligible_paper_contrasts	completed_contrasts	ineligible_contrasts	not_applicable_contrasts	failed_contrasts	result_rows	paper_degs	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mast_de_status_v1	minerva_production	2	direct	minerva_production_192gb_001	mast:astrocytes	data/processed/Astrocytes.rds	results/minerva_production/05_normalized/Astrocytes.normalized.rds	cc85c94a4d6a16b443e5d2163ccfde34632aa4be73edaea5c3ae89958d09289f	scripts/08_run_mast.R	9f4a2ae1d942c78a6e2ec4d4020902aded8a51f9991a53e989b6f2d47cfc7c85	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	f0b0304d4458abaf5866b778729e27dcd99dc5e7396db83a6465d505a2d0721b	3269c35735306b624e45091cb5d14344d1633795ea0d1ee647c9d7e26383e33d	c34e6c1dc2101b30cda126715968576646423fd96dc8b23b4587e8a93355b607	5.5.1	1.28.0	42	15	15	3	24	0	109882	11988	31.1013984680176	5588.33358383179	validated_complete		ea24af5765e5d9fdb98d8a09fe288fa067d36ce0	2026-07-13 00:49:25 UTC
