schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	normalized_rds	normalized_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	contrast_manifest_sha256	pseudobulk_samples_sha256	pseudobulk_de_sha256	seurat_version	mast_version	manifest_rows	eligible_paper_contrasts	completed_contrasts	ineligible_contrasts	not_applicable_contrasts	failed_contrasts	result_rows	paper_degs	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mast_de_status_v1	minerva_production	2	direct	minerva_production_192gb_001	mast:oligodendrocytes	data/processed/Oligodendrocytes.rds	results/minerva_production/05_normalized/Oligodendrocytes.normalized.rds	62940d95f115e09f05328546f3ee8855927900e9c90892c4796d0bfbfc1ee07f	scripts/08_run_mast.R	9f4a2ae1d942c78a6e2ec4d4020902aded8a51f9991a53e989b6f2d47cfc7c85	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	f0b0304d4458abaf5866b778729e27dcd99dc5e7396db83a6465d505a2d0721b	25702e543c9df5af55aa3ce4aa01bd5f754e380479d35d4dbe89e53a33808868	cad1bf1945e7f8952d38ab391c2063100b3634b52c90e898b7178e021a33e996	5.5.1	1.28.0	14	6	6	0	8	0	34285	1600	99.5317459106445	18076.7450113297	validated_complete		60a00b378a877809f8f6c0613614a94281c4f289	2026-07-13 16:02:28 UTC
