schema_version	rds_id	check	passed	observed	expected
mast_de_checks_v1	excitatory_set3	one_status_per_manifest_row	TRUE	126	126
mast_de_checks_v1	excitatory_set3	eligible_paper_rows_completed	TRUE	40	40
mast_de_checks_v1	excitatory_set3	ineligible_paper_rows_explicit	TRUE	14	14
mast_de_checks_v1	excitatory_set3	nonpaper_rows_not_applicable	TRUE	72	72
mast_de_checks_v1	excitatory_set3	no_failed_contrasts	TRUE	0	0
mast_de_checks_v1	excitatory_set3	result_keys_unique	TRUE	0	0
mast_de_checks_v1	excitatory_set3	p_values_in_range	TRUE	0	0
mast_de_checks_v1	excitatory_set3	fdr_in_range	TRUE	0	0
mast_de_checks_v1	excitatory_set3	detection_threshold_respected	TRUE	0	0
mast_de_checks_v1	excitatory_set3	normalized_rds_unchanged	TRUE	7f560f3e3dd362a3774f90786651ec156b4789bbae92da30f8dbf97b11391c46	7f560f3e3dd362a3774f90786651ec156b4789bbae92da30f8dbf97b11391c46
