schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	normalized_rds	normalized_rds_sha256	normalization_status_sha256	analysis_population	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	yu_manifest_sha256	seurat_version	seuratobject_version	mast_version	manifest_rows	estimable_contrasts	completed_contrasts	not_estimable_contrasts	failed_contrasts	result_rows	paper_degs	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
yu_mast_de_status_v2	minerva_production	2	direct	minerva_production_192gb_001	mast:opcs	data/processed/OPCs.rds	results/minerva_production/05_normalized/OPCs.normalized.rds	cf0ac461fc9eceb8cf4cdf1b91b455cdd33edcd1509bc4dc3f9c1029807cb22e	c50f079846a730661ff26d7db41681993d9aad7e401335e93bd44b089731b790	yu_all_cohort_included_nuclei	scripts/08_run_mast.R	c2ee3fe48a66a872fcba9ec865c234d6908fc925a73bc1efb6644fb7861e184b	e3f792d127f7aaf7d7c66a3e15f844149ce3de068382381ec0a53d829435c0c8	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	8ea2d0655ca375bba825c5cb8bf2bf4e621b28e3bf1d9024686882c884270f14	5.5.1	5.4.0	1.28.0	6	6	6	0	0	48713	3396	26.7047653198242	3215.75842046738	validated_complete		60c80be1cbbe388cb9efb481fe51ab42585becda	2026-07-19 00:09:06 UTC
