schema_version	manifest_row	contrast_id	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason
yu_mast_contrast_manifest_v2	1	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e2	inhibitory	Inh ALCAM TRPM3	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	132	451	8	15	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	2	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e33	inhibitory	Inh ALCAM TRPM3	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	939	1309	36	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	3	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e4	inhibitory	Inh ALCAM TRPM3	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	605	329	24	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	4	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e2	inhibitory	Inh ALCAM TRPM3	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	155	106	7	5	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	5	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e33	inhibitory	Inh ALCAM TRPM3	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	712	1792	27	51	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	6	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e4	inhibitory	Inh ALCAM TRPM3	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	683	270	26	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	7	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e2	inhibitory	Inh CUX2 MSR1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	142	967	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	8	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e33	inhibitory	Inh CUX2 MSR1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1801	3417	35	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	9	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e4	inhibitory	Inh CUX2 MSR1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1105	666	26	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	10	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	inhibitory	Inh CUX2 MSR1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	342	322	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	11	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	inhibitory	Inh CUX2 MSR1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1592	5009	26	51	yu_all_cohort_included_nuclei	estimable	
