schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	excitatory_set3	113	excitatory_set3::Exc.L5.ET::AD_vs_NCI__Female__e2	Exc L5 ET	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mast_contrast_status_v1	excitatory_set3	114	excitatory_set3::Exc.L5.ET::AD_vs_NCI__Female__e33	Exc L5 ET	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33
mast_contrast_status_v1	excitatory_set3	115	excitatory_set3::Exc.L5.ET::AD_vs_NCI__Female__e4	Exc L5 ET	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4
mast_contrast_status_v1	excitatory_set3	116	excitatory_set3::Exc.L5.ET::AD_vs_NCI__Male__e2	Exc L5 ET	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mast_contrast_status_v1	excitatory_set3	117	excitatory_set3::Exc.L5.ET::AD_vs_NCI__Male__e33	Exc L5 ET	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33,NCI__Male__e33
mast_contrast_status_v1	excitatory_set3	118	excitatory_set3::Exc.L5.ET::AD_vs_NCI__Male__e4	Exc L5 ET	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mast_contrast_status_v1	excitatory_set3	119	excitatory_set3::Exc.L5.ET::AD_effect_Female_minus_Male__e2	Exc L5 ET	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	120	excitatory_set3::Exc.L5.ET::AD_effect_Female_minus_Male__e33	Exc L5 ET	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	121	excitatory_set3::Exc.L5.ET::AD_effect_Female_minus_Male__e4	Exc L5 ET	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	122	excitatory_set3::Exc.L5.ET::AD_effect_e2_minus_e33__Female	Exc L5 ET	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	123	excitatory_set3::Exc.L5.ET::AD_effect_e4_minus_e33__Female	Exc L5 ET	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	124	excitatory_set3::Exc.L5.ET::AD_effect_e2_minus_e33__Male	Exc L5 ET	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	125	excitatory_set3::Exc.L5.ET::AD_effect_e4_minus_e33__Male	Exc L5 ET	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	126	excitatory_set3::Exc.L5.ET::AD_effect_heterogeneity_across_sex_APOE	Exc L5 ET	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set3	127	excitatory_set3::Exc.L5.6.RORB.LINC02196::AD_vs_NCI__Female__e2	Exc L5-6 RORB LINC02196	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	11950	257	825	7	11	
mast_contrast_status_v1	excitatory_set3	128	excitatory_set3::Exc.L5.6.RORB.LINC02196::AD_vs_NCI__Female__e33	Exc L5-6 RORB LINC02196	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	11855	2346	2637	30	42	
mast_contrast_status_v1	excitatory_set3	129	excitatory_set3::Exc.L5.6.RORB.LINC02196::AD_vs_NCI__Female__e4	Exc L5-6 RORB LINC02196	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	12199	1178	683	21	11	
mast_contrast_status_v1	excitatory_set3	130	excitatory_set3::Exc.L5.6.RORB.LINC02196::AD_vs_NCI__Male__e2	Exc L5-6 RORB LINC02196	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mast_contrast_status_v1	excitatory_set3	131	excitatory_set3::Exc.L5.6.RORB.LINC02196::AD_vs_NCI__Male__e33	Exc L5-6 RORB LINC02196	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	11521	1487	3254	24	46	
mast_contrast_status_v1	excitatory_set3	132	excitatory_set3::Exc.L5.6.RORB.LINC02196::AD_vs_NCI__Male__e4	Exc L5-6 RORB LINC02196	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	11585	1259	457	24	7	
