schema_version	rds_id	check	passed	observed	expected
mast_de_checks_v1	oligodendrocytes	one_status_per_manifest_row	TRUE	14	14
mast_de_checks_v1	oligodendrocytes	eligible_paper_rows_completed	TRUE	6	6
mast_de_checks_v1	oligodendrocytes	ineligible_paper_rows_explicit	TRUE	0	0
mast_de_checks_v1	oligodendrocytes	nonpaper_rows_not_applicable	TRUE	8	8
mast_de_checks_v1	oligodendrocytes	no_failed_contrasts	TRUE	0	0
mast_de_checks_v1	oligodendrocytes	result_keys_unique	TRUE	0	0
mast_de_checks_v1	oligodendrocytes	p_values_in_range	TRUE	0	0
mast_de_checks_v1	oligodendrocytes	fdr_in_range	TRUE	0	0
mast_de_checks_v1	oligodendrocytes	detection_threshold_respected	TRUE	0	0
mast_de_checks_v1	oligodendrocytes	normalized_rds_unchanged	TRUE	62940d95f115e09f05328546f3ee8855927900e9c90892c4796d0bfbfc1ee07f	62940d95f115e09f05328546f3ee8855927900e9c90892c4796d0bfbfc1ee07f
