schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_name	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	latent_vars	min_pct	logfc_threshold	spearman_logfc_with_pseudobulk	overlap_genes	model_status	message
mast_model_diagnostics_v1	immune	267	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	Mic P2RY12	AD_vs_NCI__Female__e2	994	2323	7	13	4639	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.858918195951374	4639	fitted	
mast_model_diagnostics_v1	immune	268	immune::Mic.P2RY12::AD_vs_NCI__Female__e33	Mic P2RY12	AD_vs_NCI__Female__e33	6433	8698	35	45	5146	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.868564684927186	5146	fitted	
mast_model_diagnostics_v1	immune	269	immune::Mic.P2RY12::AD_vs_NCI__Female__e4	Mic P2RY12	AD_vs_NCI__Female__e4	5261	2621	26	11	5385	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.878044981906805	5385	fitted	
mast_model_diagnostics_v1	immune	270	immune::Mic.P2RY12::AD_vs_NCI__Male__e2	Mic P2RY12	AD_vs_NCI__Male__e2	1156	379	6	5	4328	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.840369692120103	4328	fitted	
mast_model_diagnostics_v1	immune	271	immune::Mic.P2RY12::AD_vs_NCI__Male__e33	Mic P2RY12	AD_vs_NCI__Male__e33	3969	11048	25	50	4716	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.821704558519719	4716	fitted	
mast_model_diagnostics_v1	immune	272	immune::Mic.P2RY12::AD_vs_NCI__Male__e4	Mic P2RY12	AD_vs_NCI__Male__e4	4154	1425	26	9	4967	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.852067686980696	4967	fitted	
mast_model_diagnostics_v1	immune	282	immune::Mic.TPT1::AD_vs_NCI__Female__e33	Mic TPT1	AD_vs_NCI__Female__e33	364	699	9	19	5749	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.83464363740969	4627	fitted	
